 Department of Consumer Affairs&nbsp( Price Monitoring Division),,,,,,,,,,,,,,,,,,,,,,
Date  13/06/2024 ,Daily Retail Prices Of Essential Commodities,Unit: (₹/Kg.),,,,,,,,,,,,,,,,,,,,
States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
Haryana,43.25,30,34.5,77.75,129.25,107.25,107.75,96.25,43.75,60,177.75,137.75,127.5,127.25,153.75,106.25,48.75,231.25,25.5,20,32.75,24.25
Himachal Pradesh,40.75,22,33.33,88.08,167.33,135.25,116.67,89.42,47,52.25,219.5,162.17,138,129.4,143.5,118,48.58,270.42,27.58,31.17,40.42,29.17
Jammu and Kashmir,52.25,32,36.75,91.75,168.75,136.75,126.25,100.75,49.75,52.5, ,146.75,131.25,128,145,111,57.5,300.75,27.25,32.5,36.5,29.25
Jharkhand,39.61,31.59,35.17,81.56,156.56,120.11,111.39,82.5,45.81,58.93,169.73,140.06,125.35,127,153.31,104.5,48.88,280.94,23.94,26.06,31.29,29.94
Karnataka,60.06,43.72,47.63,93.97,167.22,141.34,127.56,106.94,42.81,50.94,180.56,163.19,120.47,136.23,120.5,97.59,52.72,290.34,20.5,37,34.84,43
Kerala,49.92,44.85,46.08,103.5,185.58,150.1,137.27,116.27,44.29,54.21,221,170.63,145.38, ,117.67,99.36,61.62,234.15,14.91,48.29,42.71,67.71
Madhya Pradesh,41.18,28.75,34.07,86.66,165.23,120.45,115.57,91.66,43.39,58.14,187.75,134.3,119.61,111.95,135.14,108,47.86,250.8,18.82,26.86,28.68,28.95
Maharashtra,51.79,38.42,42.53,90.74,176.32,134.84,127.47,96.42,42.95,59.68,182.74,158.17,128,111.63,121.21,102.44,55.32,299,23.47,37.47,35.05,45.68
Manipur,50,45,40,100,180,145,140,95, , , ,150,140,140, ,140, , , ,40,45,35
Meghalaya,46.2,38.4,36.9,94.33,162.86,133.83,121.1,90.1,49.5,73.8, ,136.5,138.5,126.78,172,126,73.83,374.2,21.3,34.7,42.7,49.5
Mizoram,47.91,42,45.9,107.44,150.71,125.86,128.11,100,50.27,78,159.5,185.55,170.8,127.64,190.25,130.83,121.5,479.67,29.18,41.82,52.73,76.45
Nagaland,41.29,43.29,49.29,104.5,134,138.33,122.69,98.21,50.71,73.17, ,136.93,143.33,146.64,190,120,84.44,333.85,18.29,33.57,50.36,55.36
Odisha,38.43,37.5,39.75,85.19,164.1,122.29,113.1,82.67,44.43,52.14,173.25,139.9,113.05,123.25,114.43,95.76,51.33,275.06,25.57,27.38,35.67,40.9
Puducherry,64,45,40,91,177,137,120,90,43,48,195,146,142, ,110,98,48,298,26,45,36,28
Punjab,39.64,25.14,31.29,90.93,159,127.36,117.57,99.21,44.86,61,202.58,129.15,122.15,117.23,134.67,102.5,54.79,277.86,26.29,26.71,35.36,22.21
Rajasthan,41.45,29.17,32.83,77.18,129.83,112.38,105.31,91.03,42.57,52.08,181.04,149.19,125.52,136.35,155.18,121.4,44.54,298.62,20.04,25.25,33.82,33.14
Sikkim,54.6,35.2,38.4,85,133,126.6,124,101,49,63.4, ,166.6,127.2,137.5,170.2, ,59.2,410,18.6,36.6,49,43
Tamil Nadu,61.36,45.72,55.06,93.47,181.94,144.82,124.88,94.03,44.06,46.85,204.18,172.06,126.85, ,112.85,93.24,55.94,309.83,24.47,46.65,45.53,61.59
Telangana,54.2,42.7,45.9,80,165.2,129.1,119.1,93.4,41.3,66.3,164.4,165.6,121.2,150.5,115.9,97.7,57,302.7,20.3,32.2,31.5,36.7
Tripura,38.5, ,39,87,144.33,128,111.25,103.75,48,70.25, ,132.25,122.67,116,139.75,100.25,69.25,221.5,10,34.5,39,49
Uttar Pradesh,38.79,26.14,32.43,82.91,156.67,120.16,114.64,93.71,43.75,62.85,189.19,139.95,127.81,130.77,152.91,110.46,49.41,239.25,26.6,25.57,30.77,27.43
Uttarakhand,38.67,24.67,33,86.33,156.33,117,118,100.33,44,61.67,158,136.33,125,127,148,90,58.67,267.67,28.33,29.33,30,22.67
West Bengal,44.17,30,37.7,84.52,155.83,124.09,129.78,106.35,46,54.65,198.82,132.43,113.52,113.26,127.48,100.14,52.04,274.39,22.09,28.48,34.57,39.48
Source:-  State civil supplies Dept.,Note:- All India Consumption Weighted Average Prices of Oils w.e.f 23-Feb-2022 and Wheat and Atta w.e.f 25-Feb-2023 ,NR -&gt Not Reported  ,,,,,,,,,,,,,,,,,,,,
Developed by:-  National Informatics Centre(NIC),,,,,,,,,,,,,,,,,,,,,,

