 Department of Consumer Affairs&nbsp( Price Monitoring Division),,,,,,,,,,,,,,,,,,,,,,
Date  05/06/2024 ,Daily Retail Prices Of Essential Commodities,Unit: (₹/Kg.),,,,,,,,,,,,,,,,,,,,
States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
Average Price,44.7,30.73,35.92,86.92,159.01,126.42,118.37,94.01,44.77,59,188.19,138.01,126.29,123.79,123.09,100.51,53.92,279.51,22.48,30.19,32.53,35.39
Maximum Price,72,67,69,153,203,190,165,162,70,83,262,235,220,180,210,175,167,560,31,60,70,107
Minimum Price,25,22,27,60,87,85,85,70,35,39,100,101,91,99,103,80,35,163,9,11,10,10
Modal Price,40,28,35,90,170,120,120,100,44,60,200,140,120,130,115,100,50,300,28,30,30,40
Andaman and Nicobar,48.33, ,67.67,95,171,154.33,136,100.67,54.33,73,232.5,173,178.33, ,132.67,118.67,77.33,308.33,19.67,58.33,53.33,76.67
Andhra Pradesh,60.2,44.4,47.4,87.4,173,137.6,126.2,102.8,42.8,60.4,165.8,169.4,110.4,143,110.4,91.2,59,312,21.8,33,29,34
Arunachal pradesh,46,45,44.75,99.25,151.75,133.25,123.25,103.25,53.33,75.33,143.5,154.33,152.33,136,177.67, ,76.5,301,19.33,31.67,40,50
Assam,41.76,32.33,35.8,88.36,159.68,114.76,115.96,91.92,47.16,71.5,211.17,149.72,135.16,136.24,147.36,114.06,58.68,252.88,13.64,29.64,34.2,37.08
Bihar,38.22,27.03,33.03,81,153,121.44,114.41,80.25,44.13,55.66,186.71,134.16,122.53,126.03,160.16,104.35,47.25,278.97,23.06,21.72,30,29.72
Chandigarh,42,32,36,80,135,115,113,94,45,59,190,150,128,130,145,105,51,276,27,20,33,40
Chhattisgarh,41.14,38.57,40.29,93.71,166.29,115.29,114.86,97.14,43.29,55.71,201,151.14,130.86,133,147,117.14,47.14,262.43,22.57,27.86,32.71,28.43
Delhi,40,29,31,90,173,143,123,90,44,56,207,148,130,128,139,104,58,243,26,30,32,28
DNH and DD,50,41,47.33,90,174.67,144.67,131.33,95,43.33,65,192,148,134,134.67,127,107.67,63.67,350,27.33,32,30,36
Goa,52.5,48,45.5,92.5,173.5,150,131.5,98,44,57.5,220.5,157.5,140,148,115,98.5,59,329,24.5,38,35.5,44
Gujarat,43.71,36.71,40.14,86.86,170,125.63,118.29,92.88,42.63,61.25,178.14,144.13,128.63,129,124.75,104.13,51.17,251.5,16.13,29.25,30.38,32.63
Haryana,43.75,29.75,34.75,78,129.25,108,108.25,96.25,43.75,60,177.75,137.75,127.5,127.25,153.75,106.25,48.75,231.25,25.5,19.5,35.25,26
Himachal Pradesh,40.75,22,33.17,85.58,164.17,134.17,116.33,88.25,47.25,52.08,219.5,160.67,137.5,129.1,143.5,118,48.58,269.58,27.5,30.25,34.67,29.75
Jammu and Kashmir,48,30,37.4,91.4,157.4,130,124.6,101.2,51.8,51.6, ,148.4,134.4,128,144.5,121.33,56,304.6,26.6,29.8,34.8,32.6
Jharkhand,39.44,31.53,35,81.22,155.33,119.61,111.17,82.44,45.53,58.81,175.5,138.5,124,126.35,151.21,103.53,48.41,280.69,24.12,25.72,28.83,28.94
Karnataka,59.88,43.75,47.66,93.78,165.91,141.41,127.28,106.66,42.94,50.88,180.47,162.84,120.44,136.39,120.16,97.81,52.78,289.34,20.41,35.81,32.44,35.97
Kerala,50.25,45,46,102.08,182.5,149.9,137,115,44.08,54.25,225.5,175.25,143.92,130,117.33,99.6,61.18,231.91,14.73,47.25,35.33,59.75
Madhya Pradesh,40.9,28.88,34.38,85.73,163.73,119.88,115.23,91.35,43.3,57.39,189.21,135.13,120.26,112.34,136.91,110.22,47.24,253.22,20.09,25.5,25.7,27.22
Maharashtra,51.53,38.32,42.53,89.53,174.32,134.68,127.84,97.16,42.84,59.53,182.16,157.78,127.74,111,120.84,102.13,54.74,299.11,23.32,37.11,29.68,36.37
Manipur,50,45,40,100,180,145,135,90,55, ,100,140,130,130,125,130,85,240,25,36,45,35
Meghalaya,38.1,38.5,37.1,90.83,164,134.5,121,89.8,49.4,73.8, ,133.8,138.5,126.1,172,126,73.83,371.2,21.3,32.8,39.9,41.2
Mizoram,48.18,42,45.9,107.44,150.71,125.86,128.11,99.55,50.27,78,159.5,186.36,170.8,127.91,183.67,130.83,119.63,479.67,29.18,40.27,53.36,75.73
Nagaland,41.75,42.88,48,100.83,129.83,133.13,121.67,97.38,50.38,73.29,200,139.19,166,150.19,195,142.5,84,322.67,17.88,33.69,50.31,49.38
Odisha,38.35,36.88,39.32,83.13,161.3,125.09,114.22,82.91,44.87,52.77,161.6,138.09,112.18,121.63,115.57,95,50.78,278.18,25.96,27.3,32.96,40.17
Puducherry,64,45,40,91,173,134,118,90,43,48,193,146,141, ,110,98,48,297,26,43,36,28
Punjab,40.29,24.86,31,89.86,156.93,127.79,116.14,99.21,44.86,60,200.75,128.21,120.57,119.29,134,101.6,52.77,269.77,27.07,24.5,28.93,22.79
Rajasthan,41.04,28.96,32.37,76.19,131.11,111.15,102.96,89.07,42.33,52.26,183.12,148.88,122.32,134.32,156.48,129.75,44.41,291.76,19.7,25.42,32.04,31.92
Sikkim,54.2,35.2,38.4,85,133,126.6,124,101,49,63.4, ,166.6,127.2,137.5,170.2, ,59.2,410,18.6,36.4,47,42
