 Department of Consumer Affairs&nbsp( Price Monitoring Division),,,,,,,,,,,,,,,,,,,,,,
Date  14/06/2024 ,Daily Retail Prices Of Essential Commodities,Unit: (₹/Kg.),,,,,,,,,,,,,,,,,,,,
States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
Average Price,45.02,30.66,35.88,87.65,160.36,126.54,118.82,94.39,44.84,59.27,187.96,138.19,126.47,123.91,123.54,100.64,54.27,280.28,22.3,31.3,36.09,39.44
Maximum Price,74,67,70,153,206,190,180,166,70,83,262,235,220,180,210,175,175,560,31,67,70,103
Minimum Price,25,22,27,60,87,85,85,70,37,39,120,101,91,99,103,83,35,160,9,12,14,11
Modal Price,40,28,32,90,180,120,120,100,44,60,185,130,120,120,115,100,50,300,28,30,40,30
Andaman and Nicobar,48.33, ,68,96,172.67,155.67,136.67,102.33,55.33,73,232.5,171.67,170.33, ,128.67,114,76.33,318.33,20.67,53.33,53.33,83.33
Andhra Pradesh,62,42.75,45.5,86.25,168.75,135.75,125.25,104.5,42.5,58.5,165.5,167,109.5,143,112,90.75,58,334.5,22.25,33.25,33.5,40.75
Arunachal pradesh,44.67, ,44,99,155,130,123.33,96.67,55,77,143.5,157,152.33,136,177.67, ,80,327,17.5,35.67,43.33,53.33
Assam,42.15,32.54,36.3,88.96,160.37,114.96,115.81,92.37,47.41,70.81,208.57,149.48,136,136.7,146.45,114.84,59,246.52,13.44,29.96,37.59,42.76
Bihar,38.18,27.15,33.36,80.76,152.48,119.97,113.94,80.24,44.42,55.85,169.25,134.06,120.52,125.76,158.56,103.78,46.91,274.81,22.91,23.24,30.15,30.36
Chandigarh,40,32,34,95,179,130,125,98,44,62,190,148,120,129,135,105,55,253,28,24,32,35
Chhattisgarh,39.57,37.57,39.14,92.57,164.29,115.86,114.57,92,43.29,57.71,196.57,152,125.71,133.29,147.57,115.86,47.14,295.71,22.29,30.43,33.57,36.14
Delhi,40,29,31,97,177,147,127,90,44,56,209,148,130,128,139,104,58,243,26,30,47,32
DNH and DD,50,41.33,47.67,91.67,177,148,132.67,95.67,43.67,65,192.33,150.33,134,135,127.33,107.33,63.67,350,27.33,32.67,32.33,48.67
Goa,52.5,48,45.5,94.5,181,153.5,132.5,97,44,57.5,220.5,162.5,141.5,152.5,117.5,98.5,60,329,24.5,42.5,46,57.5
Gujarat,43.25,37.88,40.75,88.25,170.38,126.38,118.63,92.88,43.13,61.5,177,144.13,128.38,129,124.75,104.25,56.13,251.63,16.63,30.25,34.5,38.75
Haryana,43.25,30,34.25,77.5,128.75,107,107.75,96.25,43.75,60,177.75,137.75,127.5,127.25,153.75,106.25,48.75,231.25,25.5,20,33.5,24
Himachal Pradesh,40.75,22,33.42,88,167.25,135.25,116.75,89.5,47,52.17,219.5,162.25,138,129.4,143.5,118,48.67,270.33,27.5,31.33,40.75,29.17
Jammu and Kashmir,52,32,38,94.5,170,135.5,126.25,100.75,49.75,52.5, ,148.25,131.25,126.75,144.33,111,57.75,305.75,27.25,32.5,37,29.25
Jharkhand,39.53,31.5,35.11,81.32,157.79,120.26,111.89,82.53,45.78,59,178.23,139.16,124.68,126.17,151.4,104.41,49.72,285.89,24.5,26.33,31.78,30.61
Karnataka,60.06,43.59,47.63,94,167.22,141.47,127.63,107,42.88,50.94,180.59,163.22,120.47,136.19,120.5,97.66,52.59,291.16,20.53,37.03,35.06,44.22
Kerala,49.82,44.67,46.18,103.27,185.18,149.78,136.1,117.9,44.08,54.58,221.5,163.14,142.5, ,117.25,99.9,61.83,231.25,14.8,49.23,42.85,69.69
Madhya Pradesh,41.11,28.83,34.24,86.24,166.65,120.65,115.96,91.85,43.47,58.16,190.3,134.6,119.65,112.16,136.31,109.77,47.91,250.38,19.22,27.07,29.13,29.11
Maharashtra,51.68,38.42,42.58,90.95,176.53,135.37,127.79,96.37,43,59.84,182.79,158.17,127.95,111.79,120.89,102.44,55.42,298.63,23.47,37.89,35.16,46.05
Manipur,50,43,40,100,180,145,140,95,55, , ,150,140,140, ,140,85,220,25,40,45,35
Meghalaya,46.2,38.4,36.8,94.33,162.57,133.33,120.8,90,49.6,73.8, ,136.6,138.75,127.22,172,126,74.17,373.5,21.3,34.7,42.7,49.5
Mizoram,47.91,42.1,45.9,107.44,151.14,125.29,127.78,100,50.55,78,159.5,185.55,170.8,127.82,190.25,130.83,121.5,479.67,29.18,41.91,53,76.45
Nagaland,41.75,42.88,48,102.5,131.92,132.5,122.33,97.38,50.38,73.29,200,138.88,166,149.88,195,142.5,84,322.67,17.88,32.75,51.25,56.25
Odisha,39.56,37.63,40,84.44,163.22,126.11,111.44,83.56,45.33,52.67,180,139.33,113.13,119.5,114.89,95.78,50.78,295.63,26.56,28.22,34.56,42
Puducherry,64,45,40,91,177,137,120,90,43,48,195,146,142, ,110,98,48,298,26,45,36,28
Punjab,39.64,25.07,31.21,91.57,160.93,128.43,117.21,97.71,44.71,60.93,198.58,130.21,120.86,117.57,133.92,101.8,53.21,272.07,26.86,26,36.07,22.14
Rajasthan,40.74,29.29,32.97,76.35,128.74,111.42,104.48,90,42.58,52.18,182.14,147.26,122.19,134.54,155.87,110.33,44.23,297.38,20.36,25.17,33.7,33.3
Sikkim,53.25,35,39,87,136.25,124.5,123.75,97.5,48.75,64.25, ,161.5,117.25,137.5,160.25, ,58.75,426.75,19,37,51,44.75
Tamil Nadu,61.85,45.97,54.41,93.82,182.53,145.18,125.21,94.14,43.97,47.29,204.15,173.38,126.62, ,112.94,93.47,56,309.46,24.21,46.59,45.94,60.09
