 Department of Consumer Affairs&nbsp( Price Monitoring Division),,,,,,,,,,,,,,,,,,,,,,
Date  17/06/2024 ,Daily Retail Prices Of Essential Commodities,Unit: (₹/Kg.),,,,,,,,,,,,,,,,,,,,
States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
Average Price,44.58,31.01,36.19,88.11,161.57,127.34,119.09,94.33,44.9,59.79,186.43,138.06,125.29,121.49,123.1,100,54.67,275.67,22.61,31.32,36.53,39.72
Maximum Price,71,51,67,140,196,190,165,158,70,83,262,235,220,180,210,175,175,527,33,63,70,103
Minimum Price,25,22,27,60,87,85,85,70,38,39,118,101,91,100,104,83,35,160,9,12,14,11
Modal Price,40,27.5,35,90,180,120,120,100,44,60,186.67,130,120,130,125,100,50,200,28,30,40,35
Andaman and Nicobar,52, ,67,105,178,170,145,112,58,75,262,173,148, ,145,118,87,285,20,60,60,80
Andhra Pradesh,60.6,44.4,47.2,88,176.6,138.6,126,101.6,42.8,60.4,166.8,169.4,111,146.33,111.4,90.2,58.8,327,21.8,34.6,33.2,40.6
Arunachal pradesh,48,45,45.67,102.33,149.67,129.33,120,106.67,55,77,143.5,176.5,168.5,144,186.5, ,75,298.5,20,50,50,70
Assam,40,32.75,36.05,87.74,164.26,112.13,116.32,92,47.58,72.21,232.25,147.95,131.86,128.42,141.53,109,60.16,244.53,14.42,31.21,36.58,48.56
Bihar,37.44,26.81,32.19,83,155.63,122.44,115.63,80.69,44.5,57.25,175.33,134.06,120.31,123.69,158.93,102.46,48.5,271.63,22.69,24.69,31,28.69
Chandigarh,40,32,34,95,179,130,125,98,44,62,190,148,120,129,135,105,55,253,28,24,32,35
Chhattisgarh,39,38.75,38.75,87,157,116,119.25,89.5,43,59,188.25,141.75,122.75,129.25,151.25,113.5,48,222.25,23.25,32.5,36.25,42
Delhi,40,29,31,97,177,147,127,90,44,56,209,148,130,128,139,104,58,243,26,30,48,32
DNH and DD,50,41.33,47.67,91.67,177,148.67,131.67,95.33,43.67,65,192.67,150.33,134,135,127,107,63.67,350,27.33,32.67,32.33,50
Gujarat,44.75,40.75,43.75,90.5,171,132.5,126.75,95.75,43.25,61.75,177.75,144.75,133.5,134.25,131,114,55,245.5,16.5,32,32,35.5
Haryana,43.25,30,34.25,77.5,128.75,107,107.75,96.25,43.75,60,177.75,137.75,127.5,127.25,153.75,106.25,48.75,231.25,25.5,20,33.5,23.75
Himachal Pradesh,40.75,22,33.33,87.92,167.25,135.25,116.58,89.58,47.17,52.17,219.5,162.25,138,129.4,143.5,118,48.75,270.33,27.5,31.5,41.25,29.58
Jammu and Kashmir,36,30,36,90,140,120,120,100,50,49, ,145,137,133,148,140,48,367,28,30,37,45
Jharkhand,40.31,31.87,35.25,82.31,159.44,123.38,115.13,83.44,45.75,59.27,175.18,138.31,124.94,125.67,148.67,103.47,49.81,276.94,24.5,26.88,32.31,31.19
Karnataka,59.9,43.74,47.16,94.65,167.77,142.1,127.87,107.29,42.77,50.35,179.06,163.9,119.9,136.43,120.42,97.52,52.23,289.87,20.26,38.32,36.84,48.52
Madhya Pradesh,41.39,28.9,34.44,86.8,166.76,120.9,115.83,91.71,43.41,58.05,190.98,135.78,119.68,113.02,137.05,110.85,47.9,257.35,19.07,27.46,30.2,31.22
Maharashtra,51.89,38.47,42.26,91.05,176.47,135.68,128.11,96.42,43.21,59.95,182.68,158.17,128.05,112.05,121.11,102.56,55.58,298.68,23.47,38.26,35.74,49.05
Meghalaya,45.57,38.43,36.86,92.75,156,132.6,121.14,91.43,49.43,74.29, ,133,138,125.5,185.33,175,73.2,350,23.14,34.86,44.57,51.14
Mizoram,47.13,41.57,45,108.17,152.5,125,126.67,100.13,50.38,78.88,150,187.13,186.67,122.88,202.33,127.67,127,461.17,28.88,42.5,53.5,75.13
Nagaland,41.75,42.88,48,102.5,130.67,132.5,121.67,97.38,50.06,73.29,200,138.88,166,149.88,195,142.5,84,322.67,17.88,33.06,52.06,57.5
Odisha,39.5,37.11,39.5,85.4,164.8,127.2,111.2,82.7,45.7,52.6,165,140.2,111.33,115,114.9,95.7,51.5,275.56,26.5,28,35,44.6
Puducherry,65,45,40,91,177,137,120,90,43,48,195,146,142, ,110,98,48,298,26,45,36,28
Punjab,38.86,25.29,31.14,92.14,162.86,128.79,118.5,98.14,44.64,60.71,199.25,129.36,122,116.64,132.67,101.5,54.21,272.57,26.36,26.57,37.29,21.64
Rajasthan,38.22,30.33,32.33,73.67,130.78,114,106.44,89.22,41.56,51.44,169.89,138,121.11,135.44,151.63,111,43.44,284.22,19,22.33,32.33,33.33
Sikkim,54.67,35,40.33,86.67,145,129.33,121,96.67,48.33,64, ,164,113,139.33,164.33, ,58.33,409,18.67,37.67,55,56
Tamil Nadu,60.65,44.56,54.65,93.4,180.85,145.5,124.35,90.71,44.35,46.4,205.6,176.39,128.75, ,113.8,93.45,54.85,298.4,25.15,46.85,46.1,59.55
Telangana,50,38.33,49.33,81.67,162,131.33,115.33,94,40,60,157.67,155,106.67,103,111,97,55.33,290,19.33,26,37.33,42.67
Tripura,38.5, ,39,87,144.33,128,111.25,103.75,48,70.25, ,132.25,122.67,116,139.75,100.25,69.25,221.5,10,34.5,40.25,49.5
Uttar Pradesh,38.86,26.27,32.59,84.21,158.38,121.71,114.95,93.35,43.76,62.98,192.25,140.13,127.15,129.97,151.74,110.5,49.97,238.29,26.67,26.78,32.6,28.57
Uttarakhand,39.5,24.5,32.5,87,155,115.5,114.5,100.5,44.5,61,151,134,122,128.5,156.5, ,60.5,290,28,30,35,20.5
West Bengal,43.06,29.56,37.82,81.41,155.47,120.31,124.47,104.47,45.88,54.82,195.7,131.47,110.94,111.24,126.47,99.88,51.47,267.71,21.18,28.59,34.65,40.88
Source:-  State civil supplies Dept.,Note:- All India Consumption Weighted Average Prices of Oils w.e.f 23-Feb-2022 and Wheat and Atta w.e.f 25-Feb-2023 ,NR -&gt Not Reported  ,,,,,,,,,,,,,,,,,,,,
Developed by:-  National Informatics Centre(NIC),,,,,,,,,,,,,,,,,,,,,,

