 Department of Consumer Affairs&nbsp( Price Monitoring Division),,,,,,,,,,,,,,,,,,,,,,
Date  10/06/2024 ,Daily Retail Prices Of Essential Commodities,Unit: (₹/Kg.),,,,,,,,,,,,,,,,,,,,
States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
Madhya Pradesh,40.92,29,34.31,85.98,164.44,119.42,115.17,91.52,43.38,57.71,189.5,135.29,120.71,112.6,136.51,110.39,47.73,252.63,19.6,25.85,27.42,28.44
Maharashtra,51.63,38.58,42.37,90.32,175.84,134.79,127.05,96.42,42.84,59.58,182.16,157.78,127.84,111.47,121.32,102.31,55.05,298.68,23.32,37.32,33.42,42.21
Manipur,50,45,40,100,180,145,140,95,55, , ,150,140,140, ,140,85,220,25,40,45,35
Meghalaya,45.6,38.4,37,92.17,163,135,121.1,89.8,49.5,73.8, ,134.8,138.5,127.1,172,126,73.83,371.2,21.3,34.7,40,44.2
Mizoram,48.18,42,45.9,107.44,150.71,125.86,128.11,99.55,50.27,78,159.5,185.55,170.8,128,183.67,130.83,119.63,479.67,29.18,40.27,53.36,75.91
Nagaland,41.64,42.17,48.79,106,131.3,135.83,121.15,98.21,50.71,73.25, ,136.93,157.5,147.36,190,120,84.44,329.23,17.93,33.57,50.71,52.86
Odisha,38.23,37.69,40,83.86,162.59,122.59,112.68,83.32,44.86,53,161.25,140.27,115.95,125.17,117.36,95.82,50.57,278.94,25.86,26.5,34.91,40.77
Puducherry,64,45,40,91,173,136,120,90,43,48,193,146,141, ,110,98,48,297,26,43,36,28
Punjab,39.14,25.14,30.86,89.79,160.64,127.07,117.43,99,44.85,59.69,197.82,126.77,121.31,117.69,131.45,101.33,54.08,271.31,26.62,25.62,31.46,22.23
Rajasthan,40.85,29.3,33.22,76.81,129.41,111.48,104.44,91.07,42.96,52.35,180.69,149.54,125.44,135.36,157.05,116.25,45.08,296.64,20.61,25.46,32.08,32.77
Sikkim,54.2,35.2,38.4,85,133,126.6,124,101,49,63.4, ,166.6,127.2,137.5,170.2, ,59.2,410,18.6,36.4,47,42
Tamil Nadu,61.97,45.84,54.13,93.13,180.84,144.56,124.88,94.11,44.03,47.56,204.06,173.43,126.78, ,112.59,92.97,56.19,309.08,24.52,46.22,40.63,50.44
Telangana,54.3,42.7,45.9,80.11,164.8,129.3,119.3,93.3,41.3,66.3,163.4,165.6,121.2,150.5,115.9,97.7,57.1,301.9,20.4,31.5,27.1,33.8
Tripura,38.25, ,39,87,144.33,128,111.25,103.75,48,70.25, ,132.25,122.67,116,139.75,100.25,69.25,221.5,10,34.5,38,43.25
Uttar Pradesh,38.68,26.07,32.32,82.47,155.6,119.76,114.56,93.6,43.72,62.78,188.97,139.47,128.01,130.64,152.47,110.7,48.93,239.63,26.63,25.23,29.5,27.23
Uttarakhand,38,26.75,33.25,89.25,145.75,114.75,113.25,99.25,43,60.5,153.5,139.5,130.5,132.25,148,117,56.5,264.25,28.25,29,27,24
West Bengal,44.09,30.1,37.74,84.48,155.78,124.09,129.7,106.3,46.09,54.5,198.82,132.22,113.48,113.13,127.39,100.1,51.59,272.64,22.14,28.35,33.39,38.48
Source:-  State civil supplies Dept.,Note:- All India Consumption Weighted Average Prices of Oils w.e.f 23-Feb-2022 and Wheat and Atta w.e.f 25-Feb-2023 ,NR -&gt Not Reported  ,,,,,,,,,,,,,,,,,,,,
Developed by:-  National Informatics Centre(NIC),,,,,,,,,,,,,,,,,,,,,,

