 Department of Consumer Affairs&nbsp( Price Monitoring Division),,,,,,,,,,,,,,,,,,,,,,
Date  02/06/2024 ,Daily Retail Prices Of Essential Commodities,Unit: (₹/Kg.),,,,,,,,,,,,,,,,,,,,
States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
Rajasthan,38,29.43,31.57,75.29,133.57,113.57,105.43,85.43,41.43,51.14,163,134.43,117.57,130.57,139.5,111,42.86,283.43,17.43,20.57,30.57,31.86
Sikkim,60,36,36,80,135,135,130,110,50,60, ,187,167, ,210, ,66,343,17,35,50,45
Tamil Nadu,62.4,45.5,56.3,91.4,178.95,143.45,125.2,91.38,44.58,49.05,201.32,179.28,126.79, ,113.16,93.47,56.84,307.42,24.26,46,35.95,40.05
Telangana,50,38.67,50,81.67,162.67,132,115.67,93.33,40.67,60,158.33,156,107,105,112,97.67,55.67,294.67,19.5,21.67,24.33,29
Uttar Pradesh,38.67,25.8,32.07,82.33,154.64,120.07,113.51,93.89,43.76,62.07,189.33,137.33,127.29,130.09,153.06,111.27,48.62,233.85,26.6,24.27,28.09,27.78
Uttarakhand,34,24,35,80,160,112,120,110,42,50,150,127,120,125,165, ,50,280,28,20,30,20
West Bengal,42.77,28.83,38,81.46,152.46,121.17,125.62,106.23,45.54,56,197.57,130.31,108.77,111.46,128.08,100.85,52.69,261,21.69,28.31,29.77,35.23
Source:-  State civil supplies Dept.,Note:- All India Consumption Weighted Average Prices of Oils w.e.f 23-Feb-2022 and Wheat and Atta w.e.f 25-Feb-2023 ,NR -&gt Not Reported  ,,,,,,,,,,,,,,,,,,,,
Developed by:-  National Informatics Centre(NIC),,,,,,,,,,,,,,,,,,,,,,

