 Department of Consumer Affairs&nbsp( Price Monitoring Division),,,,,,,,,,,,,,,,,,,,,,
Date  30/06/2024 ,Daily Retail Prices Of Essential Commodities,Unit: (₹/Kg.),,,,,,,,,,,,,,,,,,,,
States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
Average Price,44.96,31.19,36.38,88.08,165.78,127.61,118.77,94.36,44.41,58.35,186.68,139.43,124.85,120.84,122.46,100.01,52.85,272.59,23.14,33.71,40.59,50.82
Maximum Price,73,52,65,140,197,175,166,158,60,80,253,235,220,171,210,168,175,559,31,63,70,99
Minimum Price,25,22,27,60,95,85,87,74,38,40,118,110,94,99,104,79,35,160,9,12,20,18
Modal Price,40,26.5,35,90,170,130,120,90,45,60,170,140,125,122,125,95,50,220,28,30,40,50
Andhra Pradesh,59,44.67,46,91.67,178,140.33,127.67,96.33,43,62.33,163.67,158.33,110.33,123,109.67,91,60.67,333.33,22.33,38,40.33,55.67
Arunachal pradesh,48,45,45.67,102.33,155,127.33,120,106.67,55,77,143.5,176.5,168.5,144,186.5, ,77.5,298.5,20,50,50,80
Assam,40.43,32.4,36.57,88.07,167.14,112.36,117.29,93.71,47.43,72.5,233,148.07,134.11,130,145.2,106,60.71,255.93,15.07,32.5,40.86,63.86
Bihar,37.59,27.53,32.76,83.41,156.65,124.53,115.47,80.12,44.76,56.88,177.25,135.53,121.53,123.88,159.33,101.21,47.88,286.76,22.88,25.71,36.88,43.82
Chandigarh,40,32,34,95,179,130,125,98,44,62,190,148,120,129,135,105,55,253,28,30,40,43
Chhattisgarh,42,40.25,40,91.25,159.5,123,120.5,89.75,45,61.67,203.33,143,119.67,114.67,124.67,101,53.33,350,22.67,36.33,39.33,71.33
Delhi,40,29,32,97,177,143,127,90,44,56,209,148,129,128,141,104,58,243,26,33,50,40
DNH and DD,49,41.33,47.33,91.33,177.33,149,131,95.33,43.67,65,191.67,153.33,134.67,135,127.33,107.67,63.67,350,27.33,36,39.33,69.33
Gujarat,51.5,42,45.5,87,173,134.5,130,102.5,43,62.5,182.5,145,134,137.5,136,122,49.5,262.5,15.5,40,43,43.5
Haryana,40,27.33,31.67,76.33,145.67,109,104.33,82.33,45.67,60.67,187,138.33,116.67,119.67,134,96,47.67,229,24,22.33,32.67,29.67
Himachal Pradesh,41.08,22,33,90.58,170,136.17,117,90,46.83,52.17,216.25,164,138.58,130.2,140.5,115.5,49,270.75,27.67,33,45.83,36.42
Jammu and Kashmir,43,39,45,102,157,143,140,100,50,45, ,150,130,130,167, ,58,303,28,40,45,37
Jharkhand,40.64,32.7,35.55,88.18,163.64,118.09,114.82,84.64,45.5,59.33,190.57,142.73,126.09,127.1,148.44,109.36,52.5,278.8,25.1,30.64,38.73,50.09
Karnataka,59.87,43.57,47.8,95.53,170.77,142.67,127.53,108.37,42.93,50.8,178.57,163.5,120.27,136.31,121.03,97.3,52.23,286.37,19.97,39.5,40.77,59.67
