 Department of Consumer Affairs&nbsp( Price Monitoring Division),,,,,,,,,,,,,,,,,,,,,,
Date  28/06/2024 ,Daily Retail Prices Of Essential Commodities,Unit: (₹/Kg.),,,,,,,,,,,,,,,,,,,,
States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
Meghalaya,46.2,38.5,36.8,95,164.29,132,121,89.9,49.4,73.6, ,135,138,125.7,172,126,73.83,374.2,21.3,35.9,46.4,59.8
Mizoram,47.7,42,46.11,105.75,154.5,127.83,128.75,100.3,50.6,78.8,159.5,182.7,178.5,123.7,190.25,129.4,122.75,470.88,29.1,44.1,55.8,78.8
Nagaland,41.75,42.88,48,102.5,131.5,131.88,121.67,97.69,50.06,73.29,200,138.88,166,149.88,195,142.5,84,322.67,17.88,33.69,59.38,74.06
Odisha,38.92,38.39,39.61,84,165.08,123.67,111.96,81.96,44.91,52.78,184.4,142.21,113,133.38,115.46,95.5,51.13,292.22,26.04,32.63,39.17,61.79
Puducherry,65,45,40,93,182,140,125,92,46,48,203,146,142, ,110,101,48,298,26,50,47,41
Punjab,39.8,25.13,31.33,91.93,160.27,127.93,118.13,99.67,44.93,61.21,202.15,129.8,123.13,117.2,135.23,102.27,54.07,281.71,26.27,29.93,43.6,33.93
Rajasthan,41.89,29.48,32.63,76.31,128.07,112.44,104.3,89.59,42.11,52,181.77,146.46,121.81,134.26,156.16,108.75,44.08,302.04,20,25.78,36.3,37
Sikkim,53.6,35.2,38.4,86,145,126.6,125,100,49,63.4, ,167.8,128.4,138.75,177, ,60.2,408.6,18.6,36.6,56,71.8
Tamil Nadu,62.1,46.19,55.57,95,182.13,145.47,124.37,94.15,44.13,48.07,207.1,173.79,126.14, ,113.53,93.87,56.17,276.47,23.97,48.37,45.93,56.4
Telangana,53.7,42.1,45.4,80.11,166.2,130,119.6,93.2,41.4,64.44,162,163.8,122,149.5,115.3,96.8,56.67,304.33,19.67,35,45.9,67.3
Tripura,38.5, ,39,89,150.67,128,111.25,103.5,48,71.25, ,132.25,122.67,116,139.75,100.25,69.25,221.5,10,34.25,46.75,59
Uttar Pradesh,39.07,26.47,32.77,84.52,160.32,121.67,115.17,94.09,43.97,63.07,190.01,140.32,127.76,129.69,152.56,110.34,50.12,239.27,26.65,29.11,39.03,38.79
Uttarakhand,37.75,26.5,34.25,90.5,145.75,115.5,114,99.75,43,60.75,154.75,139.25,130.5,131.75,147.75,116.5,56.75,264,28,30,37.5,29.75
West Bengal,45,29.78,37.91,84.86,157.59,123.91,130,107.23,46.14,54.77,198.2,133.32,114.09,113.91,127.86,100.3,52.23,275.45,21.86,30.45,39.23,59.45
Source:-  State civil supplies Dept.,Note:- All India Consumption Weighted Average Prices of Oils w.e.f 23-Feb-2022 and Wheat and Atta w.e.f 25-Feb-2023 ,NR -&gt Not Reported  ,,,,,,,,,,,,,,,,,,,,
Developed by:-  National Informatics Centre(NIC),,,,,,,,,,,,,,,,,,,,,,

