 Department of Consumer Affairs&nbsp( Price Monitoring Division),,,,,,,,,,,,,,,,,,,,,,
Date  18/06/2024 ,Daily Retail Prices Of Essential Commodities,Unit: (₹/Kg.),,,,,,,,,,,,,,,,,,,,
States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
Average Price,45.01,30.95,36.12,88.04,161.49,126.77,119.06,94.15,44.84,59.41,188.59,139.32,126.9,123.58,123.11,100.24,54.56,280.98,22.53,32.07,37.3,43.28
Maximum Price,74,53,70,153,207,190,180,163,70,83,262,235,220,180,210,175,175,560,31,73,70,103
Minimum Price,25,22,27,60,97,80,85,70,37,39,118,101,93,99,103,82,36,160,9,12,14,12
Modal Price,40,28,32,90,160,120,120,100,44,60,170,130,120,130,115,100,50,300,28,30,40,40
Andaman and Nicobar,48, ,68,95.67,172.67,156.67,137.33,102,55.67,73,232.5,171.67,167, ,128.67,114,76.33,316,20.67,60,56.67,89.33
Andhra Pradesh,60.6,44.4,47.4,88,176.8,138,125.8,101.6,42.8,60.4,166.8,167.2,111,146.33,111.4,90.2,58.6,327,21.8,36.6,37.6,49
Arunachal pradesh,50,45,46,103.33,158,136,123.33,103.33,55,77,167,140.5,128.5,131.5,161.5, ,80,327,17.5,42.5,45,60
Assam,42.42,32.75,36.54,89.65,162.19,114.68,116.23,92.62,47.58,71.31,214.8,149.15,136.1,136.69,146.05,113.76,59.69,254.54,13.5,30.92,37.46,46
Bihar,37.97,27.19,33.29,81.68,154.52,120.58,114.16,80.42,44.38,56.07,175.93,135.23,122.1,126.23,162.96,103.85,47.21,278.61,23.62,23.93,31.37,31.33
Chandigarh,40,32,34,95,179,130,125,98,44,62,190,148,120,129,135,105,55,253,28,24,32,35
Chhattisgarh,42.29,39.29,40.57,95.57,165.29,117.14,113.71,96,43.57,55.43,204.43,152.86,133.14,130.57,138.57,114.29,48.57,313.57,22.71,31.14,37.29,36.14
Delhi,40,29,31,97,177,147,127,90,44,56,209,148,130,128,139,104,58,243,26,30,48,32
DNH and DD,50,41.33,47.67,91.67,177,148.67,131.67,95.33,43.67,65,192.67,150.33,134,135,127,107,63.67,350,27.33,33.33,33.33,51.67
Goa,52.5,48,45.5,94.5,182.5,153.5,133.5,96.5,44,57.5,220.5,162.5,143,156.5,118.5,98,60,329,24.5,42,44,56
Gujarat,42.33,38.5,41.67,90.17,169.67,125.17,118.17,93,43.17,59.67,176.83,148,135,133.17,127.33,104.67,58.5,257,17.67,33,33.67,37.5
Haryana,44,30.25,34.5,78.25,129.75,108.25,109.25,97,44.5,60.25,180.75,137,127.25,126.5,152.75,105.5,49.25,229.25,25.25,20.75,33.75,24.25
Himachal Pradesh,40.83,22,33.42,88.25,167.75,135.25,116.58,89.58,47.08,52.17,219.75,162.17,138,129.4,143.5,118,48.67,270.33,27.5,31.75,41.25,29.58
Jammu and Kashmir,36,30,36,90,140,120,120,100,50,49, ,145,136,135,153, ,48,367,28,30,38,45
Jharkhand,39.53,31.5,35,82.21,158.47,121.05,113.16,82.32,45.65,59.06,176.92,139.79,124.42,126.11,151.13,104.24,49.82,287,24.12,27.42,33.32,34.32
Karnataka,60.33,43.43,47.57,93.7,169.83,141.93,127.93,106.97,42.86,51.75,181.57,162.93,121.47,135.62,120.27,97.13,52.43,285.57,20.64,38.38,36.93,51.52
Kerala,50.69,44.85,46.08,103.42,189.1,150.44,137.7,111.4,44.36,54.21,221,163.14,145, ,117.69,99.36,62.79,234.21,14.91,50.14,42.43,75.86
Madhya Pradesh,41.32,28.94,34.23,86.57,165.15,120.15,115.72,91.85,43.51,58.02,189.64,135.72,120.21,112.57,136.67,110.09,48.11,254.3,19.47,27.81,30.96,32.79
Maharashtra,51.95,38.63,42.37,90.89,176.47,135.63,127.74,96.37,43.16,59.95,182.63,158.17,128.05,112.16,121.26,102.56,55.53,299.05,23.47,38.63,37.21,54.11
Meghalaya,46,38.4,36.9,94.33,162.14,133.33,120.8,89.8,49.5,73.8, ,136.6,138,126.2,172,126,73.83,373.4,21.3,34.9,43,48.8
Mizoram,47.91,42.1,45.9,107.44,151.14,125.29,127.78,100.27,50.55,78,159.5,185.55,170.8,127.82,190.25,130.83,121.5,479.67,29.18,42.36,53,77.18
Nagaland,41.75,42.88,48,102.5,130.67,132.5,121.67,97.38,50.06,73.29,200,138.88,166,149.88,195,142.5,84,322.67,17.88,33.06,52.19,57.19
Odisha,39.05,36.44,39.71,83.71,161.95,121.57,113.1,82.76,44.6,52.26,171.67,142.57,117.7,131.38,116.86,94.67,50.45,283.47,26.05,27.52,37.62,48.33
Puducherry,65,45,40,91,177,137,120,90,43,48,195,146,142, ,110,100,48,298,26,45,36,28
Punjab,39.4,25.27,31.2,91.53,159.8,127.87,117.73,98.6,44.73,60.8,199.23,129.33,121.87,117,135.92,102.64,53.93,270.27,26.33,26.47,37.47,23.47
Rajasthan,42.35,29.6,33.4,75.35,129.55,113.1,106.15,91.5,42.3,52.68,181.7,144.63,125.24,134.56,157.4,107.33,43.5,308.84,20.94,24.47,34.53,33.37
Sikkim,54.67,35,40.33,86.67,145,129.33,121,96.67,48.33,64, ,164,113,139.33,164.33, ,58.33,409,18.67,37.67,55,60
Tamil Nadu,61.81,44.97,53.69,93.72,182,145.09,125.03,93.79,44.09,47.19,204.56,174.13,127.38, ,113.19,93.47,56.16,309,24.16,47.94,45.53,65.84
Telangana,54.4,42.6,45.9,80,165.5,129,119.5,93.3,41.3,66.3,164.4,166.5,121.3,150.5,116,97.7,57.1,305.1,20.4,35,39.7,50.7
Tripura,38.5, ,39,87,146,128,110.25,102.75,48,70.25, ,132.25,122.67,116,139.75,100.25,69.25,221.5,10.25,34.5,40.25,49.5
Uttar Pradesh,38.81,26.14,32.47,83.33,157.67,120.56,114.77,93.8,43.76,62.89,189.19,140.08,127.92,130.66,152.86,110.74,49.5,239.16,26.66,26.43,32.84,30.65
Uttarakhand,38,27.33,33,91.67,142.33,113,109.33,99,43,59.67,149,138.33,130.67,133.33,152.33,143,57.33,278,28,28.67,32.33,23.33
West Bengal,44.73,30.1,37.5,84.86,155.5,124.43,130.55,106.59,46,54.18,198.82,133.45,114.18,113.36,127.41,100.3,52.14,276.05,22.68,29.18,35.77,44.5
