 Department of Consumer Affairs&nbsp( Price Monitoring Division),,,,,,,,,,,,,,,,,,,,,,
Date  21/06/2024 ,Daily Retail Prices Of Essential Commodities,Unit: (₹/Kg.),,,,,,,,,,,,,,,,,,,,
States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
Maharashtra,52.58,38.95,42.84,91.63,178.32,136.58,127.79,97,43.11,59.84,183,158.5,128.84,112.05,122.11,102.88,55.42,301.42,23.63,39.84,39.42,62.11
Manipur,50,43,40,100,180,145,140,95,55, , , , , , , ,85,220,25,40,45,35
Meghalaya,46,38.22,36.78,94.2,160,131.67,121.11,89.78,49.33,74.22, ,133.44,138.5,123.56,172,139,73.83,364.22,22.11,34.89,45.33,52.78
Mizoram,47.91,42.1,45.9,107.44,151.14,125.29,127.78,100.27,50.55,77.82,159.5,185.55,170.8,127.82,190.25,130.83,121.5,478.89,29.18,42.91,52.82,78.45
Nagaland,41.75,42.88,48,102.5,130.25,133.13,121.67,97.38,50.06,73.29,200,138.56,166,149.88,195,142.5,84,322.67,17.88,33.6,53.67,64.67
Odisha,38.5,37.71,40.19,84.09,164.09,121.73,112.82,82.82,44.86,52.05,182.17,143.86,115.86,129.4,117.18,96.55,51,267.33,25.86,29.36,39.91,52.82
Puducherry,65,45,40,91,178,138,121,90,43,48,203,146,142, ,110,100,48,298,26,46,41,31
Punjab,38.71,25.21,31.14,92,163.14,128.93,118.5,97.79,44.57,60.64,199.08,130.07,122.43,117.21,133,101.2,54.43,280.43,26.43,27.57,38.64,25.79
Rajasthan,41.64,29.52,32.76,77.32,130.72,112.52,105.28,90.48,42.59,53.05,182.83,146.54,123.91,133.57,159.29,115.5,45.45,301.57,20.95,26.79,33.13,35.42
Sikkim,54.6,35.2,38.4,86,136.6,126.6,125,100,49,63.4, ,167.8,128.4,138.75,173, ,60.2,410,18.8,36.6,53,57.4
Tamil Nadu,61.97,45.73,54.78,94.13,182.41,145.06,125.03,94.21,44.03,47.59,204.42,172.93,127.9, ,113.06,93.23,56.34,302.18,24.59,47.75,46.5,74.66
Telangana,54.2,42.2,45.7,80.22,165.5,130.5,120,93.8,41.4,66.3,163.9,166.5,121.2,150.5,115.3,98.2,57,304.9,20.3,35.1,44.1,66.6
Tripura,38.5, ,39,87,146.33,128,110.25,102.75,48,70.25, ,132.25,122.67,116,139.75,100.25,69.25,221.5,10,34.5,42,52.75
Uttar Pradesh,38.92,26.24,32.6,83.93,158.71,121.08,115.08,93.91,43.8,62.86,189.62,140.27,127.96,130.51,152.86,110.49,49.73,239.03,26.65,27.4,35.25,34.36
Uttarakhand,38,26.5,33.5,90.25,145.75,115.25,113.25,99.5,42.75,60.5,154.75,139,130.75,131,147,116.5,56.75,264,28,29.75,33.5,27.5
West Bengal,44.91,30.2,37.5,85,155.36,124.48,130.68,106.73,46,54.27,198.27,133.64,114.36,113.45,127.64,100.3,52.23,276.18,22.73,29.59,36.55,51.09
Source:-  State civil supplies Dept.,Note:- All India Consumption Weighted Average Prices of Oils w.e.f 23-Feb-2022 and Wheat and Atta w.e.f 25-Feb-2023 ,NR -&gt Not Reported  ,,,,,,,,,,,,,,,,,,,,
Developed by:-  National Informatics Centre(NIC),,,,,,,,,,,,,,,,,,,,,,

