 Department of Consumer Affairs&nbsp( Price Monitoring Division),,,,,,,,,,,,,,,,,,,,,,
Date  27/06/2024 ,Daily Retail Prices Of Essential Commodities,Unit: (₹/Kg.),,,,,,,,,,,,,,,,,,,,
States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
Average Price,44.92,31.01,36.04,88.27,161.94,126.64,118.77,93.97,44.85,59.06,188.05,140.16,126.5,124.07,123.39,100.31,54.5,281.69,22.43,33.58,40.97,51.87
Maximum Price,74,52,70,153,207,190,180,169,70,83,262,235,220,180,210,175,175,560,33,65,90,120
Minimum Price,25,22,27,60,87,80,85,71,36,40,118,107,94,99,104,82,35,160,9,12,19,18
Modal Price,40,28,35,90,170,120,120,100,44,60,170,140,120,130,115,100,50,300,28,30,40,40
Andaman and Nicobar,48.67, ,68,95,172.67,155,136.67,100.33,55.67,73.67,232.5,175,164.33, ,128.67,114,78.33,308.67,21.33,61.67,56.67,109
Andhra Pradesh,60.6,43.8,47.4,88,176.8,138,125.8,101.6,42.8,60.4,166.8,167,111.2,147.33,111.4,90.2,58.6,317,21.8,37,41,56.4
Arunachal pradesh,46,45,44.25,101.75,157.75,131,122.5,105,53.33,76,143.5,157.67,165,139.33,181, ,76,298.5,18.33,38.33,46.67,66.67
Assam,42.93,32.87,36.39,89.43,161.43,115.5,116.11,92.46,47.39,71.54,209.29,151.18,136.05,137.07,147.09,114.95,59.5,252.57,13.39,31.86,42.39,53.96
Bihar,38.14,27.3,33.27,82,154.54,120.65,114.75,80.27,44.36,56.03,183.87,136.46,122.84,126.41,157.79,104.07,47.42,285.31,23.47,24.89,34.33,37.33
Chandigarh,40,32,34,95,179,130,125,98,44,62,190,148,120,129,135,105,55,253,28,28,40,43
