 Department of Consumer Affairs&nbsp( Price Monitoring Division),,,,,,,,,,,,,,,,,,,,,,
Date  27/06/2024 ,Daily Retail Prices Of Essential Commodities,Unit: (₹/Kg.),,,,,,,,,,,,,,,,,,,,
States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
Chhattisgarh,40.25,37,38.88,93,159.63,115.25,114.5,92.5,43.25,59.63,194.5,154.75,124.13,131.5,143.63,115,47.75,286.38,23.13,34.63,40.63,56.13
Delhi,40,29,32,97,177,143,127,90,44,56,209,148,129,128,141,104,58,243,26,33,50,40
DNH and DD,49,41.33,47.33,91.33,177,149,131,95.33,43.67,65,191.67,153.33,134.67,135,127.33,107.67,63.67,350,27.33,35.67,39,68
Goa,52.5,48,46.5,95.5,188.5,154,134,97,44,57.5,220,161,143,154,117.5,98,60.5,329,24.5,42,44,62.5
Gujarat,43.13,38,39.88,88.25,171.13,127.63,119.13,93.38,43.13,61.5,177,143.25,127.25,128.88,125,104.75,56,251.5,16.38,33.75,40,54.5
Haryana,39.5,29.25,31.75,78.5,143.5,108.5,107.5,86.5,45.5,60.75,179.75,138.75,120.5,118.5,140,95.75,49.25,225.5,24.75,23.75,38.5,30.5
Himachal Pradesh,41.08,22,33.17,90.67,170.08,136.17,117.17,90.17,46.83,52.17,216.25,163.83,138.67,130.2,140.5,115.5,48.92,270.75,27.67,33.08,45.67,36
Jammu and Kashmir,49.2,30.25,36.2,93,158.8,129,124.6,100.4,51.2,51.8, ,153.4,133.4,129.6,143.5,120.33,55.8,305.8,27.5,33,41.4,40
Jharkhand,39.95,31.72,35.26,85.79,160.68,120.84,113.84,82.84,45.71,59.19,180.38,141.5,125.28,125.88,151.63,106.47,51.47,288.53,24.75,29.78,36.17,54.5
Karnataka,59.87,43.55,48.19,95.26,170.39,142.42,127.65,108,43.03,51.06,180.03,162.39,120.9,135.43,121.19,97.29,52.68,285.26,20.26,39.61,41,63.61
Kerala,50.31,44.85,45.69,103.83,190.45,150.36,137.09,113.92,44.14,54.21,222.8,163.71,145.77,129,117.85,99.45,62.93,233.69,14.92,49.14,42.57,68.86
Madhya Pradesh,41.21,29.29,34.46,85.94,165.58,119.56,115.67,91.63,43.46,57.52,189.88,136.35,120.35,112.67,135.26,110.39,48.33,254.78,19.49,31.27,35.94,47.83
Maharashtra,53.47,39,42.89,92.05,179,136.26,127.26,96.58,43.11,59.95,183.16,159.33,129.63,112.32,122.58,102.81,55.63,302.79,23.63,41.47,40.05,65.32
Meghalaya,46.2,38.3,36.6,95,164.29,132,121,89.6,49.4,73.6, ,135,138,125.7,172,126,73.83,374.2,21.3,35.9,46,57.7
Mizoram,47.91,42.5,45.9,107.44,151.14,125.29,127.78,100.27,50.55,77.82,159.5,185.55,170.8,126.91,190.25,130.83,122.75,478.56,29.18,43.45,55.27,79.55
Nagaland,41.53,42.88,48.33,100.91,133.18,134.29,121.79,97.53,50.07,73.69,200,137.47,157.5,148.2,195,142.5,84,325,18.07,33.6,56.67,72.33
Odisha,38.65,37.1,40.16,84.04,164.69,123.31,112.58,82.35,44.54,52.56,171.17,142.69,114.24,125.8,116.19,94.77,51.04,283.38,25.81,31.64,40.44,62.44
Puducherry,65,45,40,93,182,140,125,92,43,48,203,146,142, ,110,101,48,298,26,50,44,37
Punjab,39.8,25.2,31.13,91.8,160.2,128.07,117.93,99.2,44.64,61.21,202.15,129.67,122.47,116.8,135.23,102.64,54,280.29,26.5,29.4,43.6,34.4
Rajasthan,41.27,29.43,32.77,75.62,126.33,110.52,102.86,89.63,42.14,51.92,182.82,147.74,121.92,136.54,157.17,120,43.93,303.19,19.81,25.55,35,35.52
Sikkim,53.2,35.2,38.4,86,145,126.6,125,100,49,63.4, ,167.8,128.4,138.75,177, ,60.2,408.6,18.6,36.6,56,71.8
Tamil Nadu,61.79,45.09,54.26,94.5,182.79,144.71,124.79,94.26,44.09,46.85,203.94,173.19,126.88, ,113.62,93.59,56.09,312.52,24.44,47.71,45.85,59.76
Telangana,53.8,42.1,45.5,80.44,166,130,119.6,93,41.56,64.89,162.5,163.7,122,149.5,115.7,97.7,56.67,304.33,19.67,35.78,46.89,69.11
Tripura,38.5, ,39,87.33,148.33,128,111.25,103.5,48,71.25, ,132.25,122.67,116,139.75,100.25,69.25,221.5,10,34.25,46.75,57.75
Uttar Pradesh,38.97,26.45,32.75,84.41,160.08,121.56,115.25,94.01,43.87,63.03,190.31,140.31,127.79,130,152.47,110.22,49.88,239.45,26.72,28.88,38.72,38.11
Uttarakhand,37.5,26.5,34,90.5,145.75,115.5,114,99.75,42.75,60.5,154.5,139,130.25,131.75,147.75,116.5,56.75,263.75,28,30.5,37.5,30
West Bengal,45.05,30.13,37.67,85.38,157.71,124.38,130.95,107.33,46.29,54.62,198.2,132.95,114.76,113.57,127.1,99.32,51.81,273,21.9,30.43,39.95,58.48
Source:-  State civil supplies Dept.,Note:- All India Consumption Weighted Average Prices of Oils w.e.f 23-Feb-2022 and Wheat and Atta w.e.f 25-Feb-2023 ,NR -&gt Not Reported  ,,,,,,,,,,,,,,,,,,,,
Developed by:-  National Informatics Centre(NIC),,,,,,,,,,,,,,,,,,,,,,

