 Department of Consumer Affairs&nbsp( Price Monitoring Division),,,,,,,,,,,,,,,,,,,,,,
Date  23/06/2024 ,Daily Retail Prices Of Essential Commodities,Unit: (₹/Kg.),,,,,,,,,,,,,,,,,,,,
States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
Average Price,44.87,31,36.28,87.73,164.73,127.03,118.83,94.2,44.41,58.55,186.92,138.63,124.48,120.44,121.96,99.68,52.35,270.82,22.8,32.2,37.97,47.65
Maximum Price,70,52,65,140,197,176,165,148,60,80,253,235,220,175,210,168,100,559,30,63,70,100
Minimum Price,25,22,28,60,87,85,90,72,38,39,118,106,91,99,104,82,36,160,9,12,16,16
Modal Price,40,26,33.5,90,167.5,120,120,90,44,60,200,130,122.5,120,125,98,50,260,28,30,40,40
Andhra Pradesh,58.67,45.33,45.67,91.67,178,138,126.33,94.67,43.33,62.33,163.67,156,112.5, ,110,91,59.67,288.5,22,37,40,66.67
Arunachal pradesh,46,45,44.25,101.75,154.5,132,122.5,105,53.33,76,143.5,157.67,155.33,139.33,181, ,76,298.5,18.33,40,46.67,61.67
Assam,41.71,33,35.94,87.35,165.47,112.46,116.12,93.35,47.35,72.12,233,147.76,133.82,134,148.38,106.1,59.88,256.76,14.59,31.18,40,52.82
Bihar,37.47,27.24,33,83.06,155.59,123.94,115.24,80.71,44.71,56.53,170.86,135.82,119.18,123.59,154.71,101.93,47.88,276.29,23.06,25,32.12,31.06
Chandigarh,40,32,34,95,179,130,125,98,44,62,190,148,120,129,135,105,55,253,28,24,38,35
Chhattisgarh,40,37,39.8,90.2,157.2,114.8,111,84.8,44.2,61.8,200.2,138.4,110.4,119.6,136.2,102.4,49.6,319.8,23.6,37,39.4,53.8
Delhi,40,29,32,100,180,150,130,90,45,56,212,151,132,129,143,104,60,245,26,30,50,35
DNH and DD,50,41.33,47.33,91.67,177.33,148.67,131.33,95.33,43.67,65,192.67,150.33,134,135,126.67,107,63.67,350,27.33,34.67,38.67,62
Gujarat,43,37.5,40.5,86,171.25,131,124.5,96.25,43.25,63.75,182.5,140.75,120,129.75,127.25,108.25,50.5,244.25,15.5,29,41,49.25
Haryana,40,27.33,31.67,76.67,143.33,108.67,105,83.67,45,60,187,138.33,118.33,119.67,134,95.67,47.67,230,23.33,22.33,30,24
Himachal Pradesh,41,22,32.7,88.3,168.4,134.5,115.3,89.5,46.4,51.1,223,162,137.4,129,143.5,118,48.2,279.6,27.4,31.8,41.8,34
Jammu and Kashmir,39,34.5,36,95,148.5,131.5,130,100,50,47, ,147.5,134.5,133,160,140,53,333.5,28,35,38.5,46
Jharkhand,40.6,31.56,35.6,85.8,162.9,119.4,114.4,84,45.5,59,190.17,140.1,122.6,125.44,154.43,105.11,49.8,288.9,23.78,28.5,34.4,46.2
Karnataka,60.03,43.7,47.27,95.1,169.4,141.73,126.4,105.83,42.9,50.53,180.1,162.9,119.69,135.68,119.48,97.14,52.34,285.93,19.9,39.77,40,63.5
Madhya Pradesh,40.95,29.29,34.46,85.56,166.71,119.41,115.54,92.05,43.51,57.42,190.8,134.68,119.49,112,135.05,110.71,48.12,251.37,19.73,29.24,32.41,39.05
Maharashtra,52.79,38.84,42.84,92.16,178.47,136.63,127.79,97.37,43.11,59.84,182.95,158.72,129.16,112.21,122.42,102.94,55.37,301.63,23.63,39.95,39.47,64.16
Meghalaya,44.33,37.33,35,92.67,158.33,127.67,121,92.67,48,74, ,144.33,135,122.67,210, ,75,330,30,36,43.5,57.5
Mizoram,50,40,45,98, , ,120,110,50,75, ,190,220,150, , ,100,520,25,40,60,70
Odisha,39.75,36.43,39.13,85,166.25,126.63,110.88,81.5,45.5,53,172.5,139.75,114.29,119,113.75,92.63,52.5,284.29,26.25,30.75,37.63,57.38
Punjab,38.75,25.5,31.08,91.67,161.25,127.5,117.08,96.08,44.67,61.33,197.27,129.58,122.33,117.25,132.82,101.56,54.33,283.58,26.17,27.92,40.17,30
Rajasthan,42.17,29.33,32,79.5,152.5,119.33,107.67,88,42,53.5,167.4,141.33,122.5,125.5,146.8, ,46,297.83,18.33,26.5,29.67,38.67
Sikkim,57,34,40.5,80,127.5,132.5,119,105,47.5,62.5, ,185,140.5,167,200, ,58,381.5,19,35,60,47.5
Tamil Nadu,61.63,44.56,55.31,94.44,183.19,144.56,126.31,96.46,44.4,45.79,201.75,178,129, ,112.81,92.94,57.07,310.7,24.73,48.6,46.27,74.87
Telangana,52.5,38.75,49.5,77.75,160,129.75,116.5,89.5,40,60,157.67,155,106.67,103,111,97,55.33,290,19.33,29,44.33,76.67
Uttar Pradesh,38.95,26.33,32.85,84.86,160.12,122.34,115.31,93.76,43.95,62.57,191.26,140.12,128.58,130.98,154,111.52,49.98,235.39,26.73,28.58,37.42,37.81
West Bengal,43.29,29.71,37.86,81.57,155.93,119.15,126.64,107.14,45.64,55.64,195.67,132.57,111.57,111.79,128,101,53.79,262,21.43,29.29,37.57,51.93
Source:-  State civil supplies Dept.,Note:- All India Consumption Weighted Average Prices of Oils w.e.f 23-Feb-2022 and Wheat and Atta w.e.f 25-Feb-2023 ,NR -&gt Not Reported  ,,,,,,,,,,,,,,,,,,,,
Developed by:-  National Informatics Centre(NIC),,,,,,,,,,,,,,,,,,,,,,

