 Department of Consumer Affairs&nbsp( Price Monitoring Division),,,,,,,,,,,,,,,,,,,,,,
Date  12/06/2024 ,Daily Retail Prices Of Essential Commodities,Unit: (₹/Kg.),,,,,,,,,,,,,,,,,,,,
States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
Average Price,44.77,30.65,35.84,87.56,160.27,126.35,118.72,94.01,44.82,59.08,187.44,138.31,126.28,123.97,123.29,100.29,54.26,280.79,22.44,30.88,35.29,38.49
Maximum Price,72,53,70,153,206,190,168,166,70,83,262,235,220,180,210,175,167,560,31,66,70,107
Minimum Price,25,22,27,60,87,80,85,70,37,39,120,101,91,99,103,82,35,163,9,12,13,11
Modal Price,40,28,35,90,160,120,120,100,44.5,60,185,135,120,120,125,97.67,50,300,28,30,30,40
Andaman and Nicobar,48.33, ,68,95.67,173,154,136.33,101.67,55.33,73,232.5,172.33,172.67, ,128.67,115,76.33,316,20.67,53.33,53.33,83.33
Andhra Pradesh,60.6,44.4,47.4,87.6,173.6,138,126.2,102.8,42.6,60.4,165.8,169.4,111.2,143,111.4,91.2,58.6,327,21.6,34,31.8,37.6
Arunachal pradesh,46,45,44.25,101.25,152.25,132.75,123.25,102.75,55,77,167,139,128.5,131.5,161.5, ,80,327,17.5,33.33,41.33,52
Assam,41.67,32.67,36.04,89.88,162.71,115,116.96,91.29,47.26,71.43,210.83,149.39,133.44,133.71,144.9,110.06,58.65,254.39,13.74,30.67,36.21,41.43
Bihar,38.17,27.03,32.97,80.71,151.31,121.09,114.37,80.06,44.29,55.91,180.13,134.34,121.74,125.54,161.36,103.29,46.8,279.82,23.17,22.66,29.97,29.89
Chandigarh,40,32,33,95,179,130,125,98,44,62,190,148,120,129,135,105,55,253,28,24,32,35
Chhattisgarh,38.25,39.25,38.75,92.25,161.75,120.25,117.25,97,43.5,51,187.25,157.5,143,142,152.5,126.5,46.5,240,19.25,27.5,33.75,35
Delhi,40,29,31,93,173,143,123,90,44,56,207,148,130,128,139,104,58,243,26,32,42,28
DNH and DD,50,41.33,47.67,91.67,175.67,148.67,132.33,96.33,43.33,65,192,150.33,134,135.33,128,107.67,63.67,350,27.33,32.67,31.33,45.33
Goa,52.5,48,45.5,94.5,181,154.5,132.5,97,44.5,58,220.5,162.5,141.5,152.5,117.5,98.5,60,333,25.5,42,45,57
Gujarat,43.13,37.88,40.63,87.88,170.25,126.13,118.38,92.75,43.13,61.63,178,144.38,128.63,129.63,125.38,104.5,53.86,251.5,16.63,29.57,33.86,39.29
Haryana,43.25,30,34.5,77.75,129.25,107.25,107.75,96.25,43.75,60,177.75,138,127.25,127.25,153.25,106.25,48.75,231.25,25.5,19.5,34.25,24
Himachal Pradesh,40.92,22,33.42,88.08,167.08,134.75,116.5,89.42,47,52.25,219.5,161.75,138.08,129.4,143.5,118,48.75,270.33,27.5,31.17,39.5,28.83
Jammu and Kashmir,52,31.33,38,92.5,168.75,135.5,125.75,100.75,49.75,52.5, ,148,132,126.25,142.67,111,57,303.25,27.25,32,37.25,28.75
