 Department of Consumer Affairs&nbsp( Price Monitoring Division),,,,,,,,,,,,,,,,,,,,,,
Date  16/06/2024 ,Daily Retail Prices Of Essential Commodities,Unit: (₹/Kg.),,,,,,,,,,,,,,,,,,,,
States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
Odisha,38.22,37.25,40.56,84.78,164.11,125.44,111.22,83.56,45.78,52.67,172.5,139.89,114.13,120.33,115.44,95.78,51.67,282.75,26.67,28,35.78,44.78
Puducherry,64,45,40,91,177,137,120,90,43,48,195,146,142, ,110,98,48,298,26,45,36,28
Punjab,38.75,25.67,31.08,91.83,160.08,127.17,116.67,96.92,44.75,61.5,196.27,129.75,122.42,116.67,132.91,101.89,53.83,272.08,26.08,26.33,37.25,21.42
Rajasthan,40.5,29.5,31.33,73.67,138.33,107.5,101.83,86.33,41.17,52.17,153.67,144,122.33,127.33,142.67, ,42.17,282.17,16.5,23,26.5,31
Sikkim,49.5,33.5,40.5,87.5,150,130,116.5,97.5,47.5,65, ,166.5,112,148.5,175, ,57.5,350,20.5,37.5,60,55
Tamil Nadu,61.6,45,54.85,93,181.2,145.6,124.7,95.06,44.21,47,204.47,177.28,129.68, ,112.32,92.95,56.16,301.29,23.84,47.26,45.95,60
Telangana,50,38.33,49.33,81.67,162,131.33,115.33,94,40,60,157.67,155,106.67,103,111,97,55.33,290,19.33,25.33,36.67,40.67
Uttar Pradesh,38.62,26.05,32.47,83.98,157.6,121.28,114.6,93.88,43.81,62.49,189.96,139.67,127.43,131.24,153.91,111.14,49.71,235,26.6,25.76,32.53,28.21
Uttarakhand,36,24,31,82,170,115,120,111,44,57,150,127,120,125,165, ,57,280,28,30,30,23
West Bengal,42.46,30,37.31,81.77,156.08,119.92,127.23,106.23,45.77,55.46,196.33,131.38,112.31,111.08,126.69,99.31,52.38,257.31,21.38,28.15,36.62,41.54
Source:-  State civil supplies Dept.,Note:- All India Consumption Weighted Average Prices of Oils w.e.f 23-Feb-2022 and Wheat and Atta w.e.f 25-Feb-2023 ,NR -&gt Not Reported  ,,,,,,,,,,,,,,,,,,,,
Developed by:-  National Informatics Centre(NIC),,,,,,,,,,,,,,,,,,,,,,

