 Department of Consumer Affairs&nbsp( Price Monitoring Division),,,,,,,,,,,,,,,,,,,,,,
Date  26/06/2024 ,Daily Retail Prices Of Essential Commodities,Unit: (₹/Kg.),,,,,,,,,,,,,,,,,,,,
States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
Himachal Pradesh,40.92,22,33.33,90.5,170.17,135.92,117.17,89.83,47,52.17,216.25,163.58,138.42,130.1,140.5,116,48.83,270.75,27.67,32.83,45.58,35.67
Jammu and Kashmir,45,32.6,38.4,102,152.4,131,126.6,105.4,50.6,48.8, ,152.2,137,134.2,143.8,120.33,54.2,305.8,28,33.2,40,38.6
Jharkhand,39.89,31.67,35.26,85.26,160.63,120.84,114,82.89,45.72,59.06,179.85,140.68,126.95,125.67,151,104.76,50.94,285.94,25,29.53,35.74,51.68
Karnataka,60,43.55,48.23,95.32,170.16,142.39,127.29,107.87,43,50.84,180.13,162.42,120.9,135.5,121.13,97.35,52.74,288.13,20.29,39.8,40.7,64.9
Kerala,49.45,45.27,46.36,105.55,191.5,150.45,138.3,116.36,44,53.58,222.8,165.17,146.5,129,117.92,99.3,62.08,237.75,15.09,48.33,42.67,75
Madhya Pradesh,41.23,29.31,34.46,86.06,165.65,119.81,115.6,91.71,43.52,57.67,189.85,136.23,120.31,112.67,135.09,110.3,48.38,253.85,19.64,30.9,35.44,46.19
Maharashtra,53.32,38.95,42.89,92.21,178.74,136.32,127.16,96.58,43.11,59.84,183.11,159.22,129.63,112.05,122.16,102.81,55.53,302.79,23.63,40.21,39.79,65.89
Manipur,50,43,40,100,180,140,140,95,55, , ,150,140,140, ,140,85,220,25, , , 
Meghalaya,46.2,38.4,36.7,94.67,164.29,132,121,89.8,49.4,73.6, ,135,138,125.7,172,126,73.83,374.2,21.3,36.2,46.3,56.9
Mizoram,47.91,42.3,45.9,107.44,151.14,125.29,127.78,100.27,50.55,77.82,159.5,185.55,170.8,126.91,190.25,130.83,122.75,478.56,29.18,43.45,55.27,79.82
Nagaland,40,43.25,52.14,95,117.5, ,114.17,99.29,52.86,72, ,137.43, ,147.14, ,120,77.5,307.5,19,33.57,60,77.14
Odisha,38.88,37.25,40.08,83.96,164.19,121.62,112.58,82.19,44.68,52.5,172.86,143,115.76,127.55,116.77,94.96,51,282.38,25.72,30.88,40.23,62.73
Puducherry,65,45,40,91,178,138,121,90,43,48,203,146,142, ,110,100,48,298,26,47,42,35
Punjab,39.14,25.21,31.36,91.36,163.64,128.86,118.93,97.43,44.54,60.92,202.42,130.14,122.43,117.93,132.67,101.1,54.69,282.69,26.46,29,42.85,32.38
Rajasthan,41.07,29.44,32.78,78.22,131.52,112,104.59,89.96,42.48,51.96,185,146.75,121.39,133.52,157.16,108,45.04,290,20.26,26.69,35.88,37.96
Sikkim,52.6,35.2,38.4,86,144.6,126.6,125,100,49,63.4, ,167.8,128.4,138.75,177, ,60.2,408.6,19.5,36.6,56,71.8
Tamil Nadu,62.61,44.97,54.7,94.06,182.85,145.18,125.06,94.6,44.18,47.18,204.55,175.23,126.64, ,113.61,93.67,56.12,310.08,24.48,48.79,46.21,64.33
Telangana,53.8,42.3,45.9,80.44,166.3,129.8,119.6,92.9,41.4,65.2,162.3,163.7,122,149.5,115.4,97.9,56.3,304.6,20.1,35.5,45.2,69.3
Tripura,38.5, ,39,87.33,146.67,128,111.25,103.5,48,71.25, ,132.25,122.67,116,139.75,100.25,69.25,221.5,10,34.25,46.75,56.5
Uttar Pradesh,39.15,26.33,32.67,84.52,161.08,121.88,115.41,93.7,43.99,62.81,190.42,139.9,127.88,129.7,151.86,110.18,50.05,238.63,26.64,28.66,38.64,37.81
Uttarakhand,37.75,26.5,34,90.5,145.5,115.5,113.5,99.5,42.75,60.5,154.5,138.75,130.25,131.75,147.75,116.5,56.5,263.75,28,30.5,37.75,30.25
West Bengal,44.36,30.2,38,84.05,155.77,122.86,128.59,106.68,46,54.45,196.64,131.77,114.68,113.95,127.95,100.05,52.68,273,21.62,30.05,38.41,54.86
Source:-  State civil supplies Dept.,Note:- All India Consumption Weighted Average Prices of Oils w.e.f 23-Feb-2022 and Wheat and Atta w.e.f 25-Feb-2023 ,NR -&gt Not Reported  ,,,,,,,,,,,,,,,,,,,,
Developed by:-  National Informatics Centre(NIC),,,,,,,,,,,,,,,,,,,,,,

