 Department of Consumer Affairs&nbsp( Price Monitoring Division),,,,,,,,,,,,,,,,,,,,,,
Date  19/11/2023 ,Daily Retail Prices Of Essential Commodities,Unit: (₹/Kg.),,,,,,,,,,,,,,,,,,,,
States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
Average Price,43.56,30.92,36.67,83.01,157.31,123.37,116.64,94.46,44.34,57.42,192.7,137.3,124.73,121.86,123.75,99.43,52.04,276.86,22.92,24.52,59.13,41.3
Maximum Price,71,54,67,133,195,181,166,153,53,80,255,235,220,171,228,175,167,559,31,70,84,85
Minimum Price,26,21,28,60,100,85,90,70,37,40,125,110,92,98,99,80,34,175,9,11,33,10
Modal Price,40,28,32,80,160,120,120,90,43,60,205,127.5,120,116.5,122.5,102.5,50,250,28,20,60,40
Andaman and Nicobar,50, ,67,93,177,145,130,96,52,73, ,176,209, ,136,123,74,325,20,40,78,80
Andhra Pradesh,56,45,46.33,88,181.67,143.33,126,97,43.33,61.67,169,163.33,110.33,120,110,87,61.33,346.67,22.33,29.67,56,29
Arunachal pradesh,38,42,40,90,130,130,120,110, , , , , , , , , , , , , , 
Assam,42.18,31,36.71,80.65,144.69,110.21,114,93.12,47.06,70.29,234.5,146.94,137.64,134.24,154,111.11,60.29,259.31,14.76,20.71,62.69,45.07
Bihar,38.58,27.47,34.16,79.42,149.74,122.63,113.84,81,44.74,55.26,194.17,133.16,120.74,123,165,105.81,49.16,289.05,21.79,17.67,54,47.05
Chandigarh,42,32,36,80,135,115,113,94,43,59,192,150,128,130,148,107,51,276,27,29,60,55
Chhattisgarh,39.5,35.83,38.17,81.67,157.17,111.5,113.5,88.83,43.17,59.67,198.5,144,120.17,126.83,142.83,109.83,50.67,300.67,24.83,27.67,59,43.17
Delhi,39,30,33,88,170,140,122,90,45,53,214,146,126,126,139,99,57,243,26,27,63,53
DNH and DD,48.67,40.67,46,90,167.33,134.33,126,97.33,43.67,64.33,211.33,154,137.67,132.67,126,101,69.67,351,27,21,56.67,43.67
Gujarat,41.2,35.2,40.6,83.6,140,118.2,111.6,95.2,42.2,56.8,196.6,136,137.4,134,125.2,107.4,52.2,255.6,12.5,24.6,72.25,29
Haryana,44.67,27.33,34.33,75,128.33,108.33,106.67,96.67,43.67,59.67,187.33,142,128.33,132,163,108.33,44.33,237,25,16.33,57.5,37
Himachal Pradesh,38.55,21,33.55,84.18,157.36,126.82,115.27,91.09,46.82,52.73,222,163.27,134.36,126.11,145.33,112.67,47.73,261.91,27.55,30.91,60.45,56.45
Jammu and Kashmir,42,39,42.75,98.25,138.25,122.25,119.75,106,50.5,52,243,142,136.25,131.75,148,143,50,368,27.25,31.75,56.75,53.25
Jharkhand,39.64,31.9,35.09,83.18,156.82,117.91,112.09,84.18,45.91,57.4,202.86,134.55,117.36,128.1,153.56,104.2,48.82,294.6,23.82,21.36,53.09,44.18
Karnataka,56,43.69,46.52,91.1,165.66,137.21,125,107.76,42.31,49.86,178.97,167.97,120.93,137.86,121.1,96.07,51.03,296.34,19.1,33.31,61.72,26.03
Madhya Pradesh,38.59,28.05,34.3,80.38,157.89,114.22,112.62,89.86,43.24,57.59,194.08,135.76,118.73,111.35,138.58,108.28,47.65,255.46,18.86,19.84,56.54,36.19
Maharashtra,48.58,39.58,43.42,84.79,174.26,126.74,124.11,97.68,43.58,59.11,187.95,159.11,127.26,110.68,122.84,100.13,53.21,295.89,23.79,27.58,57.68,35.68
Meghalaya,42,36.67,34.33,81.67,116,115,117.67,92.33,48.67,72.67, ,135,135,124,200,120,76.67,320,30,27.33,71.67,35.67
Mizoram,50,37.5,52.5,98, , ,120,106,50,77.5, ,185,220,140, , ,133.5,520,27.5,50,65,61.5
Odisha,37.78,37.5,41.22,79.33,160.89,127.89,113.89,80,45.67,52.67,170,137.33,107.63,124.5,115.44,95.56,50.89,263.88,26.56,19,54.89,41.56
Puducherry,55,42,39,83,182,139,120,86,42,46,208,170,140, ,111,91,50,393,20,42,77,18
Punjab,38.42,26.75,31.42,85.58,152.58,121.08,116.33,101.5,45.83,59.92,195.73,127.08,121.17,118.25,140,102.33,51.08,253.33,26.08,23.08,59.08,58.42
Rajasthan,37.5,28.83,33.17,70.17,129.5,111.5,107.33,91.17,42.33,53.6,184,149.67,119.33,134.67,157.2,111,43.83,325.83,22.83,20,56.83,35
Sikkim,57,34,40.5,80,127.5,132.5,118.5,102.5,47.5,62.5, ,185,140.5,167,200, ,58,381.5,19,35,60,47.5
Tamil Nadu,58.77,44.04,52.88,89.04,180.73,148.85,124.27,93.83,43,46.73,210.96,180.04,125.04, ,113.73,90.85,55.77,304.61,24.96,35.73,63.85,36.38
Telangana,48.33,37,49,79,167.33,124.67,112.67,92.33,40.33,59,167.33,159.33,107.67,109,112.33,97.67,55,290,19.33,23.33,57.67,29.33
Uttar Pradesh,37.56,26.2,32.79,79.49,151.81,116.05,111.26,93.93,44.27,62.15,193.2,140.93,129.6,132.93,159.84,114.04,48.61,241.5,26.86,19.65,58,44.73
Uttarakhand,36,27,30,98,185,130,135,100,41,63,193,135,122,122,138,85,51,217,28,20,55,27
West Bengal,41.85,28.17,38.08,79.15,151.62,116,123.38,108.77,45.54,55,201.11,131.23,111.85,114.38,130.08,101.23,52.92,263.62,20.85,20.08,60.77,53.54
Source:-  State civil supplies Dept.,Note:- All India Consumption Weighted Average Prices of Oils w.e.f 23-Feb-2022 and Wheat and Atta w.e.f 25-Feb-2023 ,NR -&gt Not Reported  ,,,,,,,,,,,,,,,,,,,,
Developed by:-  National Informatics Centre(NIC),,,,,,,,,,,,,,,,,,,,,,

