 Department of Consumer Affairs&nbsp( Price Monitoring Division),,,,,,,,,,,,,,,,,,,,,,
Date  15/11/2023 ,Daily Retail Prices Of Essential Commodities,Unit: (₹/Kg.),,,,,,,,,,,,,,,,,,,,
States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
Madhya Pradesh,38.36,28.21,34.43,80.71,156.74,112.93,112.1,90.26,43.27,57.68,195.1,135.21,117.62,110.36,137,106.65,47.66,247.85,19.07,20.15,56,36.8
Maharashtra,48.53,39.79,43.47,84.84,174.26,126.32,123.95,97.58,43.58,58.68,188,158.33,127.26,109.26,122.42,100.06,53,295.74,23.79,27.47,58.58,31.05
Meghalaya,38.2,38.78,38,83.67,141.57,129.17,119.78,91.2,48.5,72.3,139,133,139.25,130.7,171,144.2,81.17,363.2,21.6,26.1,74.2,42
Mizoram,47.91,41.67,45.55,104,138.86,122.17,124.5,101.55,50.27,77.82,174,189.3,178.8,128,203,131.4,114.63,480,29.18,39.73,57.18,71.38
Nagaland,40.69,41.88,48.13,95.83,131.08,125.38,122,97.69,50.06,71.36,200,139.38,172,149.56,202.5,137.5,77.22,313,17.56,26.56,66.88,52.19
Odisha,37.64,38.38,40.77,78.95,161.41,122.82,113.73,80.23,44.57,51.55,182,138.23,112.45,131.43,115.36,93.68,50.33,268.18,25.95,19.68,54.68,41.82
Puducherry,54,41,38,83,182,139,120,86,41,46,207,170,140, ,110,90,50,393,20, , , 
Punjab,38.93,25.67,31.33,85.33,155.93,122.4,115.4,101.33,45.87,59.47,198.54,126.53,120.93,117,137.85,101.09,51.13,261.87,26.2,21.8,57.2,42.4
Rajasthan,36.44,29.11,32.44,74.56,125.89,107.44,104.11,89.78,42.78,52.63,182.67,150.67,120.67,138.56,152,125.5,43.78,312.56,22.44,21.78,55.11,33
Sikkim,59.5,36,46,82.5,128.5,129,115,95,46.5,63.5, ,179.5,123,163,171.5, ,55,483.5,19,36,70,50
Tamil Nadu,58.21,44.42,53.39,88.03,180.15,147.82,124.21,94.14,43.24,46.79,210.64,179.5,124.52, ,113.33,90.76,55.76,313.71,24.7,36.78,64.28,39.19
Telangana,50.9,39.9,43.9,74.6,164.5,120.7,113.5,90,40.9,62.7,168.1,170.2,119.4,146.67,117.5,97.9,55.6,303.89,18.56,27,63.4,32.3
Tripura,39, ,39.25,85.67,148.33,129,112,105.75,48.5,70.25, ,130,127.67,113.5,144.5,99.5,70.5,221.5,10.5,22.5,60.5,49.5
Uttar Pradesh,37.32,26.33,32.76,80.05,150.58,115.02,111.75,92.97,44.03,62.46,192.86,140.98,129.37,131.58,161.64,112.86,49.05,235.5,26.72,19.64,59.34,41.49
Uttarakhand,36,27.67,33,94,141,113.67,112.67,94.33,41.67,62.67,162.33,140.33,134,136.33,144.67,112,52.67,256.67,28.33,21,58.67,37.33
West Bengal,43.13,28.38,38.06,79.56,149.38,116.56,123.69,108.56,45.13,54.25,199.1,130.94,112.44,115.31,129.81,100.5,51.5,267,20.38,20.06,60.56,49.44
Source:-  State civil supplies Dept.,Note:- All India Consumption Weighted Average Prices of Oils w.e.f 23-Feb-2022 and Wheat and Atta w.e.f 25-Feb-2023 ,NR -&gt Not Reported  ,,,,,,,,,,,,,,,,,,,,
Developed by:-  National Informatics Centre(NIC),,,,,,,,,,,,,,,,,,,,,,

