 Department of Consumer Affairs&nbsp( Price Monitoring Division),,,,,,,,,,,,,,,,,,,,,,
Date  21/11/2023 ,Daily Retail Prices Of Essential Commodities,Unit: (₹/Kg.),,,,,,,,,,,,,,,,,,,,
States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
Average Price,42.93,30.85,36.15,83.43,154.93,122.57,116.39,94.03,44.72,58.35,193.56,138.63,127.39,124.67,124.02,99.98,53.15,280.79,22.35,25.11,59.36,43.53
Maximum Price,71,58,70,133,213,181,176,153,70,80,262,258,220,200,244,176,167,560,31,70,90,88
Minimum Price,23,21,27,60,87,83,80,70,38,40,120,108,92,95,99,80,34,155,9,11,36,10
Modal Price,40,28,35,80,160,120,120,100,44,60,200,135,120,115,120,95,50,250,28,20,60,40
Andaman and Nicobar,45.67, ,68,92,169,144.33,132,97.67,54.67,72.67,226.5,184,194.67, ,140,122.67,77.33,308.33,20.67,43.33,78,79.33
Andhra Pradesh,53.2,43.6,45.8,82,175.2,134,122.2,100.8,43.2,59.8,174.4,184.2,112.8,153,110.4,87.75,59.6,343,21.8,32.4,58.2,24.8
Arunachal pradesh,32.33,42,38.33,89.67,135,126.67,120,103.33,52.5,70, ,155,170,140,202.5, ,70,300,22.5,26.5,67.5,50
Assam,42.56,30.91,36.37,81.81,143.46,111.74,113.04,91.67,46.74,69.56,207,148.15,137.85,137.19,152.45,115.56,57.44,255.77,13.52,21.74,62,44.48
Bihar,38.33,27.64,33.97,77.66,147.72,118.67,113,81.19,44.51,55.63,183.81,135.46,123.09,126.83,163.66,109.29,47.43,269.94,22.83,18.68,56,46.66
Chandigarh,42,32,36,80,135,115,113,94,43,59,192,150,128,130,148,107,51,276,27,29,60,55
Chhattisgarh,40.22,36.11,37.89,86,161.56,110.33,110.22,93.22,42.56,58.56,197,149.33,127,127.89,140.22,113.56,51,291.44,24.33,25.78,57.89,38.33
Delhi,39,30,33,88,177,142,125,90,45,53,214,146,126,126,139,99,57,243,26,27,63,53
DNH and DD,48.33,41,45.33,89.67,170,137.33,125.67,98,43.67,64.33,211.33,154,137.33,132.67,126,101,69.67,351,27,21.33,57,43.67
Goa,48.5,44.5,42.5,95,179,139.5,132.5,96.5,44,57.5,226,160,142.5,149,117,95.5,59,325.5,24.5,35,64,41.5
Gujarat,42.14,34.38,38.75,80.63,146.88,115.38,109.38,91.5,42.63,57.29,194.29,138.86,145.71,136.75,129.63,106.5,51.75,265.83,16.88,25.29,64.86,31
Haryana,42,27.5,34.25,76.5,129.5,106.5,106.75,96,43.75,59.5,179,138.25,129.5,127.5,159.75,103.75,46,229.75,25,18.5,58,39.67
Himachal Pradesh,38.67,21,33.25,84.25,157.5,126.58,115.42,90.58,46.92,53.5,222,161.42,133.42,125,145.33,112.67,47.5,259.83,27.58,30.33,59.92,58.92
Jammu and Kashmir,40.33,33.75,40.17,94.67,140,121.5,119.83,104,51.5,51,243,144,135.33,131.67,144,128.33,49.67,342.83,26.5,31.5,56.67,58.67
Jharkhand,38.89,31.56,35.32,81.95,155.42,117.32,111.89,83.53,46.39,58.29,185,138.26,123.47,128.28,150.59,104.72,48.94,292.88,24.61,21.53,51.84,44.58
Karnataka,56.29,43.68,46.52,91.16,166.45,137.29,124.74,106.48,42.47,50.8,181.97,167.5,121.17,136.83,120.37,96.17,51.37,288.73,19.43,33.6,60.93,27.37
Kerala,51,45,47.43,102.07,188.64,149.69,135.77,111.21,43.71,53.93,230.57,185.9,147.07, ,118.29,98.69,61.57,228.86,13.86,39.14,60.64,46.36
Madhya Pradesh,38.17,28.62,34.47,80.4,158.74,114.21,112.83,89.98,43.36,57.55,194.49,135.38,118.74,111.19,137.48,107.58,48.15,249.91,19.59,20.13,56.7,35.79
Maharashtra,48.79,40,43.32,84.47,174.16,127.32,124.42,97.42,43.74,59.11,188.32,159.39,127.53,110.89,123.37,100,53,295.37,23.79,27.63,58.32,36.05
Meghalaya,38.4,39.11,38.2,88.33,142.57,132.17,119.78,91.5,48.7,72.2,139,133.4,138,129.7,171,141.2,81.5,363,21.3,25.7,72.9,47.6
Mizoram,47.91,42.22,45.55,104,138.86,122.17,124.5,101.55,50.45,77.82,174,189.3,175.2,128,197.5,131.4,114.63,480.6,29.18,39.45,58.09,72
Nagaland,40.93,41.14,48.2,95.91,129.36,125,121.07,98.2,50.07,71.69,200,139,172,147.53,202.5,137.5,77.78,310.36,17.4,26.67,67.33,55.67
Odisha,37.72,36.89,40.44,79.96,162.28,122.84,113.92,80.72,44.44,52.08,168.33,137.12,115.96,130.4,115.68,93.24,51,277.8,25.88,19.68,54.48,43.2
Puducherry,55,42,39,83,182,139,120,86,42,46,208,170,140, ,111,91,50,393,20,42,70,19
Punjab,38.53,25.93,31.4,85.13,158.4,123.27,116.73,101,45.53,59.33,200.15,126.33,119.8,116.73,136.23,100,50.33,262.13,26.53,23.27,57.07,58.73
Rajasthan,39.56,29.37,32.44,73.33,118.44,106.11,101.56,89.37,42.22,51.12,186.04,152.04,125.63,136.92,156.73,130.5,43.52,297.74,20.07,22.19,55.94,36.96
Sikkim,52.25,35.75,44.75,83.75,140.5,133.25,122,102.5,48.25,64.25, ,179.25,128.5,158.5,184.25, ,55,471.75,19.5,36.25,66.25,56.25
Tamil Nadu,57.61,44.82,53.47,89.03,179.19,147.31,123.92,94.03,43.53,46.61,209.69,179.79,124.89, ,113.83,90.89,55.25,309.67,24.11,36.56,64.17,38.25
Telangana,50.8,40,44.3,74.2,166,121.1,112.6,90.4,41,62.8,167.1,171.1,118.8,145.5,117.2,97.8,54.8,299.4,18.9,27.1,60.9,30.5
Tripura,39, ,39.25,83.67,148.33,129,111.5,104.5,49,70.25, ,130.25,127.67,113.75,144.5,99.75,70.5,219.75,10.5,22.75,58.75,57
Uttar Pradesh,37.17,26.36,32.73,78.84,149.67,115.29,111.29,94.19,43.93,62.47,191.66,141.68,129.71,132.73,159.05,112.34,48.24,243.97,26.87,19.65,58.35,45
Uttarakhand,35.75,27.25,34,89,138.25,112,114.5,96.5,42,62.25,161.75,136.5,130.5,133,149.75,112,52,264.5,28.25,23.25,61.25,43
West Bengal,43.61,29.7,38.13,81.57,151.83,119.68,126.7,108.04,45.87,54.78,199.27,132.52,114,116.26,129.7,100.05,52,274.52,21.78,21,59.52,54.7
Source:-  State civil supplies Dept.,Note:- All India Consumption Weighted Average Prices of Oils w.e.f 23-Feb-2022 and Wheat and Atta w.e.f 25-Feb-2023 ,NR -&gt Not Reported  ,,,,,,,,,,,,,,,,,,,,
Developed by:-  National Informatics Centre(NIC),,,,,,,,,,,,,,,,,,,,,,

