 Department of Consumer Affairs&nbsp( Price Monitoring Division),,,,,,,,,,,,,,,,,,,,,,
Date  03/11/2023 ,Daily Retail Prices Of Essential Commodities,Unit: (₹/Kg.),,,,,,,,,,,,,,,,,,,,
States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
Puducherry,54,41,38,83,182,139,120,86,41,46,207,170,140, ,110,90,50,393,20,40,85,15
Punjab,38,24.92,30.31,84.92,153.31,121.38,115.54,99.69,44.54,59.15,199.42,127.69,121.92,118.23,138,105.44,51.77,261.46,26.38,20.85,57.54,30.69
Rajasthan,39.89,29.86,32.71,73.11,118.07,107.39,101.14,90,41.68,51.65,184.93,154.61,128.35,141.7,157.39,137.17,42.93,300.36,19.89,21.68,39.71,32.54
Sikkim,53.8,35.8,43,83,139.4,133.6,123.6,104,48.6,63.4, ,180.8,136.2,158.5,189.4, ,57.2,446,19,35.4,58,43
Tamil Nadu,57.17,44.71,53.73,87.1,177,145,122.93,94.23,43.1,46.7,211.97,180.96,121.63, ,112.43,90.37,54.13,291.79,23.5,35.9,69.57,27.3
Telangana,51.6,40.1,44.5,75.1,164.1,119.9,113.5,90,40.8,63.4,168.3,172,119.4,148.67,116.3,97.8,55.4,303.5,19.5,27.8,69.4,28.7
Tripura,38.67, ,38.33,84.5,150.5,134.5,111.67,108.33,49,69.67, ,132.67,137.5,115,149.33,102,75,239.33,10.67,24,60.33,45
Uttar Pradesh,37.24,26.27,32.67,78.59,148.84,114.13,110.76,93.92,43.51,62.35,191.44,141.49,129.67,132.57,159.23,112.14,48.75,243.43,26.85,19.6,59.25,31.8
Uttarakhand,35.5,26,32.75,88.75,136,111.75,114.25,96.5,42.25,62.5,161.25,138.25,130.5,135.5,149.75,112,52,264.5,28.25,22.5,61.5,28.5
West Bengal,43.78,29.7,38.04,81.39,150.35,118.68,126.96,108.3,45.22,54.74,199.18,132.35,113.87,115.91,130.61,100,52.52,274.43,21.78,21.78,59.78,42.74
Source:-  State civil supplies Dept.,Note:- All India Consumption Weighted Average Prices of Oils w.e.f 23-Feb-2022 and Wheat and Atta w.e.f 25-Feb-2023 ,NR -&gt Not Reported  ,,,,,,,,,,,,,,,,,,,,
Developed by:-  National Informatics Centre(NIC),,,,,,,,,,,,,,,,,,,,,,

