 Department of Consumer Affairs&nbsp( Price Monitoring Division),,,,,,,,,,,,,,,,,,,,,,
Date  20/11/2023 ,Daily Retail Prices Of Essential Commodities,Unit: (₹/Kg.),,,,,,,,,,,,,,,,,,,,
States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
Average Price,43.17,31.06,36.29,83.83,155.04,122.9,116.49,94.58,44.69,58.66,192.69,137.92,127.31,123.91,123.61,99.37,53.45,281.96,22.4,25.39,59.72,43.34
Maximum Price,71,58,70,133,213,181,166,153,70,80,262,258,220,200,214,176,167,560,32,70,95,88
Minimum Price,26,21,27,58,87,83,80,70,37,40,122,107,92,95,97,80,34,155,9,11,33,10
Modal Price,40,28,35,80,160,120,120,100,44,60,195,130,120,110,120,100,50,250,28,20,60,40
Andaman and Nicobar,45.67, ,68,91.67,169,144.33,132,97.67,54.33,72.67,226.5,184,194.67, ,140,123.33,77.33,308.33,20.67,43.33,78.33,79.33
Andhra Pradesh,53.2,43.6,45.8,82,175.2,134,122.2,100.8,43.2,59.8,174.4,184.2,112.8,153,110.4,87.75,59.6,343,21.8,32,55.8,24.8
Arunachal pradesh,39.33,42,38.33,96.33,145,126.67,123.33,106.67,52.5,72.5,160,127.5,120,120,170, ,70,300,17,25,75,50
Assam,43.04,31,37.16,82.44,143.08,113.64,114.6,91.48,46.83,70.17,207.57,148.04,137.22,136.84,151.7,114,57.67,262.61,13.63,21.72,62.08,44.57
Bihar,38.53,28.33,34.67,79.47,150.73,121.93,111.2,81.13,44.73,56,170.43,132.6,118.4,119.33,155.23,104.38,48.27,281.53,21.13,18.8,53.93,51.47
Chandigarh,42,32,36,80,135,115,113,94,43,59,192,150,128,130,148,107,51,276,27,29,60,55
Chhattisgarh,39.75,36.13,37.63,86.13,160.88,111.25,111.63,92.63,42.88,57,205.13,149.25,130.13,129.75,143,115.25,49.5,298.88,23.63,26.25,57.13,39.88
Delhi,39,30,33,88,170,140,122,90,45,53,214,146,126,126,139,99,57,243,26,27,63,53
DNH and DD,48.33,41.33,45.33,90.33,170,137,125.67,98,43.67,64.33,211.33,154,137.67,132.67,126,101,69.67,351,27,21,57.67,44.33
Goa,48.5,44.5,42.5,95,179,139.5,131,96.5,44,57.5,226,160,142.5,149,117,95.5,59,325.5,24.5,34,62.5,40.5
Gujarat,41,34.5,39,81.5,147.5,115.88,110.38,91.63,42.5,57.29,193.13,139.14,146,135.43,127,104.57,51.75,265.83,16.88,24.88,64.88,30
Haryana,41,27.25,33.5,75.25,127.25,105.75,104.5,94.75,43.5,59.25,183,141,132.5,130.25,157,106,47,231.5,25.75,17.5,58.67,37
Himachal Pradesh,38.67,21,33.25,84.25,157.25,126.58,115.42,90.58,46.92,53.5,222,161.42,133.42,125,145.33,112.67,47.5,259.83,27.58,30.08,59.83,58.33
Jammu and Kashmir,41.4,34,41.2,94,137.8,121.4,119.4,102.4,51.8,51.2,243,145.2,137,133.6,145.75,121,49.4,338.6,26.6,30.8,55,63.4
Jharkhand,39,31.79,35.47,81.53,153.53,117.2,112.33,83.2,46.31,58.42,190.9,137.2,122.4,127.36,150.08,105.43,49.31,282.75,25.23,22.07,50.8,44.87
Karnataka,55.87,43.83,46.5,91.63,165.23,137.43,124.9,107.57,42.55,51.14,180.1,166.86,121.38,137.48,122.1,96.72,51.45,292.21,19.69,33,61.34,26.24
Kerala,50.85,45.14,47.93,101.69,188.86,148.08,135.42,111.46,43.46,53.77,234.17,186.78,146.46, ,118.08,97.5,61.54,230.38,14.08,39.5,60.57,42
Madhya Pradesh,38.24,28.44,34.31,80.8,156.98,113.02,111.64,89.82,43.31,58.02,192.29,134.33,119.13,110.73,137.93,107.95,47.51,250.11,20.02,20.22,56.73,36.51
Maharashtra,48.63,39.79,43.16,84.63,174.16,126.95,124.11,97.42,43.58,59.11,188.21,159.17,127.53,110.84,123.26,100.19,53.11,295.89,23.79,27.58,58.16,35.95
Meghalaya,38.2,39.11,38.2,86.67,141.14,131.33,119.44,90.9,48.7,72.2,139,133,139.25,130.7,171,141.2,81.5,363.2,21.6,25.7,72.6,45.6
Mizoram,47.91,42,45.55,104,138.86,122.17,124.5,101.55,50.45,77.82,174,189.1,177.8,128,197.5,131.4,114.63,480.6,29.18,39.55,57.73,72.38
Nagaland,40.69,41.88,48.13,96.25,130.25,125.38,122.67,98.31,50.06,71.36,200,140.31,172,148.94,202.5,137.5,77.78,313,17.56,26.56,67.5,55.31
Odisha,37.24,37.11,40.92,80.32,161.04,122.96,114.84,81.36,44.6,52.08,167.5,137.2,115.83,131,116.12,94.24,50.29,268.21,26.16,19.63,55.75,41.75
Puducherry,55,42,39,83,182,139,120,86,42,46,208,170,140, ,111,91,50,393,20,42,70,19
Punjab,38.67,25.93,31.6,85.07,158.4,122.6,116.6,101.2,45.67,59.2,200.62,126.47,120.27,116.87,138.38,100.27,50.6,260.53,26.47,23.2,57.6,59.13
Rajasthan,39.54,29,32,71.92,119.08,106.5,101.19,88.96,42.08,51.39,183.73,150.85,125.25,137.64,156.9,133.33,43.6,300,20.48,21.12,57.56,37.6
Sikkim,52.25,35.75,44.75,83.75,140.5,133.25,122,102.5,48.25,64.25, ,179.25,128.5,158.5,184.25, ,55,471.75,19.5,35.5,66.25,56.25
Tamil Nadu,57.89,44.73,53.6,88.8,179.29,147.54,124.09,94.03,43.51,46.63,209.54,179.72,125.2, ,113.89,90.71,55.29,310.83,23.91,36.57,63.57,37.57
Telangana,50.56,40.2,44.8,74.8,165.5,121.8,113.1,90.5,41,63.9,168.8,172.2,119.6,147.33,117.2,97.7,54.8,303.5,18.78,27.5,62.1,30.3
Tripura,39, ,39.25,86,148.33,129,112.5,105.75,48.5,70.25, ,130,127.67,113.5,144.5,99.5,70.5,219.75,10.5,22.75,59.5,54.75
