 Department of Consumer Affairs&nbsp( Price Monitoring Division),,,,,,,,,,,,,,,,,,,,,,
Date  30/11/2023 ,Daily Retail Prices Of Essential Commodities,Unit: (₹/Kg.),,,,,,,,,,,,,,,,,,,,
States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
Jharkhand,38.58,31.28,35.37,81.95,155,117.79,111.84,83.68,46.28,58.47,185.08,138.06,122.61,128.47,150.06,104.82,48.22,292.82,24.61,22,53.84,45.11
Karnataka,56.3,44.37,46.43,92,165.6,138.8,124.77,106.43,42.37,50.07,178.4,167.23,121.07,137.34,121.67,96.13,51.3,291.8,19,32.93,57.62,29.68
Kerala,50.92,45.15,48.31,102.92,189.15,149.64,136.58,109.67,43.92,54.08,232.8,190.38,148.33, ,118,98.73,63.46,231.54,14.62,39.69,60.23,47.54
Madhya Pradesh,38.42,28.58,34.36,81.82,160.64,115.02,113.53,90.89,43.31,57.18,194.36,136.09,119.44,111.4,137.57,107.7,48.31,251.64,19.36,19.82,55.04,34.62
Maharashtra,48.84,40.37,43.68,84.89,172.68,127.53,124.42,97.37,43.58,59,188.32,158.94,126.95,111.79,123.53,100.38,53.26,296.16,23.84,27.89,53.26,39.63
Meghalaya,38.78,39.5,38.33,88.33,141.86,128.83,119.13,91.44,49.33,72,139,134.44,139.25,131.89,171,141.2,81.5,365.22,22.22,26.78,71.44,55.44
Mizoram,48.09,42.22,46,104.22,142.43,122.17,127.63,101.55,50.55,78.55,174,189.1,169.4,128.45,197.5,131.8,115.88,479.3,29.18,38.73,58.18,69.63
Nagaland,40.69,42.25,48.13,96.25,130.25,122.88,121.33,97.38,50.06,71.71,200,139.69,172,148.31,202.5,137.5,78.33,313,17.56,27.81,68.75,62.5
Odisha,37.6,38,40.72,79.64,160.28,120.92,114,79.88,44.63,52,178.83,139.72,115.75,136.9,117.64,94.6,50.38,270.47,25.79,20.12,54.63,41.4
Puducherry,55,42,39,80,180,140,120,86,42,47,208,170,140, ,110,90,50,400,20,43,60,19
Punjab,39,25.53,31.4,85.4,160.93,123.93,116.53,100.87,45.53,59.47,203.85,128.33,119.13,118.33,136,101.27,50.33,260.67,26.4,21.67,60,60.6
Rajasthan,40.58,29.63,32.71,73.04,119.04,108.04,103.17,90.33,41.91,52.27,184.08,152.33,126.17,138.75,161.65,131.2,43.48,304.61,20.68,22.33,52.74,39.25
Sikkim,53.8,35.8,43,83,139.4,133.6,123.6,104,48.6,63.4, ,180.8,136.2,158.5,189.4, ,57.2,446,19,36,62,56.8
Tamil Nadu,57.97,44.91,52.92,88.28,178.5,148.39,123.78,94.23,43.47,46.44,210.83,179.56,125.44, ,113.28,90.67,54.86,306.36,24.11,37.14,58.83,37.17
Telangana,52.5,41,49,81,170.5,127.5,115,91.5,41.5,60,160.5,148,96.5,105,111,93,54.5,294,23.5,28,49,27.5
Tripura,39, ,39.25,83.67,148.33,129,112.5,106.25,49,70.25, ,130.25,127.67,114,144.5,99.75,70,219.75,10.5,23.25,61.5,58.75
Uttar Pradesh,37.23,26.43,32.91,79.01,150.01,115.21,111.53,94.51,43.96,62.62,191.71,141.8,129.76,132.75,158.82,112.31,48.13,243.96,26.87,19.8,56.93,42.97
Uttarakhand,36.33,28.33,33.67,91.67,142,113.33,108.33,92.67,42,62.67,156.67,136.67,134,135.33,144.67,112.5,53,256.67,28.33,22.67,60.67,47.67
West Bengal,43.57,29.8,38.09,81.74,152.74,119.55,126.43,107.74,46.04,54.7,199.09,131.78,113.39,115.87,128.91,99.67,51.96,273.65,21.87,21,58.7,53.52
Source:-  State civil supplies Dept.,Note:- All India Consumption Weighted Average Prices of Oils w.e.f 23-Feb-2022 and Wheat and Atta w.e.f 25-Feb-2023 ,NR -&gt Not Reported  ,,,,,,,,,,,,,,,,,,,,
Developed by:-  National Informatics Centre(NIC),,,,,,,,,,,,,,,,,,,,,,

