 Department of Consumer Affairs&nbsp( Price Monitoring Division),,,,,,,,,,,,,,,,,,,,,,
Date  16/11/2023 ,Daily Retail Prices Of Essential Commodities,Unit: (₹/Kg.),,,,,,,,,,,,,,,,,,,,
States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
Delhi,39,30,33,88,173,140,122,90,45,53,214,145,126,126,139,99,57,243,26,30,62,50
DNH and DD,48.67,40.67,46,90.33,167.33,134,126,97.67,44,64.33,211.33,154,137.67,133.33,127.67,101,69.67,348.67,27,21,51.33,37.33
Goa,48.5,45,42.5,94.5,179,138.5,130,96.5,44,57.5,226,160,142.5,149,117,95.5,59,325.5,24.5,34,62.5,36.5
Gujarat,41,34.2,39.6,83.8,153.4,117.6,116.8,94.6,43.5,57,198.25,142.5,154.75,138.75,126,103.75,52.25,306.25,16,24.2,64.75,31.2
Haryana,41,27.25,33.5,75.25,127.25,105.75,104.5,94.75,43.5,59.25,183,141,132.5,130.25,157,106,47,231.5,25.75,17.5,57.67,31.5
Himachal Pradesh,38.67,21,33.33,83.92,157.92,125.17,115.33,90.92,46.75,53.5,220.5,161.25,133.5,125,145.33,112.67,47.25,259.83,27.58,30.33,58.5,48.08
Jammu and Kashmir,41.4,38,40.2,94,136.8,121.4,118.4,102.4,52,51.2,243,146.8,137,133.8,145.75,121,49.2,337.6,26.6,30,55.33,46.67
Jharkhand,38.12,31.31,35.18,80.94,154.18,116.94,111.06,81.53,46.38,58.07,179.82,138.59,123.29,129.13,151.8,104.19,47.94,277.33,24.25,21.29,52.94,43.71
Karnataka,56.31,43.81,46.78,92.19,165.91,137.16,125.13,107.75,42.56,50.56,181.44,167.47,122.44,137.23,121.06,96.94,51.63,290.78,19.56,32.75,61.34,25.91
Kerala,51.38,44.69,47.23,101.08,186.46,149.58,136.42,112.23,43.54,54.23,232,185.38,147.31, ,118.54,99.33,61.92,229.15,14.46,38.46,61.69,38.69
Madhya Pradesh,38.38,28.26,34.43,80.71,157.81,113.52,112.38,89.86,43.45,57.76,195.36,135.17,118.17,109.69,138,108.05,47.76,254.17,19.9,20.1,56.61,37.36
Maharashtra,48.58,39.74,43.58,84.84,174.26,126.42,124.11,97.63,43.58,58.95,187.79,158.61,127.21,109.58,122.58,99.75,53,295.74,23.79,27.74,57.89,34.47
Meghalaya,38.3,38.78,38,83.67,141.57,129.17,119.44,91.2,48.8,72.2,139,133,139.25,130.7,171,141.2,82.33,363.2,21.6,26.1,74.2,42.8
Mizoram,47.91,41.78,45.55,104,138.86,122.17,124.5,101.55,50.27,77.82,174,188.9,178.8,128,199.5,131.4,114.63,480.6,29.18,39.36,57.91,72.38
Nagaland,40.69,41.88,48.13,95.83,130.67,125.38,122,97.69,50.06,71.36,200,139.38,172,149.56,202.5,137.5,77.22,313,17.56,26.56,66.88,52.19
Odisha,37,38.47,40.82,79.13,160,124.04,113.96,80.74,44.91,52.48,175.6,137.91,113.24,134.88,116.09,94.74,50.45,273.12,26.41,19.43,55,42.35
Punjab,39,25.57,31.5,85.21,156,123.21,115.71,101.21,46,59.07,197.08,126.71,121.07,116.86,138.83,99.3,50.86,258.71,26.29,21.57,58.57,45.21
Rajasthan,40.9,28.8,32.15,72,121.1,107.45,102.3,88.25,41.63,51.78,186.47,153.42,125.33,136.67,154.65,137,43.32,313.16,20,22.05,55.64,34.84
Sikkim,53.8,35.8,43,83,139.4,133.6,123.6,104,48.6,63.4, ,180.8,136.2,158.5,189.4, ,57.2,446,19,35.4,68,49.6
Tamil Nadu,57.66,44.4,53.53,87.84,179.75,148.28,124.5,94.11,43.31,46.81,210.63,179.97,121.97, ,113.5,90.78,55.31,314.76,24.13,36.38,64.25,37.47
Telangana,50.44,40.1,43.67,75,165.4,121,113.6,90.1,40.8,61.22,168.8,171.2,119.2,147.83,117.3,98,55.3,303.4,19.4,27.7,64.2,32.8
Tripura,39, ,39.25,85.67,148.33,129,112,105.75,48.5,70.25, ,130,127.67,113.5,144.5,99.5,70.5,219.75,10.5,22.5,59.5,51.75
Uttar Pradesh,37.11,26.29,32.69,79.07,150.3,115.18,111.41,94.03,43.85,62.49,191.97,141.42,129.55,132.59,159.04,112.37,48.42,243.49,26.85,19.66,58.97,41.49
Uttarakhand,35.5,26.75,33.75,88.5,135.5,111.5,114.5,96.25,42,62.25,161.75,137.5,130.5,136,150,112,52,264.5,28.25,21.25,59,34
West Bengal,43.68,28.38,37.63,80.79,153.42,118.84,122.84,107.63,45.63,54.21,199.1,130.95,113.42,115.11,128.32,100.17,51.84,268.32,21.16,20.05,60.84,54.37
Source:-  State civil supplies Dept.,Note:- All India Consumption Weighted Average Prices of Oils w.e.f 23-Feb-2022 and Wheat and Atta w.e.f 25-Feb-2023 ,NR -&gt Not Reported  ,,,,,,,,,,,,,,,,,,,,
Developed by:-  National Informatics Centre(NIC),,,,,,,,,,,,,,,,,,,,,,

