 Department of Consumer Affairs&nbsp( Price Monitoring Division),,,,,,,,,,,,,,,,,,,,,,
Date  22/11/2023 ,Daily Retail Prices Of Essential Commodities,Unit: (₹/Kg.),,,,,,,,,,,,,,,,,,,,
States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
Madhya Pradesh,38.23,28.54,34.44,80.98,157.79,113.83,112.71,90,43.27,57.6,193.45,135.21,118.6,111,136.85,107.38,48.13,249.63,19.45,20.06,55.94,35.5
Maharashtra,48.68,40.05,43.37,84.63,174.05,127.16,124,97.37,43.63,59.11,188.26,159.39,127.05,111,123.11,100.06,53.05,295.37,23.79,27.79,57.95,37.16
Meghalaya,38.4,39.11,38.2,88.33,141.43,128.83,119.78,91.5,48.7,72.2,139,133.4,138,129.7,171,141.2,81.5,363.2,21.6,25.7,72.9,48.9
Mizoram,47.5,41.88,45.7,101.88,140.33,123.33,125.14,101.7,50.5,78.6,174,187.33,181.25,125.33,194,134.33,114.63,474,29,39.3,57.9,71.88
Nagaland,40.69,41.88,48.13,96.67,129.83,126,122.33,98.31,50.06,71.71,200,140.31,171,148.94,202.5,137.5,77.78,313,17.56,26.88,66.56,55.63
Odisha,37.72,37.29,40.71,80.4,160.64,123.68,114.36,81.04,44.4,52.08,168.6,137.72,115.91,129.78,115.76,94.28,50.2,272.45,25.96,19.68,55.16,43.4
Puducherry,55,42,39,83,182,139,120,86,42,46,208,170,140, ,108,91,50,393,20,42,67,19
Punjab,38.53,25.93,31.47,84.87,158.87,124.13,116.67,101.07,45.53,59.47,200.31,126.6,120.2,117.27,134.77,100.18,50.13,263.27,26.47,23,56.27,57.33
Rajasthan,39.84,29.24,32.64,74.28,121.12,107.36,102.44,89.96,42.48,51.58,186.12,151.52,125.54,135.76,159.05,130.25,43.68,304,20.96,22.12,54.61,37.88
Sikkim,52.25,35.75,44.75,83.75,140.5,133.25,122,102.5,48.25,64.25, ,179.25,128.5,158.5,184.25, ,55,471.75,19.5,35.5,66.25,56.25
Tamil Nadu,57.58,44.85,53.44,88.86,179.03,147.42,123.92,93.9,43.58,46.58,209.69,179.79,124.89, ,113.69,90.92,55.17,309.5,24.08,36.92,64.08,39.08
Telangana,51.3,40.7,44.2,74.7,167.44,121.4,113.6,90.4,41.2,63.3,167.4,169.5,119.3,145.67,117.8,97.8,54.7,299.8,19.2,27.2,61.3,30.1
Tripura,39, ,39.25,83.67,148.33,129,111.5,104.5,49,70.25, ,130.25,127.67,113.75,144.5,99.75,70.5,219.75,10.5,22.75,58.75,60.75
Uttar Pradesh,37.22,26.33,32.8,78.86,149.68,115.23,111.39,93.92,43.89,62.54,191.31,141.68,129.7,132.82,159.11,111.92,48.26,243.12,26.85,19.75,58.05,44.18
Uttarakhand,35.75,27.25,34,89,138.25,112,114.5,96.5,42,62.25,161.75,136.5,130.5,133,149.75,112,52,264.5,28.25,23.75,61,43.5
West Bengal,43.91,29.22,38.18,80.95,153.14,119.33,127.14,108.45,45.77,55,199.27,131.59,113.95,114.68,128,99.95,51.95,269.73,22.18,20.27,59.95,55
Source:-  State civil supplies Dept.,Note:- All India Consumption Weighted Average Prices of Oils w.e.f 23-Feb-2022 and Wheat and Atta w.e.f 25-Feb-2023 ,NR -&gt Not Reported  ,,,,,,,,,,,,,,,,,,,,
Developed by:-  National Informatics Centre(NIC),,,,,,,,,,,,,,,,,,,,,,

