 Department of Consumer Affairs&nbsp( Price Monitoring Division),,,,,,,,,,,,,,,,,,,,,,
Date  22/11/2023 ,Daily Retail Prices Of Essential Commodities,Unit: (₹/Kg.),,,,,,,,,,,,,,,,,,,,
States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
Average Price,42.97,30.79,36.17,83.53,155.05,122.9,116.67,94.1,44.78,58.5,193.78,138.61,127.1,124.22,124.22,100.08,53.31,280.73,22.43,25.12,59.03,43.77
Maximum Price,71,58,70,133,213,181,176,153,70,80,262,258,220,200,244,176,167,560,31,70,85,88
Minimum Price,23,21,27,60,87,84,80,70,37,40,119,107,90,96,97,82,34,155,9,11,35,10
Modal Price,40,28,35,80,160,120,120,100,44,60,190,130,120,110,120,100,50,300,28,20,60,40
Andaman and Nicobar,45.67, ,68,92,169,144.33,132,97.67,54.67,72.67,226.5,184,194.67, ,140,122.67,77.33,308.33,20.67,43.33,75.67,78.33
Andhra Pradesh,53.2,43.6,45.8,82,175.2,134,122.2,100.8,43.2,59.8,174.4,184.2,112.8,153,110.4,87.75,59.6,343,21.8,31.8,57.4,24.8
Arunachal pradesh,35.5,42,38,92.25,138.75,124.25,120.75,105,52,71,160,152.33,153.33,136,188.33, ,68,300,21.67,26,71,53.33
Assam,42.82,30.91,36.75,81.71,143.04,112.71,113.89,92.04,46.89,69.96,210.5,147.3,137.7,137.78,152.41,114,57.93,257.69,13.44,21.81,61.96,45.54
Bihar,38.11,27.75,33.94,77.66,150.11,119,113.31,81.17,44.58,55.83,186.53,135.19,123.42,127.36,165.9,108.29,48.67,268.58,22.75,18.89,54.64,47.81
Chandigarh,42,32,36,80,135,115,113,94,43,59,192,150,128,130,148,107,51,276,27,29,60,55
Chhattisgarh,41.71,37.43,39,85.57,158.71,112,113.14,91.57,43.14,59.57,207.86,143.86,124.43,124.14,138.43,109.14,51.43,304.57,25.71,26.86,59.14,39
Delhi,39,30,33,88,177,142,125,90,45,53,214,146,126,126,139,99,57,243,26,27,63,53
DNH and DD,48.33,40,45.67,88.67,167.33,138,125.33,96.67,43.67,64.33,210,154,137.33,132.67,126,101,69.67,351,27,21.67,56.67,44.67
Goa,48.5,44.5,42.5,95,179,139.5,131.5,96.5,44,57.5,226,160,142.5,149,117,95.5,59,325.5,24.5,35,64,43.5
Gujarat,38.5,32.6,35.8,80.2,144.75,112.2,104.4,90,42.4,59.25,198,136.8,134.4,138.8,131.8,107.6,53,264.8,16.2,22.4,58.75,27.6
Haryana,42,28,34,76.75,128.5,106.75,106,96.25,44.25,59.5,178.25,139.5,127.75,127,159.5,105.25,46.5,230.25,25,19.33,59,39.67
Himachal Pradesh,38.83,21,33.42,84.08,157.33,126.5,115.42,90.5,46.92,53.5,222,161.92,133.67,125.2,145.33,112.67,47,259.83,27.58,29.83,59.17,58
Jammu and Kashmir,40.86,32.4,39.86,92.14,136.86,121.14,118.43,103.43,51.29,52.86,243,149.14,137.86,136.71,148.33,135.25,49.29,338.57,26,30.86,58.14,56.29
Jharkhand,38.84,31.61,35.21,81.89,154.95,117.26,112.16,83.63,46.24,58.19,184.85,138.05,123.84,128.22,150.53,104.78,48.94,294.38,24.29,21.74,52,44.79
Karnataka,56.61,44.06,46.9,91.35,166.42,138.29,124.9,106.65,42.58,50.58,182.1,168.13,120.97,137.47,121.1,96.87,51.68,288.39,19.74,34.03,60.97,27.45
Kerala,50.62,45.31,48.08,102.85,188.85,149.77,136.58,113.62,43.62,53.46,230.57,188.44,148.15, ,118.69,99.08,61.85,234.69,14.31,39.31,60.23,47.85
