 Department of Consumer Affairs&nbsp( Price Monitoring Division),,,,,,,,,,,,,,,,,,,,,,
Date  23/11/2023 ,Daily Retail Prices Of Essential Commodities,Unit: (₹/Kg.),,,,,,,,,,,,,,,,,,,,
States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
Sikkim,53.8,35.8,43,83,139.4,133.6,123.6,104,48.6,63.4, ,180.8,136.2,158.5,189.4, ,57.2,446,19,35.4,63,55.8
Tamil Nadu,58.14,44.64,53.31,88.26,179.74,148.17,124.46,94.45,43.43,46.54,211.2,180.45,123.89, ,113.26,90.83,55.2,308.67,23.8,37.11,63.54,39.66
Telangana,51.11,40.9,44.7,75.2,166.8,121.6,114,90.4,40.9,63.6,168.2,170.7,119.1,146.83,117.7,97.6,54.7,304.67,18.78,27.8,62.1,30.1
Tripura,39, ,39.25,83.67,148.33,129,111.5,104.5,49,70.25, ,130.25,127.67,113.75,144.5,99.75,70.5,219.75,10.5,22.75,59,60.75
Uttar Pradesh,37.18,26.3,32.64,78.82,149.62,115.01,111.32,94.15,43.89,62.47,191.86,141.89,129.34,132.46,158.58,111.97,48.16,243.03,26.89,19.58,58.04,44.14
Uttarakhand,36,26,32.5,91,161.5,120,120.5,91,41,63,169,136,125.5,129,141.5,85,51,217,28,20,60,31.5
West Bengal,43.45,29.8,37.77,81.59,151.59,119.71,124.59,107.5,45.77,54.59,199.18,132.45,113.45,116.73,129.45,99.9,51.86,273.45,21.64,21.05,59.68,53.68
Source:-  State civil supplies Dept.,Note:- All India Consumption Weighted Average Prices of Oils w.e.f 23-Feb-2022 and Wheat and Atta w.e.f 25-Feb-2023 ,NR -&gt Not Reported  ,,,,,,,,,,,,,,,,,,,,
Developed by:-  National Informatics Centre(NIC),,,,,,,,,,,,,,,,,,,,,,

