 Department of Consumer Affairs&nbsp( Price Monitoring Division),,,,,,,,,,,,,,,,,,,,,,
Date  11/11/2023 ,Daily Retail Prices Of Essential Commodities,Unit: (₹/Kg.),,,,,,,,,,,,,,,,,,,,
States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
Average Price,42.62,30.66,36.36,83.07,155.63,122.13,116.36,93.83,44.77,58.48,192.6,138.24,125.92,121.86,123.97,99.91,52.76,277.9,22.64,24.3,59.48,36.97
Maximum Price,71,54,70,133,192,181,166,152,70,80,257,258,220,200,244,198,167,559,31,70,90,83
Minimum Price,28,21,27,60,87,85,87,70,37,40,125,110,94,98,99,80,34,155,9,12,25,10
Modal Price,38,28,32,80,160,120,120,90,44,60,191.67,130,120,115,125,100,50,200,28,20,60,40
Andaman and Nicobar,45.67, ,68,92,169,144,131,97.67,54.33,72.67,226.5,184,194.67, ,140.67,122.33,77.33,308.33,20.67,43.33,76.67,77.33
Andhra Pradesh,53.2,43,45.4,82.2,173.4,133.6,121.8,100.8,43.6,58.6,174.4,182.6,112.2,153,110.2,87.5,59.4,340.6,21.6,29,66.5,26.5
Arunachal pradesh,37,42,40,94.5,142.5,130,125,105,55,72, ,120,120,120,180, , , ,15,25,80,50
Assam,42.05,31.43,36.73,82.86,145.81,112.39,113.05,92.14,46.91,70.64,212.4,145.86,135.06,135.05,153,110.69,58.68,259.67,14,21.27,60.55,42.75
Bihar,38.66,27.71,33.89,77.2,149.06,117.43,112.66,81.11,44.34,55.43,189.56,135.94,122.94,127.63,165.24,108.76,48.4,275.74,22.31,18.97,53.11,38.09
Chandigarh,42,32,36,80,135,115,113,94,43,59,192,150,128,130,148,107,51,276,27,25,70,40
Chhattisgarh,42.43,37.43,39.14,84.86,158.43,111.43,112.57,91.71,43.29,60,203.14,143.71,124.14,123.29,139.57,109.86,51.57,304.57,25.57,27.86,63.86,36.86
Delhi,39,30,33,88,173,140,125,90,45,53,214,143,126,124,139,99,57,243,26,30,62,45
DNH and DD,48.67,40.33,46,91,167.33,134,126.67,97.67,44,64.33,210,153.33,137.67,133.33,127.67,101,69.67,348.67,27,20.33,56.33,27
Gujarat,40.6,34.4,39,77.2,149.6,115.4,111.6,90,42.4,57.25,188.5,143.25,149.5,136.2,131.6,107.8,49.8,310.25,18.8,25.5,59.5,30.75
Haryana,44.67,27.33,34.33,75,128,110,106,97,44.33,59.67,185,140.67,126.67,129.33,164,108.67,44.33,239,25.67,17,51.67,32.33
Himachal Pradesh,38.67,21,33.25,84.17,157.58,124.83,115.42,91.08,46.67,53.5,220,160.92,134,125.4,145.83,112.67,47.58,258.92,27.58,31.25,60.83,41.25
Jammu and Kashmir,40.4,33.25,39.2,91.6,141,119.8,118.8,102.8,52,51,243,142.8,136.4,131,151.25,128.33,49.67,341.5,26.83,28.6,52.2,38.8
