 Department of Consumer Affairs&nbsp( Price Monitoring Division),,,,,,,,,,,,,,,,,,,,,,
Date  11/11/2023 ,Daily Retail Prices Of Essential Commodities,Unit: (₹/Kg.),,,,,,,,,,,,,,,,,,,,
States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
Jharkhand,39,31.33,35.37,82.26,155.63,117,111.68,83.89,46.33,58.12,185.31,138,123.21,129.06,150.47,105.06,48.39,292.82,24.61,20.58,51.53,38.79
Karnataka,56.39,43.35,47.1,91.19,165.97,136.23,124.52,107.29,42.39,50.52,180.23,166.61,122.13,136.73,120.9,96.06,51.74,292,19.29,32.55,64.03,22.94
Madhya Pradesh,38.15,27.93,34.12,80.54,158.59,113.78,112.73,89.85,43.29,57.73,194.29,135.39,118.17,110.15,139.13,107.75,47.73,250.98,19.71,20.2,55.56,34.98
Maharashtra,48.68,39.58,43.47,85.16,174,126.53,124,98,43.47,58.63,188.21,158.5,127.42,109.05,121.63,100.38,53.79,295.11,23.79,27.32,58.21,26.05
Meghalaya,38.11,38.88,38,83.67,142.14,129.17,118.63,91.67,48.22,72,139,134.44,139.25,133.22,171,145.6,81.17,365.56,22.22,27.33,76.22,41.78
Mizoram,50,37.5,52.5,98, , ,120,106,50,77.5, ,185,220,140, , ,133.5,520,27.5,50,65,61.5
Nagaland,40.56,41.63,48,96.25,130.67,125,122,97.69,50.06,71.36,200,140.63,172,151.13,202.5,137.5,77.78,313,17.56,26.56,65.63,51.88
Odisha,37.08,37.8,40.92,80.62,160,127,115.23,81.62,45,52.92,160,135.23,111.75,130.33,113.69,93.38,50.92,258.78,26.54,19.15,53.46,37.92
Puducherry,54,41,38,83,182,139,120,86,41,46,207,170,140, ,110,90,50,393,20,40,85,15
Punjab,38.5,25.33,30.67,86,155.5,121.42,115.33,101,45.75,58.75,195.6,125,121.17,116.17,136,101.88,50.67,256.92,26.25,21.67,56.67,36.58
Rajasthan,35.86,28.43,31.14,70.71,119.71,104.29,101.71,90.29,41.57,52.86,174.86,151.29,118,134.14,154.71,111,43,289,20.29,21.29,50.14,34.14
Sikkim,54.67,35.67,45.67,85,142.33,132.67,116.67,96.67,47.67,64, ,173,122,155.33,174.33, ,56.67,469,19.33,34,70,45
Tamil Nadu,57.83,43.74,53.59,88.66,179.31,146.83,124.79,94.73,43.21,46.62,210.86,183.22,123.97, ,112.9,90.52,55.31,302.37,24.66,36.93,65.86,39.17
Telangana,48,37,48.67,78,165,123,112.33,91.67,40,59,167,159.33,106.33,109,111,97.33,55,288.67,19,23,62.33,29
Tripura,39, ,38.75,85.67,148.67,129,112,105.5,48.5,70.25, ,130,127.67,113.5,144.5,99.75,70.5,221.5,10.5,22.75,60.5,48.5
Uttar Pradesh,36.97,26.2,32.69,79.34,151.29,115.21,111.5,93.8,43.96,62.23,192.12,141.37,129.61,132.06,158.48,112.25,48.71,241.6,26.81,19.71,58.9,35.76
Uttarakhand,36,25.5,32,90.5,158.5,120,120.5,91,42,65.5,169,136,125.5,129,141.5,85,53,258,28.5,18,56.5,24.5
West Bengal,43.06,29.11,38.17,80.06,147.89,116.41,123.83,107.72,45.28,54.72,199.18,131.22,112.61,114.94,129.22,101,51.22,265.61,21.39,20.56,60.28,45.06
Source:-  State civil supplies Dept.,Note:- All India Consumption Weighted Average Prices of Oils w.e.f 23-Feb-2022 and Wheat and Atta w.e.f 25-Feb-2023 ,NR -&gt Not Reported  ,,,,,,,,,,,,,,,,,,,,
Developed by:-  National Informatics Centre(NIC),,,,,,,,,,,,,,,,,,,,,,

