 Department of Consumer Affairs&nbsp( Price Monitoring Division),,,,,,,,,,,,,,,,,,,,,,
Date  07/11/2023 ,Daily Retail Prices Of Essential Commodities,Unit: (₹/Kg.),,,,,,,,,,,,,,,,,,,,
States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
Average Price,42.82,30.64,35.99,82.83,154.17,121.38,116.03,94.03,44.43,58.11,193.17,139.12,126.95,125.07,124.35,100.47,52.96,279.33,22.18,24.81,59.54,34.87
Maximum Price,70,58,70,133,234,180,176,152,70,80,257,258,220,200,244,198,167,559,31,65,90,100
Minimum Price,23,21,27,60,87,85,80,70,37,40,125,108,88,98,99,80,36,155,9,11,21,10
Modal Price,40,28,35,80,160,115,120,95,43,60,200,130,120,115,120,100,50,275,28,20,60,40
Andaman and Nicobar,45.33, ,68,91.33,169,144,131,97.67,54.33,72.67,226.5,184,194.67, ,140.67,122.33,77.33,308.33,20.67,46.67,73.33,75
Andhra Pradesh,52.8,43,45.6,81.8,170.4,133.2,121.8,100.8,43.75,58.25,172.8,183.2,112.8,153,111,93.8,60.75,378.25,22,28.75,64.25,25.75
Arunachal pradesh,35.5,42,38,91.75,138.75,124.25,120.75,105,52,71,160,131.5,120,124,170, ,68,300,21.33,26,75,50
Assam,43.04,30.91,37.04,81.52,141.92,113.09,113.59,92.7,46.48,69.63,207.14,148.63,138.45,139.15,155.09,115.61,57.67,260,13.44,21.92,61.69,42.83
Bihar,38.41,27.22,33.86,77.3,148.95,116.35,112.86,81.49,44.35,55.3,193.47,135.97,123.41,127.81,164.1,108.69,48.73,274.54,22.65,19.35,56.05,35.7
Chandigarh,42,32,36,80,135,115,113,94,43,59,192,150,128,130,148,107,51,276,27,25,70,40
