 Department of Consumer Affairs&nbsp( Price Monitoring Division),,,,,,,,,,,,,,,,,,,,,,
Date  06/11/2023 ,Daily Retail Prices Of Essential Commodities,Unit: (₹/Kg.),,,,,,,,,,,,,,,,,,,,
States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
Average Price,42.83,30.62,35.93,83.06,153.9,121.01,115.9,93.93,44.45,58.41,192.62,138.95,126.89,124.49,124.32,100.21,52.97,279.26,22.24,24.81,59.93,34.76
Maximum Price,70,58,70,133,213,180,176,152,70,80,257,248,220,197,244,198,167,560,32,60,90,100
Minimum Price,27,21,27,60,85,79,80,70,37,40,125,108,88,96,97,80,34,155,9,11,21,10
Modal Price,40,28,35,80,160,120,120,100,43,60,200,130,120,115,117.5,100,50,250,28,20,60,40
Andaman and Nicobar,45.33, ,68,91.33,169,143,131,97.67,54.33,72.67,226.5,184,194.67, ,140.67,122.33,77.33,308.33,20.67,46.67,70,71.67
Andhra Pradesh,56,43.5,45.5,87,178.75,137.5,125.5,100,43.5,58.25,172.75,165.25,110.75,129.5,111.67,88.25,60.5,378.25,22,30.5,63.75,26.25
Arunachal pradesh,40.5, ,38.5,98.5,152.5,123.5,126.5,105,53,72.5,160,131.5,120,124,170, ,66,300,17,25,81,50
Assam,42.71,30.91,36.75,81.71,142.59,112.5,113.5,92.43,46.52,69.7,207.29,148.25,138.57,138.71,154,115.56,57.85,259.04,13.41,21.68,61.07,42.84
Bihar,38.41,27.27,33.62,77.46,149,116.76,112.81,81.03,44.34,55.86,191.69,135.27,122.86,127.41,164.52,108.47,48.57,268.37,22.77,19.39,56.81,34.83
Chandigarh,42,32,36,80,135,115,113,94,43,59,192,150,128,130,148,107,51,276,27,25,70,40
Chhattisgarh,41.11,35.11,37.44,85.67,161.89,109.22,109.56,94.33,42.56,58.67,192.78,150.22,128.56,126.11,141.22,114.11,50.89,290.33,24.22,27.11,59.11,32.22
Delhi,39,30,33,88,173,142,125,90,45,53,214,143,126,124,139,99,57,243,26,28,67,40
DNH and DD,48,40.33,45.67,90.67,166.67,134.33,126,97.67,44,64.33,211.67,153.33,137.33,134.33,127,101,69.33,348.67,27,20.33,60.67,20.33
Goa,48,44.5,42.5,94.5,179,134,130,96.5,44,57.5,226,161.5,142.5,149,117,95,59,325.5,24.5,34,65,26.5
Gujarat,39.57,34.29,38.14,80.29,146.43,114.43,109.71,94.14,42.14,59.14,195.29,137,130.57,134.14,127.14,107.29,49.86,268.67,14.17,24.86,63,24
Haryana,41.33,28,33,78.67,136.33,111,109,97.33,44.67,60.33,180,131.67,131.67,125.33,156,108.33,48,247.33,28.33,18.67,53.67,29
Himachal Pradesh,38.58,21,33.25,84.17,156.83,124.17,115.08,91.17,46.58,53.42,218.5,160.58,133.92,126.2,145.83,112.67,47.92,248.64,27.58,30.83,63.58,37
Jammu and Kashmir,38.33,33.33,42,90,135.67,120,121,101.67,53.33,48.67,243,150.33,138.33,135.67,156,121,48.33,313,26.67,29.33,51.67,36
Jharkhand,39,31.5,35.26,81.89,156.47,116,111.89,84,46.22,58.18,184,138.95,123.58,130,151.35,105.33,48.39,294.18,24.67,20,51.74,36.58
Karnataka,56.22,43.19,46.81,91.66,164.78,135.59,124.28,107.66,42.47,50.47,181.44,167.78,122.28,137.32,121.06,97.34,51.56,290.22,19.47,32.88,65.31,22.22
Kerala,50.55,45,46.36,101.55,186.36,146.6,132.9,113.45,43.55,54.09,234.17,189.44,147.09, ,117.18,97.73,60.64,230.64,14.18,38.09,63.45,31.73
Madhya Pradesh,38.08,28.52,34.35,80.69,155.58,111.56,112.1,89.9,43.4,57.69,192.32,135.17,117.75,109.83,138,107.13,48.04,249.23,19.4,20.42,59.19,31.54
Maharashtra,48.79,39.47,43.53,85.16,174,125.95,124.47,97.84,43.47,58.63,188.58,158.78,127.47,109.21,122.26,100.19,53.63,294.42,23.79,27.58,59.58,24.47
Meghalaya,38.44,38,37.33,82,134.67,127,119.63,90.44,47.78,72.22,139,134.11,139.25,132,183,157,80,349.44,21.78,26.44,76.89,41.11
Mizoram,48.56,40.71,46.22,107,141,124.6,120.5,101.33,50.33,77.33,198,191,179.2,129,203,132.33,116.17,474.13,29,39.44,56,73.5
Nagaland,40.8,41.88,48,98.18,131.08,122.88,119.29,96.87,50.07,71.46,200,140,172,150.2,202.5,137.5,80.63,308.93,17.53,27,57.8,51
Odisha,37.29,37.79,40.96,79.54,160.5,120.92,114.13,81.17,44.65,52.59,158,138.38,114.14,125.33,115.96,93.88,51.13,271.11,26.04,20.04,54.83,37.71
Puducherry,54,41,38,83,182,139,120,86,41,46,207,170,140, ,110,90,50,393,20,40,85,15
Punjab,38.08,25.08,30.38,85.23,153.54,121.38,114.85,99.69,44.54,59.08,201.91,128.67,121.58,119,139,105.33,51.62,261.46,26.31,21.08,58.31,31.62
Rajasthan,39.66,29.45,32.34,73.21,119.97,107.59,102.07,89.28,41.71,51.22,185.93,150.54,124.7,137.61,158.22,137.25,43.07,296.71,20.07,22.62,45.03,34.31
Sikkim,53.8,35.8,43,83,139.4,133.6,123.6,104,48.6,63.4, ,180.8,136.2,158.5,189.4, ,57.2,446,19,35.4,62.6,43
Tamil Nadu,56.94,44.38,53.91,87.5,177.82,145.82,123.47,93.48,43.38,46.6,210.97,180.28,124.46, ,113.2,90.26,54.94,313.23,23.94,35.94,67.56,33.21
Telangana,50.8,39.9,43.8,74.5,164.5,120.7,113.5,90,40.8,62.4,167.8,170.3,118.7,147,116.3,97.9,55.7,297,18.5,27.1,68.1,28.2
Tripura,39, ,38.5,85.67,148.67,129,112,105.5,48.5,70.25, ,130,127.67,113.5,144.5,99.75,70.5,221.5,10.5,22.75,62,46.5
Uttar Pradesh,37.12,26.25,32.7,78.7,149.38,114.2,110.86,94.03,43.5,62.33,191.6,141.64,129.74,132.36,158.84,112.41,48.53,243.18,26.89,19.49,60.11,32.29
Uttarakhand,35.5,26.25,32.75,88.5,134.75,111.25,114.25,96.25,41.75,62.5,161.5,138.25,131.5,136.75,150,112,52,264.5,28.25,22.5,61,28
West Bengal,43.65,29.7,38.09,81.35,150.83,118.55,126.96,108.3,45.52,54.78,199.18,132.52,113.87,116.09,130.52,100.05,52.57,274.61,21.78,21.7,60.87,43.61
Source:-  State civil supplies Dept.,Note:- All India Consumption Weighted Average Prices of Oils w.e.f 23-Feb-2022 and Wheat and Atta w.e.f 25-Feb-2023 ,NR -&gt Not Reported  ,,,,,,,,,,,,,,,,,,,,
Developed by:-  National Informatics Centre(NIC),,,,,,,,,,,,,,,,,,,,,,

