 Department of Consumer Affairs&nbsp( Price Monitoring Division),,,,,,,,,,,,,,,,,,,,,,
Date  28/11/2023 ,Daily Retail Prices Of Essential Commodities,Unit: (₹/Kg.),,,,,,,,,,,,,,,,,,,,
States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
Haryana,41.75,28,34.25,77,130.5,107.5,106,97,44.25,59.5,180.75,142,128,127.5,159.75,108.25,46.5,233.75,25,18.5,51.5,39.5
Himachal Pradesh,38.83,21,33.42,84.08,159,127.5,115.58,89.92,46.92,53.5,222.67,162.08,133.25,126,145.83,112.67,46.75,259.17,27.58,28.5,59,55.92
Jammu and Kashmir,41,32.75,40,88,133.6,118.8,117.4,99.6,51.6,53.4,240,151.8,142.2,139.2,157.75,132.67,48.6,333.6,25.2,27.6,56.4,54.6
Jharkhand,38.68,31.44,35.37,81.89,154.53,117.11,111.79,83.74,46.41,58.5,185.08,137.84,123.16,128.17,151.94,104.67,48.82,297.31,24.53,21.06,52.56,44.67
Karnataka,56.16,44.31,46.75,92.44,165.38,138.53,124.88,107.03,42.5,50.5,181.25,167.16,121.91,137.26,121.56,96.97,51.59,291.06,19.53,33,58.34,29.09
Kerala,50.77,45.14,47.54,102,188.86,150.58,136.23,111.77,43.79,53.93,234.17,186.78,147.38, ,118.21,98,62.71,230.64,14.36,39.21,56.86,47.57
Madhya Pradesh,38.45,28.7,34.4,82.11,158.66,114.17,113.21,90.55,43.23,57.45,193.64,135.34,118.57,110.98,136.15,107.13,47.87,250.79,19.24,20.04,55.32,34.7
Maharashtra,48.79,40.37,43.53,84.63,172.89,127.63,123.74,97.47,43.53,59.21,188.21,159.28,126.95,111.53,123.68,100.31,53.21,296,23.84,27.84,53.84,38.21
Meghalaya,38.7,39.33,38.3,88.33,141.43,128.83,119.78,91.5,49.2,72.2,139,133.5,138,129.9,171,141.2,81.5,363.2,21.6,26,72,56.7
Mizoram,48.09,42.33,45.73,104.22,140.67,122.5,124.43,101.55,50.45,77.33,174,188.4,177.5,128.45,197.5,131.8,115.88,480.6,29.18,38.55,58.09,71.5
Nagaland,41.07,42.25,48.67,96.36,132.09,124.13,123.21,98.2,50.07,71.08,200,140,172,148.2,202.5,137.5,78.75,311.79,17.53,27.33,66.67,57.33
Odisha,37.48,37.4,41.29,80,159.72,120.64,114.04,80.68,44.65,52.68,164.17,138.92,117,129.6,118.12,94.92,50.87,263.94,25.92,19.83,54.83,42.17
Puducherry,55,42,39,83,182,139,120,86,42,46,208,170,140, ,108,91,50,393,20,43,68,19
Punjab,38.8,25.6,31.27,85,161.87,124,117,101.47,45.47,59.53,204.31,127.33,119.6,118.27,136.38,101.09,50.4,266.36,26.47,22,56.87,58.47
Rajasthan,39.71,29.48,32.72,72.84,119.92,106.64,101.4,90.2,41.83,51.86,183.88,156.16,125.35,142.29,160.19,137,43.67,301.5,20.3,23.13,54.89,40.43
Sikkim,53.75,36.75,42.5,83.75,144.25,134.5,127.75,106.25,49.5,63, ,180.25,141.75,155.67,189.25, ,59,452.5,18.5,36.25,60,59.75
Tamil Nadu,57.95,44.77,53.14,88.27,178.7,147.78,123.65,94.47,43.35,46.51,210.81,180.36,125.32, ,113.35,90.97,54.81,306.48,24.03,36.54,58.92,37.86
Telangana,51.3,40.7,44.2,74.7,165.5,122.1,114.3,90.2,41.1,63.2,168,169.44,120.1,145.67,117.4,97.7,54.6,299.7,19.1,27.9,59.5,29.3
Tripura,39, ,39.25,83.67,148.33,129,111.5,104.75,49,70.25, ,130.25,127.67,114,144.5,99.75,70,219.75,10.5,23.75,60,59
Uttar Pradesh,37.23,26.39,32.79,78.88,149.87,115.28,111.59,94.57,43.92,62.55,191.42,141.74,129.56,132.63,159.11,112.07,48.05,243.59,26.91,19.68,56.66,43.48
Uttarakhand,35.75,27,34.25,87,136.25,111.25,111.25,95,42,62.25,157.25,133.25,130.5,132.75,150,112.5,52,264.5,28.25,23.25,60.75,50
West Bengal,43.57,29.8,38.04,81.61,152.61,119.45,126.61,107.74,45.91,54.65,199.64,131.39,113.39,115.7,128.78,99.57,51.91,273.48,21.83,21.09,58.65,53.04
Source:-  State civil supplies Dept.,Note:- All India Consumption Weighted Average Prices of Oils w.e.f 23-Feb-2022 and Wheat and Atta w.e.f 25-Feb-2023 ,NR -&gt Not Reported  ,,,,,,,,,,,,,,,,,,,,
Developed by:-  National Informatics Centre(NIC),,,,,,,,,,,,,,,,,,,,,,

