 Department of Consumer Affairs&nbsp( Price Monitoring Division),,,,,,,,,,,,,,,,,,,,,,
Date  10/11/2023 ,Daily Retail Prices Of Essential Commodities,Unit: (₹/Kg.),,,,,,,,,,,,,,,,,,,,
States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
Sikkim,53.8,35.8,43,83,139.4,133.6,123.6,104,48.6,63.4, ,180.8,136.2,158.5,189.4, ,57.2,446,19,35.4,66.4,45
Tamil Nadu,57.09,44.44,53,87.71,178.91,146.37,123.89,93.42,43.4,46.77,211.14,180,125.09, ,113.14,90.77,55.29,309.63,24.06,36.03,66.09,38.17
Telangana,51,39.7,44.5,74.2,164.3,121.2,112.8,90.1,40.7,64.33,168.5,171.8,118.5,148.33,117,98,55.4,303.5,19.5,28,65.3,30.7
Tripura,38.67, ,39.67,86,150.5,134.5,111.67,107.33,48,69.67, ,132.67,137.5,115,149.33,102,75,239.33,10.67,24.33,61,44.33
Uttar Pradesh,37.12,26.32,32.73,78.92,149.68,114.51,110.92,93.97,43.79,62.41,191.41,141.53,129.67,132.44,159.05,112.22,48.43,243.52,26.87,19.6,59.55,34.85
Uttarakhand,35.33,25,33,84.67,149,115.33,120.33,95,42,64,165.67,133.67,123.67,131,149.67,85,51.67,268,28.33,18.67,58.67,23.67
West Bengal,43.61,29.7,38.26,81.35,150.61,119.27,126.91,108.26,45.7,54.78,199.18,132.61,113.96,115.96,130,100,52.35,274.61,21.78,21.35,60.78,46.48
Source:-  State civil supplies Dept.,Note:- All India Consumption Weighted Average Prices of Oils w.e.f 23-Feb-2022 and Wheat and Atta w.e.f 25-Feb-2023 ,NR -&gt Not Reported  ,,,,,,,,,,,,,,,,,,,,
Developed by:-  National Informatics Centre(NIC),,,,,,,,,,,,,,,,,,,,,,

