 Department of Consumer Affairs&nbsp( Price Monitoring Division),,,,,,,,,,,,,,,,,,,,,,
Date  05/11/2023 ,Daily Retail Prices Of Essential Commodities,Unit: (₹/Kg.),,,,,,,,,,,,,,,,,,,,
States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
Gujarat,43.5,36.5,40.75,85.5,150.5,121,119,103.5,43,59.5,199,136.25,134,133,124.5,109,50,269.75,15,27,63.5,23.5
Haryana,44,27,33.67,76,126.67,108.33,105,96,43.67,59.67,186,141.67,127.67,126.67,165.67,108.33,45.67,237.33,25,16.33,47.33,28.67
Himachal Pradesh,38.5,21,33.25,84.17,156.92,124.17,115.17,91,46.58,53.42,218.5,160.25,133.83,126.3,145.83,112.67,47.92,258.33,27.58,30.58,65.58,36.42
Jammu and Kashmir,36,26,33,90,110,110,120,100,60,48, ,148,145,145,148,142,48,307,24,26,57,45
Jharkhand,39,31.07,34.93,82.13,156.73,115.07,110.07,83.53,45.86,57.77,188.4,137.67,119.93,129.57,152.92,104.64,47.64,294.69,23.79,19.6,51.6,36.33
Karnataka,55.94,43.06,46.23,91.94,164.42,136.06,124.65,107.87,42.39,50.06,180.03,168.48,121.94,137.6,120.81,97.16,51.16,289.45,19.23,32.68,65,21.77
Madhya Pradesh,38.23,28.4,34.27,79.7,156.72,111.4,113.05,89.78,43.27,57.08,192.33,136.79,118.3,110.15,139.44,108.9,47.8,248.45,19.18,20,58.25,30.48
Maharashtra,48.89,39.47,43.53,84.74,173.74,125.74,124.26,98,43.53,58.68,188.47,159.11,127.47,109.47,122.53,100.5,53.58,294.42,23.79,27.63,59.95,23.68
Meghalaya,41.5,36.25,35.5,80,116,115,117.67,91.75,46.75,72.25, ,135,135,125,200,120,76.67,325,25.5,26.75,75.75,36.75
Mizoram,50,37.5,52.5,98, , ,120,106,50,77.5, ,185,220,140, , ,133.5,520,27.5,50,65,61.5
Odisha,37.44,38.25,40.78,80,159.67,124.89,114.11,79.78,46.11,53,171,134.11,108.5,124.5,113.78,91.44,50.44,243.86,26.44,19.44,52.33,36.78
Puducherry,55,42,39,80,180,140,120,86, , , , , , , , , , , , , , 
Punjab,37.6,24.8,29.8,86.1,154.1,122.4,114.5,99.9,45,58.4,194.22,128.7,121.2,116.9,136,104.33,52.2,260.1,26.3,20.5,58.5,30.6
Rajasthan,37.38,28.63,31.38,70.38,119.25,104.88,104.13,93.63,41.38,52.75,171.5,150.57,120.29,131,160.63, ,43.75,286.75,20.25,24.5,47.63,34.38
Sikkim,57,34,40.5,80,127.5,132.5,118.5,102.5,47.5,62.5, ,185,140.5,167,200, ,58,381.5,19,35,60,47.5
Tamil Nadu,58.04,44.04,53.28,87.64,179.08,145.56,123.68,93.09,43.24,45.87,211.8,180.41,122.48, ,112.88,90.24,54.64,292.19,24.4,36.52,68.52,29.16
Telangana,52.5,40.5,48.5,80,164.5,122,114,90,40.5,60,166,150.5,98.5,109,108.5,92.5,55,289,22,27.5,63.5,24.5
Uttar Pradesh,37.29,26.25,32.86,79.62,150.9,115.34,111.19,93,43.86,62.4,193.36,141.21,129.81,132.33,159.54,112.9,49.07,241.95,26.78,19.42,59.3,31.68
Uttarakhand,36,25,30,98,185,130,135,100,41,63,193,135,122,122,138,85,51,217,28,20,53,27
West Bengal,42,29.14,38.29,79.36,147.57,115.92,124.93,109,45.08,55.38,201.1,131.86,111.93,114.71,130.64,101.93,52.31,263.62,21.08,21.5,60.64,44.21
Source:-  State civil supplies Dept.,Note:- All India Consumption Weighted Average Prices of Oils w.e.f 23-Feb-2022 and Wheat and Atta w.e.f 25-Feb-2023 ,NR -&gt Not Reported  ,,,,,,,,,,,,,,,,,,,,
Developed by:-  National Informatics Centre(NIC),,,,,,,,,,,,,,,,,,,,,,

