 Department of Consumer Affairs&nbsp( Price Monitoring Division),,,,,,,,,,,,,,,,,,,,,,
Date  08/11/2023 ,Daily Retail Prices Of Essential Commodities,Unit: (₹/Kg.),,,,,,,,,,,,,,,,,,,,
States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
Gujarat,40,34.13,38.63,78.14,148.75,115.63,110.63,92.25,42.71,58.5,196.71,141,137.5,134.71,127.14,104.86,49.43,280.5,18,25.33,60.17,26.5
Haryana,41.25,27.25,33.75,75.5,127.25,106.25,104,94.5,44.33,59.67,181,137.33,127.67,123,152.33,97.33,44.33,239,25.67,17.25,49,28
Himachal Pradesh,38.5,21,33.17,84,157.25,124.58,115,91.08,46.58,53.42,220,160.67,134.17,125.6,145.83,112.67,47.75,258.92,27.58,30.83,61.75,38.33
Jammu and Kashmir,39.75,31.75,41,86.75,131.25,119.75,118.25,101.25,52,52.5,243,157.75,142,143,160.75,133,48.25,311.25,25,27.25,55,35.75
Jharkhand,39,31.76,35.61,82.56,155.61,116.67,111.67,84.33,46.06,58.31,185.15,139.44,122.39,130.06,152.69,105.47,48.71,299.94,24.35,20.12,53.82,37.41
Karnataka,56.13,43.38,46.81,91.44,165.06,135.84,124.59,107.66,42.47,50.5,181.41,167.84,122.28,137.26,120.75,96.91,51.59,291.06,19.5,32.72,65.69,22.66
Kerala,50.25,45.58,48.25,101.58,188.17,149.27,134.64,111.42,43.33,54.17,230.14,182.56,142.42, ,117.33,97.73,60.33,227.58,14.17,38.5,61.08,34.58
Madhya Pradesh,38.09,28.4,34.38,80.89,156.09,112.15,112.23,90.26,43.26,57.5,193.19,134.66,117.91,109.7,137.76,107.26,47.8,249.74,19.61,20.3,57.55,32.19
Maharashtra,48.58,39.53,43.58,85.11,174,126.32,124.05,97.84,43.42,58.63,188.21,158.56,127.26,109.47,122.26,100.25,53.63,294.42,23.79,27.47,58.79,24.53
Meghalaya,38.44,37.63,37,84,143,129.17,119.5,91.22,48.22,72.44,139,131.89,139.25,124.89,171,148.25,81.17,351.67,22.33,26,75.11,38.78
Mizoram,47.91,41.67,45.55,104,138.86,122.17,124.5,101.55,50.27,77.82,174,188.4,188.5,128.27,203,131.4,114.63,480.3,29.18,39.27,56.73,74.22
Nagaland,40.63,41.88,48.13,96.25,131.08,124.13,121.33,97.38,50.06,71.36,200,140.63,172,150.5,202.5,137.5,77.78,312.33,17.56,26.56,62.5,51.56
Odisha,37,37.72,41.32,80.09,160.57,121.65,114.91,81.78,44.73,52.52,158,138.17,114.81,124.89,116,94.04,50.64,265.82,26,19.78,53.87,39.43
Puducherry,54,41,38,83,182,139,120,86,41,46, , , , , , ,50,393,20,40,85,15
Punjab,38.07,25.2,30.47,85.13,154,121.53,114.93,99.6,45.27,59.2,196.43,126.47,120.67,116.73,138,104.27,51.93,259.8,26.07,21.2,53.87,32.93
Rajasthan,40.21,29.45,32.55,73.17,121.07,107.17,102.38,89.59,42.07,51.89,189.29,153.36,125.54,137.11,158.92,131.4,43.21,296.21,19.89,22.64,45.86,34.75
Sikkim,52.25,35.75,44.75,83.75,140.5,133.25,122,102.5,48.25,64.25, ,179.25,128.5,158.5,184.25, ,55,471.75,19.5,35.5,66.25,42.5
Tamil Nadu,56.79,44.3,53.6,87.57,178.4,146.4,123.91,93.6,43.12,46.82,211.44,180.42,124.59, ,113.12,90.74,54.85,300.05,23.94,35.74,66,36.31
Telangana,51.5,40.1,43.67,74.9,165.8,121.2,113.7,90.2,40.8,63.4,168.9,171.5,119.4,148.67,116.8,97.9,55.4,303.89,18.56,28,67.2,30.3
Tripura,39, ,38.75,85,148.67,129,112,105.5,48.5,70.25, ,130,127.67,113.5,144.5,99.75,70.5,221.5,10.5,23.25,59.5,47.25
Uttar Pradesh,37.09,26.18,32.65,78.78,150.16,114.35,110.84,93.62,43.81,62.38,191.5,141.5,129.91,132.27,158.82,112.29,48.59,242.61,26.82,19.53,59.38,33.38
Uttarakhand,35.25,26.75,33,88.75,137.5,112,114.5,96.5,41.75,62.5,161,138,130.5,135.5,149.75,112,52,264.5,28.25,22,60.5,27
West Bengal,43.45,30,38.23,81.55,151.09,118.67,127.14,108.32,45.64,54.73,201.1,132.68,114,115.95,130.45,100.3,52.5,274.36,21.86,21.41,61.41,44.68
Source:-  State civil supplies Dept.,Note:- All India Consumption Weighted Average Prices of Oils w.e.f 23-Feb-2022 and Wheat and Atta w.e.f 25-Feb-2023 ,NR -&gt Not Reported  ,,,,,,,,,,,,,,,,,,,,
Developed by:-  National Informatics Centre(NIC),,,,,,,,,,,,,,,,,,,,,,

