 Department of Consumer Affairs&nbsp( Price Monitoring Division),,,,,,,,,,,,,,,,,,,,,,
Date  25/11/2023 ,Daily Retail Prices Of Essential Commodities,Unit: (₹/Kg.),,,,,,,,,,,,,,,,,,,,
States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
Average Price,43.06,31,36.53,83.73,156.78,123.58,117.31,94.56,44.73,58.5,193.59,138.17,126.86,122.49,124.16,100.37,52.92,276.92,22.26,25.08,58.43,44.05
Maximum Price,71,58,70,133,219,178,176,153,70,80,262,258,220,200,244,176,167,559,31,70,90,85
Minimum Price,23,21,27,60,95,82,87,70,37,40,120,108,92,100,97,83,34,155,9,11,31,10
Modal Price,40,28,35,80,160,120,120,100,43,60,190,130,120,115,120,100,50,300,28,20,60,40
Andaman and Nicobar,45.67, ,68,92,169,144.33,132,97.67,54.67,72.67,226.5,184,194.67, ,140,122.67,77.33,308.33,20.67,43.33,78,79.33
Andhra Pradesh,53.2,43.6,45.8,82,175.2,134,122.2,100.8,43.2,59.8,174.4,184.2,112.8,153,110.4,87.75,59.6,343,21.8,33.2,57.8,28.2
Arunachal pradesh,35.5,42,38,92.25,138.75,124.25,120.75,105,51.67,71,160,167.5,170,145,192.5, ,68,300,21.67,27.5,57.5,70
Assam,41.95,31.63,36.43,80.43,143.75,109.83,113.62,92,46.9,70.8,233,145.86,134.87,132.95,153.17,113,59,258.9,14.33,21.19,62.7,49.32
Bihar,37.76,27.79,33.94,77.79,149.97,120.24,113.41,81,44.56,55.85,180.47,135.26,123.5,127.68,165.52,109.46,47.56,271.71,22.32,18.88,53.56,50.85
Chandigarh,42,32,36,80,135,115,113,94,43,59,192,150,128,130,148,107,51,276,27,29,60,55
Chhattisgarh,41.71,37.57,39.43,84.71,158.43,112.43,113.43,91.57,43,59.67,207.71,143,123.14,123.43,138.57,109.57,50.83,301,24.83,26.14,59.86,38.43
Delhi,39,30,33,88,173,143,122,90,45,53,214,146,126,126,139,99,57,243,26,27,60,53
DNH and DD,48.33,40.33,45.67,88,165.33,135.67,127.33,96.33,44,64.33,207.67,153.33,136.33,134.33,126,100.67,69.67,349.33,27,22.33,53,42.33
Gujarat,42.14,35.29,39.57,81.71,152,117.57,112.71,94.57,42.71,57.6,192.86,132.5,133.6,133.17,124,103.67,51.29,271.4,17.43,24.86,63.14,30.71
Haryana,37.5,26,32,71,130.5,102,99,83.5,44,56.5,190,144,119.5,128,156.5,98.5,42.5,217,22.5,13,46.5,38.5
