 Department of Consumer Affairs&nbsp( Price Monitoring Division),,,,,,,,,,,,,,,,,,,,,,
Date  25/11/2023 ,Daily Retail Prices Of Essential Commodities,Unit: (₹/Kg.),,,,,,,,,,,,,,,,,,,,
States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
Himachal Pradesh,38.75,21,33.33,83.83,158.75,127.25,115.33,90.25,46.92,53.5,222,162.08,133.08,126,145.83,112.67,46.75,259.17,27.58,28.75,58.08,55.25
Jammu and Kashmir,41.67,32.75,40.5,91.67,135,121,118.33,102,51.33,53.33,243,152.17,140.17,139,150.6,132.67,48.83,333.17,25.5,28.67,57,56
Jharkhand,38.74,31.56,35.32,81.84,155.47,117.26,111.89,83.79,46.44,58.47,186.42,135.94,123.22,127.35,149.38,104.24,48.83,292.41,24.67,21.95,52.89,46.26
Karnataka,56.33,44.3,46.57,91.83,165.73,138.5,124.8,106.87,42.33,50.07,178.8,167.17,121.07,137.21,121.3,95.9,51.33,291.77,18.97,33.2,59.77,28.23
Kerala,50.86,45.29,47.5,102.71,189.29,152.54,136.08,111.77,43.64,53.93,230.57,185.9,147.29, ,118.29,98.69,62.5,230.36,14.29,38.93,58.21,47.29
Madhya Pradesh,38.48,28.55,34.41,81.8,158.2,113.43,112.84,90.36,43.23,57.57,194.77,135.77,118.64,111.5,138.33,107.65,48.05,253.45,19.3,19.84,55.89,35.25
Maharashtra,48.58,40.32,43.53,84.47,173.42,127.32,123.53,97.58,43.63,59.32,188.05,159.5,126.95,111.37,123.53,100.06,53.21,295.68,23.84,27.79,55.74,38.89
Meghalaya,38.88,39.14,37.88,88,133.83,126.6,120,91,48.75,72,143,133.75,138,131.63,185.33,151.5,79,346.75,22.5,26.25,72.5,47.5
Mizoram,50,37.5,52.5,98, , ,120,106,50,77.5, ,185,220,140, , ,133.5,520,27.5,50,65,61.5
Nagaland,40.4,42.57,49,99.09,131.18,128.29,122.14,99.33,50.33,71.08, ,138.67,165,147.53,200,110,78.13,320.36,17.73,27.67,69,58.33
Odisha,38.15,36.6,39.77,79.54,158.85,123.92,114.08,80.31,44.75,52.42,171.67,138.23,114.75,140.25,117,94.08,51.92,279.2,26.17,20.15,54.08,43.38
Puducherry,55,42,39,83,182,139,120,86,42,46,208,170,140, ,108,91,50,393,20,42,67,20
Punjab,38.64,25.93,31.43,85.43,159.5,123.93,117.71,102.57,45.43,59.79,202,127.29,120.64,118.57,137.83,101.3,50.86,261.31,26.36,23.23,56.08,55.23
Rajasthan,36.6,28.6,31.8,71.8,127.8,103.2,101.4,87,42,54.25,167.6,144.4,112.6,128.4,144.6,111,43,302.75,21.25,18.8,53,35
Sikkim,53.8,35.8,43,83,139.4,133.6,123.6,104,48.6,63.4, ,180.8,136.2,158.5,189.4, ,57.2,446,19,35.6,63,57.8
Tamil Nadu,58,44.34,53.58,88.87,179.32,147.55,124.39,94.5,43.32,46.42,211.42,180.93,126.1, ,113.71,91.13,55,301.63,24.23,36.9,61.23,39.68
Telangana,51.3,40.7,44.2,74.7,165.7,122.1,114.3,90.4,41.1,63.2,168,169.44,120.1,145.67,117.9,97.7,54.6,299.7,19.1,27.9,60.8,29.3
Tripura,39, ,39.25,83.67,148.33,129,111.5,104.5,49,70.25, ,130.25,127.67,113.75,144.5,99.75,70,219.75,10.5,22.5,62.5,60.25
Uttar Pradesh,37.11,26.38,32.86,78.85,150.28,115.46,111.68,94.17,43.9,62.31,192.2,142.25,129.7,133.37,159.14,112.21,48.11,243.49,26.89,19.58,57.39,44.27
Uttarakhand,35.75,27.25,34.25,89.25,134.25,111.5,114.5,96.25,42,62.25,161.5,136.5,131.5,134.25,150,112,52,264.5,28.25,23.25,60.75,48
West Bengal,43.16,29.22,38.21,80.21,150.16,116.39,126.05,107.84,45.47,54.79,199.27,130.42,112.89,114.11,128.74,100.74,51.21,266.37,21.79,20.47,58.42,52.37
Source:-  State civil supplies Dept.,Note:- All India Consumption Weighted Average Prices of Oils w.e.f 23-Feb-2022 and Wheat and Atta w.e.f 25-Feb-2023 ,NR -&gt Not Reported  ,,,,,,,,,,,,,,,,,,,,
Developed by:-  National Informatics Centre(NIC),,,,,,,,,,,,,,,,,,,,,,

