 Department of Consumer Affairs&nbsp( Price Monitoring Division),,,,,,,,,,,,,,,,,,,,,,
Date  18/01/2024 ,Daily Retail Prices Of Essential Commodities,Unit: (₹/Kg.),,,,,,,,,,,,,,,,,,,,
States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
Average Price,43.66,31.11,36.27,82.97,149.59,122.42,116.1,93.65,44.6,58.54,190.37,136.33,125.55,123.12,123.57,98.42,52.87,280.58,22.4,22.88,37.93,31.96
Maximum Price,70,62,69,139,210,175,180,153,70,87,262,235,220,189,235,176,167,547,31,70,80,88
Minimum Price,23,21,27,60,87,80,80,70,38,40,122,108,88,97,101,77,36,157,9,9,18,11
Modal Price,40,28,35,80,160,120,120,100,44,60,190,130,120,110,117.5,90,50,250,28,20,30,20
Andaman and Nicobar,48.67, ,67.67,94,170.33,150.33,133,100.33,55,73,232.5,180,182.33, ,136.33,120.67,78,308.33,19.67,43.33,56.67,66.67
Andhra Pradesh,58.6,44.8,49,83.8,163.6,139.8,126,102.2,42.8,60,169.4,171,109.2,143,112.8,89.2,58.6,348.2,21.8,30.2,33.8,22.8
Arunachal pradesh,28.5, ,41.5,85,140,125,115,100,50,70.5, ,155,165,140,202.5, ,70,300,22.5,26.5,50,55
Assam,43.62,31.25,36.5,83.04,143.38,113.87,114.19,91.81,47.35,70.77,207.86,148.23,137.37,136,150.48,115.47,57.04,259.12,13.54,20.08,44.88,41.33
Bihar,37.5,27.44,33.85,77,145.44,117.79,111.91,79.29,44.15,55.68,181.44,131.03,120.15,125.94,160.4,103,46.59,277.56,23.12,16.56,35.06,29.12
Chandigarh,42,32,36,80,135,115,113,94,45,59,190,150,128,130,145,105,51,276,27,12,35,35
Chhattisgarh,40.29,35.57,38.29,87.86,161,110.29,110.14,94.43,42.83,57.67,200.86,151.14,129.14,130.57,144.71,115,49.5,260.17,25,24.14,43.86,20.86
Delhi,40,29,31,80,153,140,118,83,44,54,211,145,119,124,133,97,57,245,26,15,35,28
DNH and DD,47.67,41.33,46,88,156.67,140.67,127,96,43.33,64.33,191,145.67,134.33,133.67,124.33,100.67,69.67,350,27.33,19.67,26.67,27
Goa,52,45,46,92,170,150,125,95,44,58,228,145,135,127,123,93,60,343,24,33,37,35
Gujarat,42.71,35.86,40.43,83.57,151.86,121.86,113.86,96.43,43,62,188.71,140.71,131.43,128.57,122.29,102.43,52.71,253,14.29,24.14,38.29,25.71
Haryana,42.75,29.25,34.5,75.75,127.75,108,107.75,96.5,43.5,59.5,176,134.5,124.25,126.25,152.25,106.5,44.5,233.5,25,17.25,40.5,28.75
Himachal Pradesh,38.5,21,33.33,81.5,155.08,127.75,114.75,89.83,47.08,53.5,219.5,159.83,131.58,125.7,141.8,118.5,46.58,260,27.5,21,38.67,39.67
Jammu and Kashmir,44.5,36,40.17,91.83,138.67,120.83,122.67,101.5,50.33,51.33,240,143.17,133.5,131.17,145.2,113.33,49.67,311.17,26.83,23.5,39.17,38.5
Jharkhand,38.53,31.39,35.26,79.42,148.32,118.37,110.95,82.79,45.67,58.47,183.46,135.84,121.32,126.61,149,103.11,47.44,290.82,24.89,18.32,34.74,26.89
Karnataka,58.31,43.81,47.13,92.5,159.63,137.53,123.81,106.16,42.69,50.5,180.59,165.19,119.77,136.42,121.38,95.84,51.47,289.66,19.75,33.28,39.97,27.72
Kerala,50.79,45.21,47.21,100.93,179.07,151.46,136.85,110.79,43.29,53.93,226.14,175.78,143.36, ,117.21,96.31,62.79,231.93,15.14,39.21,34.43,36.93
Madhya Pradesh,39.04,29.13,34.59,80.8,149.93,114,112.3,89.54,43,57.13,189.98,134.35,117.96,110.02,135.56,107.48,46.78,252.22,19.33,18.16,31.2,22.24
Maharashtra,50,40.47,43.53,81.95,162.47,128.42,121.84,95.63,42.95,58.84,184.21,155.56,126.05,107.53,121.63,98.25,53.68,295.74,23.47,28.42,28.79,29.47
Meghalaya,38.89,38.5,37.22,90.4,151.33,130,119.11,89.44,50.11,73,137,132.22,138.5,131.56,182.33,142.75,80.6,350.22,21.78,24.44,48.56,38.44
Mizoram,48.18,41.89,45.55,104.22,142,124,128,101.36,50.45,78.73,157.5,188.8,170.8,129.36,175.5,131.2,120,481.4,29.18,39.73,62.18,74.67
Nagaland,41.44,42.63,48.63,97.08,133.58,125.63,122.67,97.38,50.69,72.07,200,138.13,170,146.75,200,137.5,78.89,319.67,17.56,26.88,61,56
Odisha,37.96,37.32,40.54,77.8,149.48,118.48,112.6,80.28,44.54,52.13,170,137.2,111.79,132.91,117.8,93.44,50.57,274.47,26.04,19.16,36.08,28.12
Puducherry,57,40,38,97,175,130,115,80,41,48,201,167,133, ,110,92,50,400,20,39,36,26
Punjab,38.27,25,31,83.27,153.47,125.13,116.07,99.2,44.27,59.2,201.23,124,117.07,115.27,132.92,98.73,50.47,268.8,26.6,14.67,31.4,31.6
Rajasthan,40.21,29.21,32.38,74.38,120.69,106.76,101.34,88.59,42.32,51.7,187.24,151.24,125.81,135.44,155.73,127.4,43.86,296.82,20.41,21.66,41.72,35.17
Sikkim,53.8,35.6,41.6,85,132.4,128.6,120.2,101,48.6,63.4, ,178.2,130.8,148,178.4, ,59.2,446,19,32.4,48,42
Tamil Nadu,60.27,45.42,52.97,85.42,165.33,143.06,122.55,95.29,43.24,46.7,207.36,177,123.52, ,113.21,88.64,55.94,297.74,24.09,35.82,35.27,31.82
