 Department of Consumer Affairs&nbsp( Price Monitoring Division),,,,,,,,,,,,,,,,,,,,,,
Date  11/01/2024 ,Daily Retail Prices Of Essential Commodities,Unit: (₹/Kg.),,,,,,,,,,,,,,,,,,,,
States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
Puducherry,57,40,37,96,175,127,115,82,41,48,201,167,133, ,110,91,50,400,20,39,40,25
Punjab,38.07,25.07,31,82,154.13,123.8,115.4,97.73,44.27,59.27,201.31,122.8,116.2,114.8,132.77,99.09,50.33,270.87,26.53,15.67,32.67,32.4
Rajasthan,40.26,29.26,32,71.7,120.15,107.07,100.93,89,42,52.46,183.5,153,122.96,139.42,159.41,135.8,43.38,300.88,20.62,21.27,38.88,34.69
Sikkim,53.8,35.6,41.6,85,132.4,128.6,120,100,48.6,63.4, ,180.8,130.8,148,178.4, ,59.2,446,19,33.4,50,43
Tamil Nadu,59.81,45.14,52.58,86,167.92,143.47,123.03,94.63,43.28,46.53,207.17,178,124.11, ,113.19,88.58,55.72,305.81,24.17,35.25,35.86,30.14
Telangana,51,41.89,44.78,75.22,160.89,122.78,112.78,90.78,41.33,63.33,167.11,168.56,120.89,145.2,116.67,98,56.56,304.56,19.56,27.11,35.56,27.78
Tripura,38.75, ,39.25,85.67,140.67,128.33,110,103.75,48.5,70.25, ,130,127.67,114.25,144.5,98.5,68.75,221.5,10.5,23,40,43.75
Uttar Pradesh,37.64,26.66,33.12,78.93,147.07,115.85,111.41,94.21,43.72,62.55,191.5,140.15,129.16,131.38,157.18,111.1,47.58,244.64,26.89,15.23,35.6,26.88
Uttarakhand,36.25,28.25,34.5,88.5,142.5,110,108.25,98,43.5,61.25,156,136.75,134,132.75,146,115.5,51.75,264.25,28.75,15.5,32.75,27
West Bengal,43.65,29.8,38.09,80.74,149.83,119.14,127.22,106.78,45.83,54.61,195.45,129.09,111.91,113.35,126.17,97.86,50.83,272.65,21.74,19.61,40.65,35.52
Source:-  State civil supplies Dept.,Note:- All India Consumption Weighted Average Prices of Oils w.e.f 23-Feb-2022 and Wheat and Atta w.e.f 25-Feb-2023 ,NR -&gt Not Reported  ,,,,,,,,,,,,,,,,,,,,
Developed by:-  National Informatics Centre(NIC),,,,,,,,,,,,,,,,,,,,,,

