 Department of Consumer Affairs&nbsp( Price Monitoring Division),,,,,,,,,,,,,,,,,,,,,,
Date  11/01/2024 ,Daily Retail Prices Of Essential Commodities,Unit: (₹/Kg.),,,,,,,,,,,,,,,,,,,,
States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
Average Price,43.61,31.1,36.2,82.76,150.38,122.52,116.13,93.6,44.64,58.53,190.88,136.65,125.34,123.59,123.38,98.51,52.87,282.12,22.36,23.14,39.1,32.91
Maximum Price,70,62,69,138,210,175,180,153,70,87,262,235,220,189,239,176,167,560,33,70,80,117
Minimum Price,26,21,27,58,87,80,80,70,37,40,123,108,88,97,101,77,35,168,9,9,15,11
Modal Price,40,28,35,80,160,120,120,100,44,60,185,125,120,130,120,100,50,200,28,20,40,20
Andaman and Nicobar,48.67, ,67.67,94.33,171.33,150,133.67,100.33,55.33,73,232.5,180,181, ,137,121,78.33,308.33,19.67,43.33,56.67,66.67
Andhra Pradesh,58.6,44.8,49,83.8,163.6,139.8,126,102.2,42.8,60,169.4,171,109.2,143,112.8,89.2,58.6,348.2,21.8,31.6,36,23.8
Arunachal pradesh,37.33,42,41,91.67,146.67,126.67,120,106.67,50,72.5,160,134,115,127.5,170, ,70,300,17.5,22.5,45,49
Assam,43.57,31.25,36.32,82.32,143.32,113.42,113.75,92,47.29,70.29,211.33,146.7,136.9,136.89,150.14,113.47,56.93,257.78,13.36,20.18,45.36,41.92
Bihar,37.27,27.51,33.89,76.68,144.14,117.16,111.65,79.78,44.35,55.32,182.5,132.16,120.57,126.49,159.87,104.5,47.05,277.05,22.76,16.86,38.3,31.97
Chandigarh,42,32,36,80,135,115,113,94,43,59,192,150,128,130,148,107,51,276,27,15,35,35
Chhattisgarh,41.25,36.13,38.13,88,160.25,112.13,110.88,92.5,42.75,57.13,204.63,149.25,129,127.5,140.63,113,48.63,297.75,23.5,24.75,43,23
Delhi,39,29,31,82,157,143,118,85,44,54,212,145,121,124,133,97,57,245,26,15,40,30
DNH and DD,48.67,40.33,46,89.33,159.33,141,126.67,97,43.33,64.33,192,146,133.67,133.67,125.33,100.33,69.67,350,27.33,19.67,26.33,23.67
Goa,52,45,43,94.5,177,147.5,133.5,96,44,57.5,225,160,141.5,150,117,95.5,59,325.5,24.5,35,37.5,38
Gujarat,43.14,36.43,39.71,84,153,121.71,114.14,96.43,42.57,61.14,194.71,143.29,133,127.57,120,102.57,52.71,246.86,14.57,25.57,39.71,27.43
Haryana,45,27.33,33.67,74,126,107.67,105.67,96,44,61.5,186.33,140.67,122.67,130.33,153.33,112,44.5,259.5,27.5,15,37,30
Himachal Pradesh,38.58,21,33.25,81.33,155.75,128.5,114.33,89.83,47,53.5,219.5,159.92,131.75,125.7,141.8,118.5,46.5,260,27.58,21.17,37.92,40.25
Jammu and Kashmir,44.17,36.4,39.83,91,139.5,121.67,122.33,100.67,50.5,51.33,250,143.17,134.33,130,146,112.33,49.83,311.67,26.83,23.5,40.17,38.67
Jharkhand,38.32,31.5,35.11,79.42,149.58,118.68,110.63,82.74,46,58.75,183.69,136.42,121.42,126.56,149.18,103.17,47.65,291.94,25.71,19.58,38.37,31
Karnataka,57.97,43.71,47.32,92.1,160.77,137.71,124.29,106.97,42.55,50.32,180.39,166.06,119.55,136.37,121.19,95.77,51.23,293.65,19.84,32.97,42.03,27.77
Kerala,50.77,45.23,47.31,101.54,181.23,152.33,135.67,111.85,43.46,54.08,231.86,178.6,141.62, ,116.92,96.92,62.77,229.38,15,40.85,36.31,38.77
Madhya Pradesh,39.2,29.02,34.46,80.46,150.61,113.76,111.87,89.61,43.02,57.3,189.89,134.24,117.27,109.43,135,106.61,46.74,252.93,19.07,18.74,32.2,22
Maharashtra,49.79,40.42,43.58,81.42,161.84,128,122.68,96.05,42.95,58.95,184.37,156.06,125.42,107.32,120.95,98.19,53.21,296.26,23.58,28.84,31.68,30.32
Meghalaya,38.89,38.5,37.22,90.4,150.83,128.6,120.67,89.44,50.11,73.11,137,132.22,138,131.56,182.33,142.75,80.6,350.22,21.78,24.78,51,40.11
Mizoram,48.18,41.89,45.55,104.22,142.43,123.83,127.63,101.36,50.45,78.73,157.5,188.8,170.8,129.18,175.5,131.2,120,481.4,29.18,40.45,63.55,79.1
Nagaland,41.31,42.63,48.31,97.08,131.92,124.38,124,97.38,51,72.07,200,138.44,172,148,200,137.5,78.89,314,17.56,27.5,63.13,58.13
Odisha,37.73,37,40.68,77.73,149.5,118.19,112.46,79.73,44.36,52.46,167.67,136.73,114.92,137.56,116.31,92.73,50.4,273.05,25.84,19.19,36.04,29.12
