 Department of Consumer Affairs&nbsp( Price Monitoring Division),,,,,,,,,,,,,,,,,,,,,,
Date  25/01/2024 ,Daily Retail Prices Of Essential Commodities,Unit: (₹/Kg.),,,,,,,,,,,,,,,,,,,,
States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
Chhattisgarh,43.6,39.4,39.8,85.6,154.6,118.6,117.2,88.8,43.6,63.4,215.4,131.8,119.4,110.2,128.2,100.8,54.4,312.8,25.6,23.2,35.4,19.2
Delhi,40,29,31,80,153,140,118,85,44,54,211,145,119,125,133,98,58,248,26,15,38,33
DNH and DD,48.67,41.33,46.33,88.67,157,141,126.67,96,43.33,64.33,192,145.33,134.33,133,124,100.67,69.67,350,27.33,19.33,25,25.33
Goa,52,45,46,88,168,145,125,95,43,59,223,145,135,127,123,93,60,343,24,32,35,42
Gujarat,42,35.14,38.86,80.14,149.43,119.14,112.29,91.57,42.14,59.86,187.14,141.29,131.71,130.71,122.43,103.43,51.29,251.57,14.71,22.43,34.86,25.29
Haryana,42.75,29.25,34.5,75.5,125,106.5,107.25,95.5,43.75,59.5,176.25,137,123.75,126.5,153.25,106.5,44.75,232.5,25,17.25,41.5,29.5
Himachal Pradesh,38.5,21,33.33,80.58,153.83,127.25,114.5,89.67,47,53.5,220.5,159.58,131.42,125.4,140.8,117.5,46.67,259.75,27.5,20.83,37.58,41.67
Jammu and Kashmir,44.43,34.5,39.86,89.14,135,120.14,120.86,101,50,53.29,235,148.43,136.29,135.86,149.67,124,49.14,312.14,25.86,20.43,37.29,39.71
Jharkhand,38.33,31.59,35.33,79.44,146.11,117.67,109.94,83.39,45.65,58.31,180.33,136.06,121.56,126.41,148.75,102.88,46.65,282.31,24.65,17.78,33.44,26.5
Karnataka,58.5,44,47.22,92.59,158.78,137.16,123.94,106.59,42.69,50.56,180.38,165.13,119.91,136.32,121.5,95.69,51.59,289.63,19.72,32.56,37.31,26.66
Kerala,50.15,46.23,47.85,101.92,178,151.17,136.25,108.69,43.23,54,229.29,172.44,140.08,130,117.15,96.58,62.62,233,15.23,37.54,32.38,35.69
Madhya Pradesh,39.26,29.2,34.65,79.54,150.02,114.17,112.39,89.74,43.02,57.22,189.91,133.8,117.15,109.98,135.71,108,46.54,251.67,19.2,17.83,30.59,23.87
Maharashtra,50.37,40.53,43.63,81.95,161.11,128.21,122.16,95.26,42.84,58.74,183.84,155.33,125.53,107.21,121.79,98,53.32,295.74,23.53,27.68,27.58,30.47
Meghalaya,38.5,38.78,37.3,90.33,155.43,132.17,118.6,89.5,49.7,73.1,137,133.2,138.5,130.7,174.25,135.6,81.67,363.4,21.6,24.5,47.4,37.9
Mizoram,47.91,41.89,45.55,104.89,141,122.83,129.5,101.18,50.45,77.45,159.5,188.8,170.8,129.27,175.5,131.2,119.63,481.5,29.18,39.18,60.18,78.3
Nagaland,41.94,42.63,48.63,96.67,133.58,123.75,122,97.38,50.69,73.29,200,138.75,168,146.75,200,137.5,78.89,319.67,17.56,26.56,62.19,54.06
Odisha,37.91,37.44,40.65,78.3,150.3,118.43,112.78,81,44.59,51.81,173.71,137.43,112.27,132.73,118.3,93.09,49.32,273.53,26.23,18.83,33.3,27.17
Puducherry,56,40,35,90,162,120,114,86,41,48,192,183,114, ,109,94,51,400,22,35,33,26
Punjab,38.2,24.93,31.13,83,152.73,123.8,114.87,97.67,44.2,59.13,201.85,123.8,116.8,115.2,132.38,99.27,50.87,269.53,26.47,13.33,29.93,36.6
Rajasthan,40.04,29.28,32.72,73.2,122.32,108.6,102.64,88.44,42.2,52.13,188.6,150.32,125.3,133.5,155.36,129.25,43.88,299.52,20.12,20.5,38.76,33.96
Sikkim,53.8,35.6,41.6,85,132.4,128.6,120.2,101,48.6,63.4, ,178.2,130.8,148,178.4, ,59.2,446,19,32,47,42
Tamil Nadu,60.33,44.6,54.44,84.96,165.63,142.22,122.67,95.22,43.26,47,207.33,180.36,126.33, ,113.7,88.89,56.41,307.22,23.85,35.44,33.11,30.7
Telangana,53,42,44.9,76.5,157,123.2,113.8,89.9,40.8,64.9,169,166.5,117.6,148.83,113.5,96.4,55.6,301.5,20.1,27.9,33.4,29.1
Tripura,38.75, ,38.75,85.67,142.33,126.67,111.25,103.5,48.25,70.25, ,130,127.67,114.25,144.5,99.75,68.75,221.5,10.5,20,38.25,43
Uttar Pradesh,37.94,26.94,33.12,79.21,146.21,116.22,111.76,94.18,43.74,62.82,191.53,139.03,128.21,130.25,156.73,110.25,47.74,244.1,26.87,14.94,33.13,28.07
Uttarakhand,36.5,27.75,34.5,88,142,109.5,108.75,97.75,43,61.5,154.25,137.25,134,133,146.25,115.5,52,264.25,28.75,14.75,33.25,29.25
West Bengal,43.65,29.8,38.09,80.87,147.52,119.55,127.52,107.22,45.65,54.74,195.45,128.43,111.3,113,125.22,97.57,50.7,272.78,21.78,18.83,36.91,31.7
Source:-  State civil supplies Dept.,Note:- All India Consumption Weighted Average Prices of Oils w.e.f 23-Feb-2022 and Wheat and Atta w.e.f 25-Feb-2023 ,NR -&gt Not Reported  ,,,,,,,,,,,,,,,,,,,,
Developed by:-  National Informatics Centre(NIC),,,,,,,,,,,,,,,,,,,,,,

