 Department of Consumer Affairs&nbsp( Price Monitoring Division),,,,,,,,,,,,,,,,,,,,,,
Date  25/01/2024 ,Daily Retail Prices Of Essential Commodities,Unit: (₹/Kg.),,,,,,,,,,,,,,,,,,,,
States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
Average Price,43.67,31.23,36.39,82.78,148.99,122.42,116.32,93.58,44.63,58.87,190.67,136.18,125.06,121.97,123.65,98.55,52.93,282.26,22.29,22.24,36.49,32.41
Maximum Price,70,54,69,141,207,175,180,153,70,83,262,235,220,189,235,176,167,559,31,70,80,117
Minimum Price,23,21,27,58,87,80,87,70,38,40,120,109,88,95,98,77,31,157,9,8,15,11
Modal Price,40,28,35,80,150,120,120,100,45,60,190,130,120,110,115,90,50,300,28,20,30,30
Andaman and Nicobar,48.67, ,67.67,94,170.33,150.33,132.67,100,55,73,232.5,180,182.33, ,136.33,120,78,308.33,19.67,43.33,56.67,63.33
Andhra Pradesh,59,45.4,49.8,85.2,163.6,141.8,128,104.6,42.8,60,170.4,171.2,109.6,143,114,89.4,59,348.2,22.4,32,34,24.8
Arunachal pradesh,31.67,42,41.67,86.67,136.67,126.67,116.67,103.33,50,70.5, ,120,110,120,180, ,70,300,22.5,26.5,45,56.5
Assam,43.96,31.82,36.8,82.88,142.64,112.41,113.48,92.04,46.96,71,208.67,148.32,137.6,137,149,115.56,56.44,261,13.56,19.46,43.08,37.55
Bihar,37.57,27.73,33.89,76.54,143.65,118.03,112.14,79.76,44.35,55.57,178.67,131.95,120.73,126.62,161,103.9,46.7,277.62,22.89,16.11,34.97,30.11
Chandigarh,42,32,36,80,135,115,113,94,45,59,190,150,128,130,145,105,51,276,27,12,35,35
