 Department of Consumer Affairs&nbsp( Price Monitoring Division),,,,,,,,,,,,,,,,,,,,,,
Date  21/01/2024 ,Daily Retail Prices Of Essential Commodities,Unit: (₹/Kg.),,,,,,,,,,,,,,,,,,,,
States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
Himachal Pradesh,38.5,21,33.33,81.08,155,127.42,114.58,89.58,47.08,53.5,219.5,159.92,131.75,125.7,141.8,118.5,46.58,260,27.5,21,38.58,40.75
Jammu and Kashmir,40,45,60,100,120,118,140,113,49,47,235,135,140,143,178, ,49,335,28,30,40,40
Jharkhand,38.23,31.67,34.77,80.62,146.15,114.92,108.38,82.77,45.42,57.64,197.13,135.69,116.69,126.83,153.45,104.58,46.67,290.45,23.58,17.54,34.31,26.38
Karnataka,58.34,43.69,46.52,92.69,160.39,136.72,122.93,104.41,42.66,50.17,179.03,164.55,118.1,136.04,120.1,94.28,51.31,288.93,18.79,33.45,37.48,26.86
Madhya Pradesh,38.61,29.05,34.66,80.89,152.32,114.79,112.45,90.21,43.13,57.47,192.57,133.54,116.89,109.32,136.38,108.58,46.82,249.68,19.11,17.74,30.24,22.24
Maharashtra,50.21,40.53,43.53,81.95,162,128.32,121.63,95.74,42.95,58.79,183.89,155.33,125.79,107.68,121.84,98.25,53.47,295.74,23.47,27.84,28.53,29.42
Meghalaya,42,37.67,36.33,90,132.67,123.33,118.67,91.67,49.33,73, ,135,133.5,124,200,120,76.67,326.67,30,25.67,48.33,38.67
Mizoram,50,37.5,52.5,98, , ,120,104,50,77.5, ,185,220,140, , ,133.5,520,27.5,50,65,61.5
Odisha,37,36.67,40.45,76.42,145.18,122.82,113.09,81.92,44.92,52.83,168.5,133.18,108.27,130,115.58,91.08,51.33,277.75,26.42,19,34.08,26.5
Punjab,37.15,25,30.62,82.77,154,124.15,115.83,97.77,44.15,59.08,198.73,124.15,116.85,116.25,129.18,98,50.92,267.85,26.46,13.69,30.69,32.15
Rajasthan,35.75,27.25,32.25,73.75,130.25,105.25,103,86,41.75,54.25,174,153.5,119.75,130.5,156.5, ,45.5,300,19.75,21,33,30.5
Sikkim,57,34,40.5,80,127.5,132.5,119,105,47.5,62.5, ,185,140.5,167,200, ,58,381.5,19,35,60,47.5
Tamil Nadu,60.88,44.95,53.88,85.08,165.63,143.75,122.63,95.3,43.33,46.88,206.79,178.64,125.71, ,113.21,88.71,57.04,312.25,24.92,36.63,35.67,31.58
Telangana,49.33,38.33,49.67,79.67,154.33,127.33,112.67,93,40,59,159.33,156.33,106.33,105,110.33,96.33,55.67,293.33,20.33,23.33,27.33,28
Uttar Pradesh,37.84,26.74,33.31,79.24,148.19,117.02,111.62,93.05,43.96,62.7,193.71,138.58,128.23,130.49,158.07,111.12,47.98,242.65,26.86,14.55,34.04,27.07
Uttarakhand,36,27,33,90,180,120,120,110,42,63,179,139,139,120,125,88,51,217,28,11,24,23
West Bengal,41.17,28.2,37.25,79.42,151,116.33,122.92,107.42,44.83,54.42,191.13,127.92,109.33,112.83,126.33,99.25,52,263.92,21.25,18.25,37.92,33.83
Source:-  State civil supplies Dept.,Note:- All India Consumption Weighted Average Prices of Oils w.e.f 23-Feb-2022 and Wheat and Atta w.e.f 25-Feb-2023 ,NR -&gt Not Reported  ,,,,,,,,,,,,,,,,,,,,
Developed by:-  National Informatics Centre(NIC),,,,,,,,,,,,,,,,,,,,,,

