 Department of Consumer Affairs&nbsp( Price Monitoring Division),,,,,,,,,,,,,,,,,,,,,,
Date  07/01/2024 ,Daily Retail Prices Of Essential Commodities,Unit: (₹/Kg.),,,,,,,,,,,,,,,,,,,,
States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
Average Price,43.73,31.2,36.49,82.26,152.9,122.51,116.05,93.71,44.18,57.56,190.79,136.38,123.01,120.37,123.23,97.59,51.23,274.2,23.13,22.34,37.99,31.17
Maximum Price,70,54,65,133,193,169,154,153,55,80,260,235,220,175,210,170,167,559,31,70,80,70
Minimum Price,26,21,28,60,87,85,90,70,38,40,115,110,88,97,102,77,35,157,9,9,20,11
Modal Price,40,27,35,80,160,120,120,100,44,60,200,125,120,112.5,112,90,50,280,28,20,30,30
Andhra Pradesh,55.67,45,47,86.33,171.67,141,126,97.33,43.33,61.67,167,163.67,109.33,110,112.33,88.33,59.67,346.67,21.67,29,30,24
Arunachal pradesh,38.5,42,38,96,139,125,121.5,108.5,50,72,160,148,120,133,160, ,65,300,20,22,53,38
Assam,42.56,32.17,35.61,80.61,141.17,108.36,113.22,92.94,47.5,71.56,234.5,144.83,133.92,132.22,150.8,106.8,58.28,251.88,14.67,19.5,45.22,45.29
Bihar,38.16,27.6,33.68,77.68,144.16,118.16,112.16,80.36,44.52,55.56,184.42,132.6,118.6,123.76,153.14,102.6,47.32,290.76,22.92,17.56,38.96,32.25
Chandigarh,42,32,36,80,135,115,113,94,43,59,192,150,128,130,148,107,51,276,27,15,35,35
Chhattisgarh,43,37.17,38.67,83.67,163.5,112.5,114.67,91,43,60.83,208.67,142.33,128,120.33,139.33,110.67,52,295.67,25.5,24.67,42.33,24
Delhi,39,29,31,82,157,143,118,85,44,54,212,145,121,124,133,97,57,243,26,15,40,30
DNH and DD,52.5,41,49,91,172.5,148,130.5,99.5,43,63.5,201.5,152.5,140.5,139,128,103,63.5,425,28,20,25,21.5
Gujarat,47.75,37.5,42,85.25,153.75,123.75,118.25,98.75,43.25,59,187,145.75,136.5,129.5,124.5,106,52,256,17.5,28.25,33.25,26.25
Haryana,42,28.75,34.25,76.5,128,108.5,108,96,43.5,59.5,178.25,136.5,124.75,125.5,153.5,107,45.75,232,25.25,17.25,43,30.25
Himachal Pradesh,38.55,21,33.55,81.27,156.73,129.45,115,90.45,47.55,52.73,219.5,162.27,133.73,127.89,142,118.5,46.64,262.73,27.55,21.82,37.64,40.82
Jammu and Kashmir,37.5,39,48.5,96.5,134,119,131.5,106.5,50.5,49.5,250,136.5,139,133.5,160,138,51,356.5,28,27,41.5,42
Jharkhand,38.64,32.4,35.27,80.09,145.36,115.64,109.55,82.91,45.6,57.89,197.13,138.64,117.55,128.2,153.7,106,46.5,279.11,23.8,19.36,38.18,30.27
Karnataka,58.32,43.71,47.52,92.32,161.9,137.26,123.81,106.1,42.45,50.52,179.45,164.77,119.45,135.53,121.23,94.71,51.65,290.68,19.52,32.32,42.42,27.26
Madhya Pradesh,38.74,28.77,34.38,81.15,154.26,113.87,111.87,90.51,43.18,57.21,192.72,134.21,117.31,108.64,136.76,107.9,47.18,252.36,19.23,18.69,32.67,22.15
Maharashtra,49.63,40.32,43.32,81.68,164.05,127.32,123.47,96,43,58.95,184.79,156.17,125.68,108.32,121,97.75,53.16,296.42,23.74,28.79,33.11,33.68
Meghalaya,42,37.67,36.33,90,132,121,121,91.67,49.33,73, ,135,132.5,124,200,120,76.67,326.67,30,27.33,46.33,40
Mizoram,50,37.5,52.5,98, , ,120,104,50,77.5, ,185,220,140, , ,133.5,520,27.5,50,65,61.5
Odisha,36.92,36.3,40.18,78.58,151,123.33,115.67,80.67,45.17,52.67,159,135.08,109.5,133,114.42,93.25,51.42,261,26.5,19.42,35.83,30.5
Punjab,37.17,25.33,30.58,83.45,156.91,124.33,116,96.36,44,59.42,198.8,123.5,116.17,114.25,129.1,98.63,50,263.58,26.25,14.92,35.42,34.75
Rajasthan,36.88,29.5,32.5,70.13,122.88,108.75,105.5,94.75,41.38,52.88,186.38,152.25,122.43,139.5,166.63,111,44.75,293.13,22.25,21.88,45.38,38.75
Sikkim,57,34,40.5,80,127.5,132.5,118.5,102.5,47.5,62.5, ,185,140.5,167,200, ,58,381.5,19,35,60,47.5
Tamil Nadu,60.54,44.7,53,85.92,170.88,145.54,122.33,95.35,43.25,46.88,207.08,180.24,125.83, ,113.17,88.54,55.67,310.24,25,35.38,35.17,31.42
Telangana,53.5,42,49,81.5,158.5,127,112.5,91.5,41.5,60,158,147,95.5,103,106.5,92.5,55,292,22,26.5,31.5,26.5
