 Department of Consumer Affairs&nbsp( Price Monitoring Division),,,,,,,,,,,,,,,,,,,,,,
Date  08/01/2024 ,Daily Retail Prices Of Essential Commodities,Unit: (₹/Kg.),,,,,,,,,,,,,,,,,,,,
States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
Average Price,43.68,31.12,36.3,83.21,151.24,122.86,116.41,93.79,44.57,58.48,191.68,136.57,125.43,123.19,123.46,98.45,52.86,281.77,22.32,23.44,40.06,33.6
Maximum Price,70,62,69,136,209,175,180,153,60,83,262,235,220,189,239,176,167,560,31,70,80,88
Minimum Price,26,21,27,58,87,82,87,70,38,40,112,108,88,98,101,77,33,157,9,9,17,11
Modal Price,40,28,35,80,160,120,120,100,44,60,190,127.5,120,120,120,90,50,300,28,20,40,30
Andaman and Nicobar,48.67, ,67.67,94.33,171.33,150,133.67,100.33,55.33,73,232.5,180,181, ,137,121,78.33,308.33,19.67,43.33,62.67,69.33
Andhra Pradesh,57.4,44.6,48.8,84,167,139,126.6,103.4,42.8,60,169.4,171,109.2,143,112.8,89.2,58.6,348.2,21.8,30.6,35.2,23.4
Arunachal pradesh,37,42,40,94,146,126.67,121,105.67,50,72.5,160,134,115,127.5,170, ,65,300,17.5,23.5,46.5,50
Assam,43.54,30.91,36.43,82.29,143.46,113.21,113.64,92.11,47.11,70.14,211.33,147.67,137.15,137,150.18,113.65,56.86,256.67,13.36,20.37,45.63,42.72
Bihar,37.63,27.54,33.86,77.34,146.03,118.06,112.74,79.97,44.4,55.51,185.13,132.17,120.11,125.63,160.72,105.34,47.34,276.69,22.74,17.37,39.11,32.86
Chandigarh,42,32,36,80,135,115,113,94,43,59,192,150,128,130,148,107,51,276,27,15,35,35
Chhattisgarh,41.67,35.78,38.78,88.22,164.78,111.22,109.67,93.44,42.63,57.13,196.33,150.67,125.56,125.56,138,112.11,48.75,299.25,23.38,24.38,43.13,23.13
Delhi,39,29,31,82,157,143,118,85,44,54,212,145,121,124,133,97,57,243,26,15,40,30
DNH and DD,48.67,40.67,46,90,160.67,142,126.33,97,43.33,64.33,196.67,147,133.67,133.67,125.33,100.33,69.67,350,27.33,19.67,27.67,24.33
Goa,52,45,43,94.5,177,147.5,133.5,96,44,57.5,225,160,141.5,150,117,95.5,59,325.5,24.5,35,40,40.5
Gujarat,42.13,35.25,39.13,83.13,148.25,120.25,112,94,42.5,60.75,195.25,144,132.25,127,123.88,103.38,52.5,252.25,14.25,25,41.25,28.38
Haryana,42,28.75,34.25,76.5,128,108.5,108,96,43.5,59.5,178.25,136.5,124.75,125.5,153.5,107,45.75,232,25.25,17.25,41.75,29.5
Himachal Pradesh,38.58,21,33.25,81.5,156.58,128.83,115,89.83,47.25,53.5,219.5,160.17,132.17,126.2,141.8,118.5,46.5,259.92,27.58,21.33,37.75,40.5
Jammu and Kashmir,44,36.4,39.67,91.67,139.5,122.33,123,100.67,50.33,51.17,242,143.17,133.5,130.5,145,112.33,49.67,311.17,26.83,22.83,39.67,38.5
Jharkhand,37.78,31.24,35,78.78,148.33,118.17,110.83,81.06,45.76,58.69,181.83,137,122.06,127.35,149.81,103.71,47,283.06,24.65,19.94,39.78,32.89
Karnataka,58.09,43.78,47.34,93.03,161.25,137.88,124.13,106.53,42.56,50.59,180.47,165.56,119.84,136.26,120.97,95.56,51.38,289.78,19.78,32.75,42.09,27.63
Kerala,50.77,45.54,47.31,101.69,182.15,152.58,135.67,112.08,43.31,54.08,230.86,177.6,141.85, ,116.77,96.75,62.54,229.38,14.77,41.08,36.77,40.23
Madhya Pradesh,38.89,28.93,34.43,80.48,150.61,114.07,111.26,90.02,42.95,57.19,190.23,134.2,117.05,109.52,136.37,107.29,46.65,253.23,19.33,18.88,33.02,22.26
Maharashtra,49.74,40.37,43.32,81.42,163.21,127.47,123.53,95.89,43,58.95,184.58,156.17,125.42,107.84,120.89,97.81,53.21,296.42,23.68,29,32.58,32.68
Meghalaya,38.4,38.67,37.4,90.33,155.14,130.5,119.9,89.5,50,73.1,137,133.2,138,130.7,169.25,134.2,81.67,365.2,21.6,25.4,50.6,42.1
Mizoram,48.18,41.89,45.55,104.22,142.43,123.83,127.63,101.36,50.45,77.9,157.5,189.7,170.8,128.64,175.5,131.2,120,481.4,29.18,40.18,63.55,74.89
Nagaland,41.53,42.63,48.2,97.27,133.17,125,125.71,97.87,49.36,72,200,139.67,174,149.2,202.5,137.5,81.43,307.31,17.21,27.67,63.67,59.67
Odisha,38.13,37.24,40.68,78.52,151.86,120.13,112.7,79.96,44.77,52.82,170,135.43,112.77,141.88,115.22,93.57,50.91,293.65,26.18,19.26,35.78,28.96
Puducherry,57,40,37,96,175,127,115,82,41,48,201,167,133, ,110,91,50,400,20,39,38,23
Punjab,38.2,25,31.2,82.8,154.87,124.53,116,97.6,44.27,59.2,202.38,123.33,116.6,113.8,132.62,99.18,49.67,268.8,26.4,16,33.93,33.53
Rajasthan,39.67,29.37,32.67,74.56,121.89,106.96,102.44,89.74,42.44,51.56,188.22,149.04,126.24,134.85,158.14,125.67,44.11,297.11,21.22,21.67,43.7,35.04
Sikkim,56,35.75,43.25,83.75,140.5,133.25,120,100,48.25,63, ,176.5,133.25,155.33,183.25, ,59,437.5,18.75,33,51.25,43.75
Tamil Nadu,59.89,44.97,53.51,86.06,168.91,144.11,122.94,94.2,43.23,46.43,208.23,177.97,123.77, ,113.14,88.29,55.29,307.92,23.91,35.46,36.03,31.2
Telangana,51.9,41.7,45.2,75.7,160.8,123.3,114,90.1,41.3,64.6,174.5,167.8,118.4,146,116.3,97.3,55.3,303.9,19.8,27.5,38,28.4
Tripura,38.75, ,39.25,85.67,140.67,128.33,110,103.75,48.5,70.25, ,130,127.67,114.25,144.5,98.5,68.75,221.5,10.5,23,40,45
Uttar Pradesh,37.7,26.67,33.09,79.07,147.32,115.96,111.62,94.5,43.74,62.52,190.76,140.42,128.9,131.38,157.08,110.53,47.47,244.47,26.91,15.88,36.82,27.92
Uttarakhand,36.5,28.5,34.5,88.5,142.5,110,108.25,98,43.5,61.25,156,137.25,134,132,145.5,115.5,51.75,264.25,28.75,15.25,33.25,27.25
West Bengal,43.82,29.8,38,81.09,150.18,119,127.95,107.55,45.86,54.64,195.45,129.68,112.36,114.09,126.86,98.4,51.41,273.14,21.41,20.14,41.86,37.77
Source:-  State civil supplies Dept.,Note:- All India Consumption Weighted Average Prices of Oils w.e.f 23-Feb-2022 and Wheat and Atta w.e.f 25-Feb-2023 ,NR -&gt Not Reported  ,,,,,,,,,,,,,,,,,,,,
Developed by:-  National Informatics Centre(NIC),,,,,,,,,,,,,,,,,,,,,,

