 Department of Consumer Affairs&nbsp( Price Monitoring Division),,,,,,,,,,,,,,,,,,,,,,
Date  03/01/2024 ,Daily Retail Prices Of Essential Commodities,Unit: (₹/Kg.),,,,,,,,,,,,,,,,,,,,
States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
Average Price,43.38,31.04,36.21,83.16,151.88,122.66,116.36,93.8,44.66,58.43,191.09,137.07,125.73,123.4,123.71,98.57,52.87,281.33,22.37,23.21,41.12,34.36
Maximum Price,70,62,69,134,209,172,180,153,70,83,262,235,220,189,239,176,167,560,33,70,90,90
Minimum Price,23,21,27,60,87,80,80,70,38,40,115,108,88,98,101,80,35,157,9,9,20,11
Modal Price,40,28,35,80,160,120,120,100,44,60,200,130,125,115,115,100,50,300,28,20,37.5,30
Andaman and Nicobar,48.67, ,67.67,94,174.33,149,135,104.33,55,73,232.5,182,182.33, ,142.67,120.67,78.33,308.33,19.67,43.33,71,76.67
Andhra Pradesh,57.4,45.2,49.2,84.6,172.8,142.4,126.6,104.8,42.8,60,169,172.2,109.6,146.33,113,88.6,58.6,349,21.6,30,35,24
Arunachal pradesh,33.5,42,37.75,90,139.5,125,118.25,104.25,51.67,71,160,152.67,150,139.33,188.33, ,67,300,21.67,24.67,52,50
Assam,43.59,31,36.52,82.26,143.96,113.13,113.96,91.67,47.15,70.56,207.57,148.11,136.8,136.48,150.82,112.82,56.59,256.5,13.41,20.48,47.41,43.12
Bihar,38.05,27.78,33.97,77.03,145.89,117.95,112.43,80.86,44.49,55.43,181.69,132.84,121.86,126.35,161.03,106.2,47.32,274.81,22.7,17.49,40.49,32.83
Chandigarh,42,32,36,80,135,115,113,94,43,59,192,150,128,130,148,107,51,276,27,16,40,40
