 Department of Consumer Affairs&nbsp( Price Monitoring Division),,,,,,,,,,,,,,,,,,,,,,
Date  09/01/2024 ,Daily Retail Prices Of Essential Commodities,Unit: (₹/Kg.),,,,,,,,,,,,,,,,,,,,
States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
Kerala,50.33,45.83,47.92,102.67,183.17,152.17,136.45,114.17,43.5,53.58,230.86,180.44,142.5, ,116.83,97.27,62.42,233.5,14.92,40.83,36.33,40.25
Madhya Pradesh,39.06,28.91,34.34,80.79,150.66,113.6,111.57,89.98,42.98,57.28,190.81,134.4,117.6,109.6,135.43,107.25,46.79,252.4,19.3,18.79,32.79,22.02
Maharashtra,49.74,40.37,43.47,81.37,162.95,127.47,123.37,95.95,42.95,59,184.58,156.33,125.47,107.37,120.79,97.81,53.21,296.11,23.68,28.74,32.16,31.89
Meghalaya,38.3,38.56,37.3,90.33,155.14,130.5,119.7,89.5,50,73.1,137,133.2,138,130.7,169.25,134.2,81.67,365.2,21.6,25.3,50.6,41.5
Mizoram,48.18,41.89,45.55,104.22,142.43,123.83,127.63,101.36,50.45,77.9,157.5,188.8,170.8,129.18,175.5,131.2,120,481.4,29.18,40.36,63.55,74.89
Nagaland,41.67,42.63,48.31,97.73,134.82,126.43,124.23,98.2,49.73,71.85,200,138.75,174,148,202.5,137.5,78.75,310.71,17.4,27.5,63.44,59.06
Odisha,37.73,37.4,40.72,78.65,151.36,118.73,112.35,79.77,44.52,52.32,169.57,135.65,112.28,132.55,115.27,93.12,50.92,282.37,25.92,19.27,35.12,27.88
Punjab,38.2,25.07,31,82.4,154.87,123.67,115.73,97.07,44.14,59.36,200.75,121.64,115.71,113.79,131.67,99.2,49.43,266.79,26.57,15.86,32.64,32.14
Rajasthan,40,29.57,32.46,73.32,119.89,106.71,101.29,88.82,42.21,51.46,186,150.18,125.27,136.56,158.17,122,43.68,296.46,20.75,21.43,43.79,35.86
Sikkim,53.8,35.8,42.2,84.6,136.8,133.6,121,101.6,48.6,63.4, ,180.8,133.4,154.5,185.2, ,57.2,446,19,33.4,50.6,43.6
Tamil Nadu,60.06,45.03,52.71,86,169.03,144.5,123,94.52,43.18,46.62,207.85,177.9,123.38, ,113.03,88.24,55.38,308.08,24.24,34.94,36.09,30.64
Telangana,51,41.5,44.9,75.22,161.22,122.56,112.89,90,41.2,64.2,167.22,168,118.6,144.83,116.7,97.2,55.1,304.44,19.44,26.9,37,28.3
Tripura,38.75, ,39.25,85.67,140.67,128.33,110,103.75,48.5,70.25, ,130,127.67,114.25,144.5,98.5,68.75,221.5,10.5,23,40,45
Uttar Pradesh,37.61,26.65,33.07,78.99,147.29,115.77,111.43,94.16,43.73,62.38,191.59,140.35,129.13,131.63,157.42,110.96,47.55,244.19,26.92,15.72,36.23,27.57
Uttarakhand,36.25,28.25,34.5,88.5,142.5,110,108.25,98,42.67,59,158.67,133.33,128.33,126,144,88,50,252.67,28.67,15.25,33,27
West Bengal,43.77,29.22,38,80.82,151.5,119.23,127,106.55,45.82,54.36,195,129.09,111.86,113.55,126.55,97.35,50.73,274.82,21.36,19.41,39.59,36.45
Source:-  State civil supplies Dept.,Note:- All India Consumption Weighted Average Prices of Oils w.e.f 23-Feb-2022 and Wheat and Atta w.e.f 25-Feb-2023 ,NR -&gt Not Reported  ,,,,,,,,,,,,,,,,,,,,
Developed by:-  National Informatics Centre(NIC),,,,,,,,,,,,,,,,,,,,,,

