 Department of Consumer Affairs&nbsp( Price Monitoring Division),,,,,,,,,,,,,,,,,,,,,,
Date  28/01/2024 ,Daily Retail Prices Of Essential Commodities,Unit: (₹/Kg.),,,,,,,,,,,,,,,,,,,,
States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
Delhi,40,29,31,80,155,140,118,85,44,54,212,146,118,125,132,98,58,250,26,15,38,38
DNH and DD,48.67,41.33,46.33,88.67,157,139.33,126.67,96,43.33,64.33,191.67,145.33,134.33,133,124,100.67,70,350,27.33,19.33,25,26.67
Gujarat,49.67,38,43,85.33,156.67,129,126,100.67,43,60.67,181.33,146,138.33,129.33,119.33,106.33,50.33,241.33,17,23.33,30.33,23.67
Haryana,45.33,28,34,73.67,122.33,108,106,96,43.33,59.67,184.67,140,122.67,131.67,153.33,111.67,42.67,237.33,24.67,15,36.67,29
Himachal Pradesh,38.5,21,33.17,80.67,153.75,126.92,114.17,89.58,47,53.5,220.5,159.42,131.08,124.9,140.8,117.5,46.83,259.58,27.58,20.83,37.42,42.75
Jammu and Kashmir,40,45,60,105,120,120,140,115,48,45,225,140,130,145,180, ,48,320,28,25,40,40
Jharkhand,38.64,32.4,35.09,80.18,148.55,117.55,111.09,85.18,45.7,58.11,195.43,136.91,117.27,128.9,148.11,106.4,48,291.33,25.4,16.64,29.55,25.64
Karnataka,58.46,43.79,46.96,93.39,158.75,136.18,123.14,104.93,42.71,49.75,178.96,164.39,118.5,135.67,120.29,94,51.54,284.11,18.5,32.48,34.89,26.26
Madhya Pradesh,39.19,29.06,34.5,78.44,152.97,114.03,112.69,89.19,42.83,56.47,189.56,133.75,117.25,109.31,135.34,105.06,46.5,249.25,18.5,17.58,28.11,24.86
Maharashtra,50.37,40.47,43.53,82,160.84,128.37,122.16,95.32,43,58.74,184.21,155.33,125.53,107.42,121.74,97.69,53.58,295.79,23.26,28,27.37,31.42
Meghalaya,40.5,37.5,36,90,121.5,121.5,116.5,95,49,73, ,122.5,130,116,240,120,75,330,30,23.5,48.5,37
Mizoram,50,37.5,52.5,98, , ,120,104,50,77.5, ,185,220,140, , ,133.5,520,27.5,50,65,61.5
Odisha,37.11,36.43,39.78,77.67,148.11,122.33,113.33,82.67,45.22,52.67,175,133,109.71,124.5,115.78,90.33,51.67,285,26.33,18.33,30.22,25.56
Punjab,37.08,25.33,30.92,82.75,155.25,123.92,115.25,97.42,44,59.33,197.22,124.17,117.25,115.92,129.33,99,51.42,263.83,26.33,12.42,28.92,41.92
Rajasthan,39.25,29.08,31.58,69.18,121.58,110.08,104.58,89.42,41.5,52.58,182.33,144.33,122.18,132.42,160.55,111,44.33,277.42,21.42,21.75,41.36,37
Sikkim,57,34,40.5,80,127.5,132.5,119,105,47.5,62.5, ,185,140.5,167,200, ,58,381.5,19,35,60,47.5
Tamil Nadu,61.17,44.71,54.13,84.91,165.04,143.48,123.87,95.63,43.22,46.48,206.22,180.52,125.87, ,113.83,89.17,56.7,316,24.26,35.83,33.35,30.13
Telangana,49.33,38.33,49.67,80,154.67,127.33,112.33,93,40,59,159.33,156.33,106.33,105,110.33,96.33,55.67,293.33,19.5,23.33,27,28
Uttar Pradesh,38.13,26.83,33.06,79.42,146.7,115.42,110.77,92.96,43.73,62.63,191.39,137.56,128.33,130.19,156.81,109.71,47.4,242.77,26.73,15.08,32.6,29.06
Uttarakhand,36,27,33,90,180,120,120,110,42,63,179,139,139,120,125,88,51,217,28,11,24,26
West Bengal,42,29,37.23,79.54,144.31,116.83,125.54,107.08,44.85,54.15,197.3,129.15,110,113.62,126.77,100.62,51.38,260.38,22.08,19.08,38.77,34
Source:-  State civil supplies Dept.,Note:- All India Consumption Weighted Average Prices of Oils w.e.f 23-Feb-2022 and Wheat and Atta w.e.f 25-Feb-2023 ,NR -&gt Not Reported  ,,,,,,,,,,,,,,,,,,,,
Developed by:-  National Informatics Centre(NIC),,,,,,,,,,,,,,,,,,,,,,

