 Department of Consumer Affairs&nbsp( Price Monitoring Division),,,,,,,,,,,,,,,,,,,,,,
Date  28/01/2024 ,Daily Retail Prices Of Essential Commodities,Unit: (₹/Kg.),,,,,,,,,,,,,,,,,,,,
States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
Average Price,44.09,31.31,36.43,81.78,150.33,122.35,115.85,93.45,44.02,57.35,188.64,134.66,122.57,120.14,122.96,97.29,51.27,273.11,22.89,21.46,33.41,30.57
Maximum Price,70,54,69,135,193,164,155,130,55,80,260,235,220,170,240,150,167,559,30,70,80,70
Minimum Price,26,21,27,60,87,85,87,70,38,40,122,108,88,95,105,77,36,157,9,8,14,11
Modal Price,38,28,32,80,145,120,120,90,44,60,200,135,120,110,115,89,50,220,28,20,30,30
Andaman and Nicobar,52, ,69,95,164,154,128,96,53,73, ,176,202, ,135,126,74,325,20,40,50,60
Andhra Pradesh,54,44.5,48,88.33,162.33,141.5,127,91.5,44.33,61,169.33,164.5,95,110,115,90.33,59,280,26,32,28,26.33
Arunachal pradesh,39,42,38.5,94,139,125,121.5,106.5,50,72,153,148,136,135,182, ,78,327,20,22,50,32
Assam,43.2,32.17,36.13,82.4,143.4,108.92,115.07,93.47,47.67,71.33,243,143.87,128.9,129.8,148.67,106,59.67,254.57,15.33,17.8,40.27,36.6
Bihar,37.5,27.83,33.06,76.11,142.56,120.11,111.06,78.06,44.72,55.94,169.63,127.78,113.22,121.22,152.31,99.59,45.89,287.17,22.06,15.22,31.33,28.89
Chandigarh,42,32,36,80,135,115,113,94,45,59,190,150,128,130,145,105,51,276,27,12,40,40
Chhattisgarh,42.57,37.14,39.29,88.14,157.43,112.71,112.57,90.29,43,59.71,207.86,142.57,121.57,120.43,135.86,106,50.86,302.57,25.43,22.86,38.43,20.86
