 Department of Consumer Affairs&nbsp( Price Monitoring Division),,,,,,,,,,,,,,,,,,,,,,
Date  16/01/2024 ,Daily Retail Prices Of Essential Commodities,Unit: (₹/Kg.),,,,,,,,,,,,,,,,,,,,
States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
Delhi,40,29,31,80,153,140,118,83,44,54,211,145,121,124,133,97,57,245,26,15,38,28
DNH and DD,47.67,40.33,46,88.33,156.67,140,127,96,43.33,64.33,191.33,145,134,133.33,124.33,100.67,69.67,350,27.33,19.67,26,24.33
Goa,52,45,43,94.5,170,147.5,131.5,96.5,44,57.5,225,160,141.5,150,117.5,95.5,59,325.5,24.5,35,37,36
Gujarat,41.67,35.5,39,81.5,151.33,119.5,112.67,94.17,42.17,60.17,184.67,142.33,131.17,130,122,103.17,51,244.83,15,25,38.5,25.83
Haryana,42.5,29,34.5,75.5,127.5,107.75,107.25,96.25,43.5,59.5,176.75,135.25,125,126.25,152.25,106.5,45.75,233.5,25,17.25,40.5,30
Himachal Pradesh,38.5,21,33.33,81.58,155.25,128,114.83,89.83,47.08,53.5,219.5,159.67,131.58,125.7,141.8,118.5,46.58,260,27.58,21.08,37.83,40.17
Jammu and Kashmir,44.17,36.2,39.83,91.5,139.5,121.67,122.67,101.17,50.33,51.33,240,142.67,133.5,131.17,145.4,113.33,49.67,311.17,26.83,23.83,40,38.67
Jharkhand,38.32,31.33,35.26,79.42,149.53,118.32,110.53,82.84,45.67,58.53,183.46,135.68,121.42,126.89,148.71,103.39,47.39,291.06,24.83,18.95,37.16,29.68
Karnataka,58.31,43.75,47.13,92.69,160.34,137.63,123.88,106.13,42.61,50.06,180.34,164.94,119.66,136.32,121.16,95.69,50.94,288.29,19.45,33.5,40.81,27.72
Kerala,50.27,45.36,47.82,101.82,180.73,147.82,138.5,114.36,43.36,52.55,233.5,183.88,145.82, ,117.27,97.2,63.36,235.91,14.91,39.18,34.55,36.27
Madhya Pradesh,38.98,29.13,34.47,80.53,149.43,113.47,111.89,89.49,42.96,57.15,190.77,134.19,117.38,109.79,135.52,107.17,46.7,252.59,19.31,18.19,31.85,21.87
Maharashtra,49.95,40.37,43.53,81.63,162.26,128.47,122.32,95.89,42.95,58.89,184.05,155.72,125.63,107.68,121.42,97.94,53.63,296.11,23.47,28.16,29.47,29.53
Meghalaya,38.89,38.5,37.22,90.4,151.33,129.2,119.56,89.44,50.11,73,137,132.22,138.5,131.56,182.33,142.75,80.6,350.22,21.78,24.89,49.22,38.78
Mizoram,48.18,41.89,45.55,104.22,142.43,123.83,127.63,101.36,50.45,77.9,157.5,188.8,170.8,129.36,175.5,131.2,120,481.4,29.18,40.18,63.27,74.89
Nagaland,41.31,42.63,48.31,97.08,133.17,125.63,122.67,97.38,50.69,72.07,200,138.13,170,146.75,200,137.5,78.89,318.33,17.56,27.19,61.67,56.67
Odisha,37.87,38.29,39.91,77.96,148.52,120.57,112.7,80.17,44.95,52.45,176.17,135.74,108.55,136.11,116.22,93.18,50.32,275.94,26.41,18.78,34.7,27.39
Puducherry,57,40,37,96,175,127,115,82,41,48,201,167,133, ,110,91,50,400,20,39,36,26
Punjab,38.33,25,31,83.33,153.87,124.4,115.73,99,44.33,59.2,201.62,123.6,117.47,115.27,132.62,99.09,50.33,269.2,26.53,14.8,32.33,31.73
Rajasthan,39.67,29.63,32.67,73.37,119.7,106.52,101.7,88.78,42.19,52.44,187.22,152.44,124.36,137.65,158.65,127.4,43.67,295.93,20.85,21.63,39.44,33.63
Sikkim,56,35.75,40.75,83.75,123,125.75,120.25,101.25,48.25,63, ,182.75,133.5,150.67,178, ,59,447.5,18.75,33.75,50,42.5
Tamil Nadu,59.35,44.48,52.22,85.87,167.39,142.48,122.43,94.95,43.35,44.91,204.83,179.67,127.17, ,112.74,88.57,56.09,312.6,25.13,36.48,35.13,30.74
Telangana,51.6,41.6,45.4,75.3,158.7,122.8,113.5,89.9,41.2,64.4,167,168.8,117.44,145.17,115.56,96.8,55.5,301.5,19.44,27.4,34.7,28.1
Tripura,38.75, ,39.25,87.67,142.33,126.67,110,103.5,48.25,70.25, ,130,127.67,114.25,144.5,99.75,68.75,221.5,10.5,21.75,40,43.75
Uttar Pradesh,37.71,26.84,33.19,78.91,146.31,115.83,111.48,94.24,43.69,62.38,190.74,139.99,129.24,131.42,157.2,110.96,47.65,243.89,26.93,15.28,34.87,26.07
Uttarakhand,36.5,28.5,34.75,88.25,143.5,110,108.25,98,42.75,61.25,153.5,137,133.25,131.75,145.5,115.5,51.5,264.25,28.75,15,31.5,28.25
West Bengal,43.65,29.8,38.17,80.57,148.35,119,127.26,106.78,45.74,54.61,195.36,129.09,111.87,113.22,125.87,97.9,50.78,272.78,21.74,19.61,39.7,33.65
Source:-  State civil supplies Dept.,Note:- All India Consumption Weighted Average Prices of Oils w.e.f 23-Feb-2022 and Wheat and Atta w.e.f 25-Feb-2023 ,NR -&gt Not Reported  ,,,,,,,,,,,,,,,,,,,,
Developed by:-  National Informatics Centre(NIC),,,,,,,,,,,,,,,,,,,,,,

