 Department of Consumer Affairs&nbsp( Price Monitoring Division),,,,,,,,,,,,,,,,,,,,,,
Date  05/01/2024 ,Daily Retail Prices Of Essential Commodities,Unit: (₹/Kg.),,,,,,,,,,,,,,,,,,,,
States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
Average Price,43.51,30.94,36.17,82.95,151.66,122.51,116.27,93.67,44.59,58.42,191.91,136.91,126.14,123.57,123.77,98.65,52.86,281.63,22.43,23.28,40.52,34.17
Maximum Price,70,54,69,134,209,172,180,153,70,83,262,235,220,189,228,176,167,560,31,70,90,90
Minimum Price,23,21,27,58,87,80,80,70,38,40,115,108,88,97,102,77,32,157,9,9,20,11
Modal Price,40,28,35,80,160,120,120,100,44,60,205,130,120,130,115,100,50,300,28,20,40,30
Andaman and Nicobar,48.67, ,67.67,94,174.33,149,135,104.33,55,73,232.5,182,182.33, ,142.67,120.67,78.33,308.33,19.67,43.33,67.67,75
Andhra Pradesh,57.4,45,49.2,84.6,171.4,140.6,126.6,104.8,42.8,60,168.8,171,109.6,143,112.8,88.6,58.6,348.2,21.6,30.6,34.6,24
Arunachal pradesh,33.5,42,37.75,90,139.5,125,118.25,104.25,51.67,71,160,152.67,150,137.67,188.33, ,65,300,21.67,25.33,41.67,53.33
Assam,43.61,30.91,36.43,82.36,143.71,113.13,113.64,92.11,47.14,70,207.57,148.71,138,137.36,152,115.33,56.89,256.56,13.32,20.46,46.93,42.85
Bihar,37.92,27.72,33.83,77.14,145.47,117.39,112.64,80.78,44.46,55.51,181.5,132.63,121.46,126.23,157.18,106.31,47.37,277.49,22.77,17.46,40.23,33.71
Chandigarh,42,32,36,80,135,115,113,94,43,59,192,150,128,130,148,107,51,276,27,15,35,35
Chhattisgarh,40.63,35.75,38.75,88.38,166.75,111.13,111.13,93.63,42.5,57.13,204.38,150,129.5,128.25,143,115.25,48.63,299.25,23.75,24.63,43.75,23.63
Delhi,39,29,31,82,157,143,118,85,44,54,212,145,121,124,133,97,57,243,26,15,40,28
DNH and DD,48.67,40.67,46,89.67,160.67,142,126.33,97.67,43.33,64.33,200,147.33,135.33,134.33,126.33,101.33,69.67,350,27.33,20,27.33,24.33
Goa,52,44.5,42.5,93.5,178.5,148.5,133.5,96.5,44,57.5,225,160,142.5,149,117,95.5,59,325.5,24.5,36,38,44.5
Gujarat,42.14,35.14,38.86,81.14,148,118.86,110.86,92.43,42.29,59.14,189.57,143.14,131.14,129.43,125.14,103.14,51.57,251.57,15,24.57,39.86,27.29
Haryana,35.67,28,33,73.33,129,104,103.67,86.33,43.5,58,176.67,136,120.33,119.67,146.67,98.33,45.5,229.5,25.5,16.67,40.33,27.33
Himachal Pradesh,38.58,21,33.25,81.5,156.58,128.83,115,89.83,47.25,53.5,219.5,160.5,132.67,126.8,142,118.5,46.5,259.92,27.58,21.25,37.92,40.08
Jammu and Kashmir,45.6,32.75,39,88,141,120.8,122,99.4,50.4,51.8,242,141.8,133.6,130,149.5,112.33,49.6,308.6,26.6,21.4,39.4,37.8
Jharkhand,38.28,31.18,35.06,79.89,149.5,119.22,111.39,82.06,45.69,58.2,188.75,135.06,120.17,125.06,148.25,103.47,46.63,284.13,24.31,20.56,38.61,31.06
Karnataka,57.97,43.81,47.42,93.1,161.65,138.1,124.39,106.39,42.58,50.58,180.58,165.45,119.52,136.8,121.32,95.68,51.74,290.87,19.9,32.13,42.97,27.68
Kerala,50.71,45.36,47.21,101.5,183.86,150.92,136.85,111.21,43.36,53.93,230.86,178,144.64, ,116.71,96.31,62.21,231.79,14.64,38.5,36.71,40.57
Madhya Pradesh,38.96,28.87,34.43,80.59,153,114.26,112.17,90.11,43,56.96,191.96,135.13,118.15,109.15,136.73,107.13,46.84,252.76,19.36,18.69,33.78,21.78
Maharashtra,49.47,40.16,43.26,81.79,164.68,127.63,123.58,95.89,43,58.95,184.95,156.17,125.63,108.26,120.89,97.69,53.21,296.37,23.74,28.47,33.42,33.63
Meghalaya,38.22,38.5,37.11,90.33,154.43,130.5,120.11,89.44,49.67,73.22,137,134.67,138,132.11,170.5,134.2,81.67,368,22.67,25.44,50.33,44.11
Mizoram,48,41.89,45.55,104.22,142.43,123.83,127.63,101.36,50.45,77.9,157.5,188.8,170.8,129.18,175.5,131.2,120,481.4,29.18,40.18,63.55,74.89
Nagaland,41.38,42.63,48.31,95.83,133.58,125.63,125.33,98.31,50.69,72.07,200,139.06,174,147.38,202.5,137.5,79.44,313,17.56,27.5,65.94,62.5
Odisha,37.73,37.63,40.69,78.12,151.96,117.69,112.08,79.65,44.48,52.21,171.33,136.96,115.04,132,116.85,92.92,50,275.24,25.96,19,36.85,29.96
Puducherry,57,40,37,96,175,127,115,82,42,47, , , , , , ,51,393,20,39,40,25
Punjab,38.07,25,31,83.13,156.4,125.13,116.47,98.53,44.33,59.27,203.15,123.53,116.87,114.67,133.15,99.09,49.93,268.13,26.47,16.27,35.8,35.47
