 Department of Consumer Affairs&nbsp( Price Monitoring Division),,,,,,,,,,,,,,,,,,,,,,
Date  23/01/2024 ,Daily Retail Prices Of Essential Commodities,Unit: (₹/Kg.),,,,,,,,,,,,,,,,,,,,
States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
Average Price,43.96,31.03,36.12,83.03,149.7,122.94,116.06,93.86,44.54,58.61,190.81,135.54,125.68,122.61,124.15,98.9,53.04,282.29,22.32,22.89,37.13,32.22
Maximum Price,70,62,69,141,210,175,156,153,70,83,262,235,220,189,235,176,167,560,31,70,80,88
Minimum Price,23,21,27,58,87,85,87,70,38,40,122,108,88,98,98,77,36,157,9,9,16,11
Modal Price,40,28,35,80,150,120,120,100,45,60,190,130,120,110,112,90,50,200,28,20,30,30
Andaman and Nicobar,48.67, ,67.67,94,170,151,133.33,100.33,55.33,73,232.5,180,181, ,136.33,120,78.33,308.33,19.67,43.33,56.67,63.33
Andhra Pradesh,59,45.4,49.8,85.2,166.2,141.8,128,104.6,43.2,60,170.4,171.2,109.6,143,114,89.4,58.75,352.8,23.25,30.4,34,23.2
Arunachal pradesh,31.67,42,41.67,86.67,136.67,126.67,116.67,103.33,50,70.5, ,155,165,141.5,202.5, ,70,300,22.5,26.5,45,56.5
Assam,44.04,31.8,36.83,83.13,142.61,112.95,113.7,92.43,47.22,71.59,208.17,148.09,136.56,134.7,151.74,114.57,56.87,264.5,13.78,20,44.43,39.3
Bihar,37.26,27.63,33.97,77.26,145.94,118.8,112.46,80.06,44.31,55.66,183.2,131.17,120.77,125.49,162.38,103.72,46.8,276.57,22.86,16.46,35.4,30.09
Chandigarh,42,32,36,80,135,115,113,94,45,59,190,150,128,130,145,105,51,276,27,12,35,35
Chhattisgarh,41.14,37.43,39.29,89.14,160.29,115.43,112.86,92.43,43.14,58.29,207.57,143.71,124,121.86,135.71,108.71,49.86,311.86,23.29,22.57,36.43,18.57
Delhi,40,29,31,80,153,140,118,83,44,54,211,145,119,125,133,98,58,248,26,15,35,28
DNH and DD,48.67,41.33,46.33,88.67,157,141,127,96,43.33,64.33,192,145.67,134.33,133.67,124,100.67,69.67,350,27.33,19.33,25.67,24.67
Goa,52,45,46,88,168,145,125,95,43,59,223,145,135,127,123,93,60,343,24,32,35,35
Gujarat,42.33,35.67,39,80.5,152.67,119.83,113,94.33,42.17,60.17,184.5,142.33,131.17,130,122,103.17,51.17,244.83,15,22.83,37,25.83
Haryana,42.75,29.25,34.5,75.75,127.75,108,107.75,96.5,43.5,59.5,176,134.5,124.25,126.25,152.25,106.5,44.5,233.5,25,17.25,42,29.25
