 Department of Consumer Affairs&nbsp( Price Monitoring Division),,,,,,,,,,,,,,,,,,,,,,
Date  23/01/2024 ,Daily Retail Prices Of Essential Commodities,Unit: (₹/Kg.),,,,,,,,,,,,,,,,,,,,
States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
Himachal Pradesh,38.5,21,33.33,81.08,155,127.42,114.58,89.58,47.08,53.5,220.5,159.58,131.58,125.4,140.8,117.5,46.58,260,27.5,20.83,37.75,41.17
Jammu and Kashmir,44.5,36,40.17,91.17,137.83,119.83,122.67,100.67,50.5,51.67,250,142.67,135.17,130.17,146,113.33,49.83,315.67,26.83,22.17,38.17,39.5
Jharkhand,38.12,31.31,35.29,79.53,146.24,117.35,110.18,82.88,45.44,58.2,185.18,134.71,119.65,124.88,147.13,103.06,46.81,283.93,24.38,17.65,34.24,26.59
Karnataka,58.44,44,47.22,92.53,159.97,137.44,124,106.59,42.69,50.5,180.5,165.16,119.88,136.29,121.47,95.81,51.53,289.72,19.72,32.84,37.94,26.94
Kerala,50.92,45,46.85,101.38,178.38,150.25,137.58,111.85,43.46,53.38,229,177.1,144.31, ,118.15,97.42,64.08,232,15.08,39.54,34.08,37.23
Madhya Pradesh,39.15,29.2,34.61,80.54,149.96,114.54,112.33,89.8,42.98,57.35,190.11,134.24,117.17,110.26,135.84,106.83,46.63,253.24,19.09,18,30.24,23.26
Maharashtra,50.21,40.63,43.58,82.16,161.53,128.47,121.79,95.63,42.95,58.84,183.79,155.44,125.47,107.53,122,97.88,53.21,295.74,23.47,27.53,28.05,29.84
Meghalaya,38.5,38.67,37.3,90.33,155.43,131.67,118.9,89.8,49.7,73.1,137,133.2,138.5,130.7,169.25,135.6,81.67,363.6,21.6,24.5,47.4,38
Mizoram,48.18,41.89,45.55,104.22,142,124,128,101.36,50.45,77.9,157.5,188.8,170.8,129.36,175.5,131.2,120,481.4,29.18,39.64,60.82,74.89
Nagaland,41.75,42.63,48.63,96.25,133.58,126.88,122,97.38,50.69,73.29,200,138.75,168,146.75,200,137.5,78.89,319.67,17.56,26.56,61.56,55.63
Odisha,37.75,37.8,40.5,77.25,148,123.75,112.67,80.83,45.45,52.45, ,135.09,107,128.33,115.91,93.27,50.73,282.88,26.55,19.27,33.91,25.73
Puducherry,56,40,35,89,165,120,115,86,41,48,192,183,114, ,109,94,51,400,22,35,33,26
Punjab,38.2,24.93,31,83.53,153.67,123.87,114.6,97.8,44.07,59.07,202.23,124.4,116.73,115.33,133,99.36,51,268.33,26.53,14,30.53,34.47
Rajasthan,40.54,29.29,32.36,73.5,121.96,107.21,101.43,88.39,42.3,52,187.79,151.82,124.5,135.96,157.27,136,43.93,296.3,20.92,21.79,41.14,35.5
Sikkim,56,35.75,43.25,83.75,140.5,133.25,120.25,101.25,48.25,63, ,176.5,133.25,155.33,183.25, ,59,437.5,18.75,31.25,48.75,42.5
Tamil Nadu,60.53,45.29,53.36,85.42,165.36,142.69,123,94.84,43.17,46.63,207.19,177.55,124.22, ,113.64,88.83,56.17,307.63,23.91,36.42,33.97,30.22
Telangana,51.7,41.7,45,75.3,157.3,122.5,113.5,89.8,41.1,63.22,166.44,167.2,118.8,145,114,96.7,55.8,304.22,19.56,27.4,33.5,28.6
Tripura,38.75, ,39.25,87.67,142.33,126.67,110,103.5,48.25,70.25, ,130,127.67,114.25,144.5,99.75,68.75,221.5,10.5,20,38.25,43.75
Uttar Pradesh,37.82,26.75,33.05,78.93,146.04,115.8,111.51,93.76,43.69,62.45,191.28,139.85,129.19,131.53,157.42,111.18,47.57,243.35,26.88,15.12,33.93,27.56
Uttarakhand,36.25,28.25,34.5,88.25,144.75,110,108.25,98,42.75,61.25,154.25,137.75,133.25,131.75,145.5,115.5,51.5,264.25,28.75,14.25,32,28.75
West Bengal,42.88,29.38,37.44,79.25,145,116.27,124.75,107.44,44.88,54.56,198,128.06,110.25,112.5,124.94,99.5,50.38,261.75,20.88,18.75,38.75,33.38
Source:-  State civil supplies Dept.,Note:- All India Consumption Weighted Average Prices of Oils w.e.f 23-Feb-2022 and Wheat and Atta w.e.f 25-Feb-2023 ,NR -&gt Not Reported  ,,,,,,,,,,,,,,,,,,,,
Developed by:-  National Informatics Centre(NIC),,,,,,,,,,,,,,,,,,,,,,

