 Department of Consumer Affairs&nbsp( Price Monitoring Division),,,,,,,,,,,,,,,,,,,,,,
Date  14/01/2024 ,Daily Retail Prices Of Essential Commodities,Unit: (₹/Kg.),,,,,,,,,,,,,,,,,,,,
States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
Maharashtra,49.68,40.58,43.68,81.47,162.11,128.42,122.53,96.05,42.84,58.95,184.42,156.22,125.63,107.42,121.05,98.25,53.58,296.32,23.58,28.42,30.74,30.84
Meghalaya,42,37.67,36.33,90,132.67,122,120,91.67,49.33,73, ,135,132.5,124,200,120,76.67,326.67,30,25.67,48,38.67
Mizoram,50,37.5,52.5,98, , ,120,104,50,77.5, ,185,220,140, , ,133.5,520,27.5,50,65,61.5
Odisha,36.63,37.8,40.29,76.88,147.5,122.75,114.25,82.13,44.5,53.25,150,133.88,114.29,142,115.5,94.38,50.13,316,26.38,19.25,38,28.38
Puducherry,57,40,37,96,175,127,115,82,41,48,201,167,133, ,110,91,50,400,20,39,36,26
Punjab,37.31,25.23,30.54,82.62,155.15,123.92,114.92,97.85,44.15,59.15,198.91,122.46,115.54,114.54,129.27,97.78,49.85,268.62,26.38,14.15,32.62,32.15
Rajasthan,35.2,27.6,30.8,70.4,114,102,100,94.2,41.6,52,174,155,119,136.4,163.2, ,44.8,281.2,21,22.4,33.2,32.6
Sikkim,54,32,45,80,120,130,107,95,45,65, ,183,114,167,190, ,50,420,21,35,70,50
Tamil Nadu,60.4,44.83,53.24,85.2,166.56,143.4,122.52,93.45,43.36,47.08,205.16,181.57,123.92, ,113.04,88.56,55.64,308.76,24.2,36.4,35.64,30.84
Telangana,49,38,49.33,79.33,154.67,126.67,111.67,92.67,39.67,59,159.33,156.33,105.67,103,110,96.67,55,292,19.33,22.67,27.33,27.33
Uttar Pradesh,37.76,26.64,33.1,80.06,147.8,115.67,111.24,92.33,43.86,62.56,191.73,137.35,127.86,129.39,156.65,110.27,47.55,241.2,26.82,14.82,34.57,25.78
Uttarakhand,36,28,33,90,180,120,120,110,42,63,179,139,139,120,125,88,51,217,28,12,24,23
West Bengal,41.64,29,37.64,79.43,148.57,115.54,124.79,107.79,45.14,55.14,196.9,129.29,110.07,113.21,127.86,100.86,51.86,258.79,21.36,19.29,42.71,37.71
Source:-  State civil supplies Dept.,Note:- All India Consumption Weighted Average Prices of Oils w.e.f 23-Feb-2022 and Wheat and Atta w.e.f 25-Feb-2023 ,NR -&gt Not Reported  ,,,,,,,,,,,,,,,,,,,,
Developed by:-  National Informatics Centre(NIC),,,,,,,,,,,,,,,,,,,,,,

