 Department of Consumer Affairs&nbsp( Price Monitoring Division),,,,,,,,,,,,,,,,,,,,,,
Date  30/01/2024 ,Daily Retail Prices Of Essential Commodities,Unit: (₹/Kg.),,,,,,,,,,,,,,,,,,,,
States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
DNH and DD,48.67,41.33,46.33,87.33,156.67,139.67,125.67,96,43.33,64.33,191.67,145,134.33,133,124,100.67,70,350,27.33,19.33,25,33.67
Goa,52,45,46,88,165,150,125,90,43,59,223,145,135,127,123,93,60,343,24,33,33,42
Gujarat,42.14,35.29,39,80.86,146,120.14,113.14,91.71,42.14,59.86,186.86,141,131.17,130.29,122,103.14,51.29,251.57,14.71,22.57,36.33,29.43
Haryana,42.75,29.25,34.5,75.5,125,106.5,107.25,95.5,43.75,59.5,176.25,137,123.75,126.5,153.25,106.5,44.75,232.5,25,18,40.5,27.5
Himachal Pradesh,38.58,21,33.17,79.92,153.58,126.67,114.17,89,46.92,53.5,219,159,130.5,124.7,140.8,117.5,46.83,259.58,27.58,20.58,36.58,46.33
Jammu and Kashmir,44.57,34.33,39.71,90.29,133.71,120,120.71,102.29,50,53.14,240,148.43,137.57,136.29,150.5,124,49.14,311.43,25.86,20.57,36,42
Jharkhand,38.58,31.56,35.16,79,147.53,118,110.42,82.74,45.72,58.53,183.38,136.05,121.42,126.61,148.65,103.39,47.44,289.94,24.89,17.37,29.89,25.53
Karnataka,58.19,43.81,47.06,92.44,158.28,137.56,124.09,106.63,42.58,50,178.97,165.81,119.26,136.93,121.29,95.74,51.19,288.16,19.45,32.35,35.42,26.52
Kerala,50.5,45.36,47.14,100.86,177.43,151.15,136.46,111,43.21,54.21,228.29,175.9,143.43,130,117,97,62.93,232.79,15.14,37.43,28.14,35.93
Madhya Pradesh,39.33,29.04,34.76,79.65,150.78,115.09,113.15,89.78,42.89,57.33,190.91,132.8,115.91,109.61,132.48,107.29,46.77,250.41,18.88,17.93,28.24,26.48
Maharashtra,50.53,40.42,43.37,81.74,160.89,128.47,122.63,95.26,43,58.89,184.11,155.17,125.47,107.42,121.47,98.13,53.58,295.95,23.32,27.53,27.11,35.21
Manipur,50, , , ,171, ,136,91,51, , ,131, , , ,104, , , ,25,45, 
Meghalaya,38.89,38.75,37.22,90.4,157.5,130.6,118.44,89.44,49.78,73,137,132.22,138.5,131.56,195.67,142.75,80.6,351.78,21.78,23.78,46.44,37.22
Mizoram,47.91,41.89,45.55,104.89,140.86,122.67,127.25,101.36,50.45,77.45,159.5,188.8,170.8,129.27,175.5,131.2,119.63,481.4,29.18,39.18,60.18,73.11
Nagaland,42.06,42.63,48.75,96.67,133.17,124.38,121.67,97.38,49.07,73.29,200,138.75,166,146.75,200,137.5,78.33,320,17.56,26.5,60.31,52.19
Odisha,38,38,40.43,77.5,149.25,119.46,112.71,81.21,44.65,52.77,181.33,137.42,110.83,140.13,117.67,93.33,50.52,281.39,26.35,18.83,32.21,28.08
Puducherry,56,40,35,91,160,120,114,86,42,48,192,183,113, ,108,94,51,400,22,35,33,26
Punjab,38.27,24.93,31,82.93,154.13,123.93,115.2,96.87,44.2,59.07,201.77,123.2,117.13,115,132.08,98.91,50.73,268.73,26.6,13.27,28.33,42.8
Rajasthan,40.82,29.36,32.57,73.57,121.39,109.68,102.29,88.43,42.11,52.88,186.27,150.62,122.96,136.44,157.81,134.17,43.64,298.07,20.41,21.25,35.89,33.43
Sikkim,53.8,35.6,41.6,85,132.4,128.6,121,101.4,48.6,63.4, ,173.8,129,142,175.6, ,59.2,446,19,32,47,42
Tamil Nadu,60.44,44.77,53.75,84.97,164.13,142.78,123.38,95.18,43.28,46.63,206.78,177.6,125.31, ,114.22,89.38,56.44,299.35,23.75,35.22,30.97,29.09
Telangana,53.2,42,44.9,77.5,157.3,123.3,113.7,89.8,40.9,64.9,165.56,166.5,117.6,148.83,114,96.6,55.6,301.67,19.44,27.67,33.2,28.8
Tripura,38.75, ,38.75,85.33,140.33,128.33,111.25,102.25,48,70.25, ,130,127.67,114.5,144.5,99.75,69.25,221.5,10.5,21,35.75,41.25
Uttar Pradesh,37.85,26.96,33.13,78.92,145.07,115.79,111.24,94.09,43.71,62.39,191.27,140.31,129,131.92,157.86,111.25,47.6,243.79,26.88,15.2,32.25,29.37
Uttarakhand,37,28,34.75,88.5,144.5,110,108.25,98,43,61.5,154.5,137.75,133.25,131.5,145.5,115.5,52.5,264.25,28.75,15,33.75,30.25
West Bengal,43.7,29.8,38.22,80.74,147.39,119.91,126.96,106.78,45.59,55.05,195.91,128.3,111.22,113.04,125.26,97.57,50.68,268.05,22.05,18.57,36.09,32.83
Source:-  State civil supplies Dept.,Note:- All India Consumption Weighted Average Prices of Oils w.e.f 23-Feb-2022 and Wheat and Atta w.e.f 25-Feb-2023 ,NR -&gt Not Reported  ,,,,,,,,,,,,,,,,,,,,
Developed by:-  National Informatics Centre(NIC),,,,,,,,,,,,,,,,,,,,,,

