 Department of Consumer Affairs&nbsp( Price Monitoring Division),,,,,,,,,,,,,,,,,,,,,,
Date  22/01/2024 ,Daily Retail Prices Of Essential Commodities,Unit: (₹/Kg.),,,,,,,,,,,,,,,,,,,,
States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
Average Price,44.31,31.16,36.48,83.54,151.36,123.61,116.89,93.87,44.57,58.35,190.6,135.39,124.91,121.31,123.42,98.57,53.48,283.29,22.42,23.16,37.31,32.12
Maximum Price,70,62,69,139,210,175,157,153,70,83,262,235,220,189,235,176,167,560,31,70,80,88
Minimum Price,26,21,27,60,95,80,87,70,38,40,125,110,88,97,98,77,36,157,9,9,18,11
Modal Price,40,28,35,80,150,120,120,100,45,60,180,130,120,115,117.5,90,50,250,28,20,30,25
Andaman and Nicobar,51.5, ,68,98.5,175.5,155.5,135.5,103,56.5,74,262,180.5,181, ,144,124,82,305,20.5,45,55,65
Andhra Pradesh,59,45.2,49.8,85.2,166.2,141.8,128,104.6,42.8,60,171,171.2,109.6,143,114,89.4,59,348.2,22.4,30.2,33.6,22.2
Arunachal pradesh,34, ,50,90,160,130,120,100,50,73, ,120,110,120,180, , , ,15,25,40,60
Assam,45.05,31,36.63,84.53,144.21,113.53,114.21,92.16,47.17,71.06,201.67,148,139.5,134.95,155.69,111.43,56.72,268.67,14.28,20.26,45.37,40.95
Bihar,37.23,27.54,34,77.26,147.29,118.86,113.31,80.03,44.34,55.57,187.64,131.11,121.06,125.94,160.89,103.86,47.23,277.74,23.43,16.49,34.97,29.43
Chandigarh,42,32,36,80,135,115,113,94,45,59,190,150,128,130,145,105,51,276,27,12,35,35
