 Department of Consumer Affairs&nbsp( Price Monitoring Division),,,,,,,,,,,,,,,,,,,,,,
Date  22/01/2024 ,Daily Retail Prices Of Essential Commodities,Unit: (₹/Kg.),,,,,,,,,,,,,,,,,,,,
States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
Chhattisgarh,42.71,37.14,39.29,87.43,157.43,112.71,112.57,90.29,43,59.71,207,142.57,121.57,120.43,135.86,106,50.86,302.57,25.43,23.57,39,20.71
Delhi,40,29,31,80,153,140,118,83,44,54,211,145,119,125,133,98,58,248,26,15,35,28
DNH and DD,48.33,41.33,46.33,88.33,156.67,140.67,127,96,43.33,64.33,191.33,145.67,134.33,133.67,124.33,100.67,69.67,350,27.33,19.67,26.67,27.33
Gujarat,44,35.6,40.2,81.6,146.2,119.8,112,96.2,42.6,59.6,184.8,147.4,138.4,134.2,127.2,106.8,50.8,252.2,15.4,22.8,37.2,26.8
Haryana,42.75,29.25,34.5,75.75,127.75,108,107.75,96.5,43.5,59.5,176,134.5,124.25,126.25,152.25,106.5,44.5,233.5,25,17.25,41.75,29
Himachal Pradesh,38.5,21,33.33,81.08,155,127.42,114.58,89.58,47.08,53.5,219.5,159.92,131.75,125.7,141.8,118.5,46.58,260,27.5,21,38.58,40.75
Jammu and Kashmir,42,32.6,39.6,88.8,140.2,121.6,124.4,100.8,50.6,50,240,137.8,131.6,132.8,146.8,119.5,50,316.8,27.2,22.2,39.4,39.2
Jharkhand,37.76,30.94,35.12,78.59,146.65,117.65,110.47,81.29,45.38,58.6,186.36,134.65,120,125.69,147.67,103.75,47.31,284.4,24.38,18,34.88,27
Karnataka,58.44,43.94,47.22,92.5,159.91,137.38,123.97,106.59,42.69,50.5,180.66,165.19,119.88,136.26,121.41,95.78,51.53,290.13,19.72,32.97,38.25,27.03
Kerala,50.31,45.46,47.77,101.77,178.31,150.92,137.58,112.85,43.46,52.83,228,179,144.69, ,117.54,97.33,62.92,237.69,15.23,38.69,33.46,37
Madhya Pradesh,38.79,28.83,34.45,80.74,151.57,114.76,112.86,90.19,43.02,57.67,191.1,134.21,117.93,109.71,136.68,106.9,46.76,255.48,19.33,17.71,30.48,22.67
Maharashtra,50.21,40.58,43.58,82.05,162.05,128.42,121.79,95.58,42.95,58.84,183.84,155.44,125.47,107.68,121.84,97.94,53.47,295.74,23.47,27.68,28.26,29.53
Meghalaya,38.5,38.67,37.4,90.33,155.43,131.67,119.1,89.5,49.8,73.1,137,132.7,137.25,129,169.25,135.6,81.67,363.6,21.6,24.7,47.7,38.3
Mizoram,48.18,41.89,45.55,104.22,142,124,128,101.36,50.45,77.9,157.5,188.8,170.8,129.36,175.5,131.2,120,481.4,29.18,39.64,60.82,74.89
Nagaland,41.75,42.63,48.63,96.25,133.58,126.88,122,97.38,50.73,73,200,138.44,168,146.75,200,137.5,78.89,317.5,17.4,26.56,61.56,55.63
Odisha,37,36.33,40.73,78.38,149.88,117.19,114.44,82.63,44.06,51.73,157.67,136.8,114.13,125.57,117.5,93.63,50.44,259.5,26.13,19.38,36.19,29
Puducherry,57,40,38,97,173,130,115,80,41,48,192,183, , ,108,94,50,400,20,35,33,26
Punjab,38.2,24.87,31,83.33,153.2,124,114.87,97.93,44.2,59.2,201.85,124.27,117,115.4,133.15,99.09,50.73,269.53,26.53,14.2,30.8,33.07
Rajasthan,39.82,30.18,32.73,75.09,123.09,106.73,101.45,88.55,41.45,52.18,182.82,156.27,122.18,143.18,157.9,132.5,43.82,279.82,19.36,21.45,39.27,34.27
Sikkim,59.67,36,42.67,81.67,130.67,131,120.33,101.67,47.67,62.33, ,182,137.67,163,184.33, ,58.67,436.67,18.33,32.33,53.33,43.33
Tamil Nadu,60.06,45.19,53.7,84.79,164.52,142.55,122.27,94.18,43.15,46.27,207.61,176.43,124.36, ,113.58,88.73,55.88,312.48,23.88,36.39,34.97,30.45
Telangana,51.6,41.6,45.4,75.8,157.5,122.8,113.7,90.2,41.1,63.22,166.56,168,118.8,145.17,113.8,96.8,55.9,302.8,20.1,27.4,33.6,28.2
Tripura,40, ,39,86.5,138.5,122.5,106.67,101.33,47.67,70, ,132.67,126.5,113.33,140,98.67,67.33,211,10.67,20,38.67,48.33
Uttar Pradesh,38.17,26.77,32.85,78.98,145.41,114.5,109.72,93.04,43.8,62.38,191.17,138.33,127.87,130.69,158.04,111.22,47.69,243.63,26.83,15.15,34.39,27.33
Uttarakhand,35.5,27,34,86.5,157.5,115,111,96,42.5,65.5,162,138.5,131,127,133.5,88,53.5,258,28.5,10.5,24.5,24.5
West Bengal,43.33,29.56,37.81,80.48,147.38,118.55,125.14,106.52,45.38,54.71,193.4,128.57,111.48,113.52,125.29,97.79,50.43,273.14,21.19,19.24,37.52,31.81
Source:-  State civil supplies Dept.,Note:- All India Consumption Weighted Average Prices of Oils w.e.f 23-Feb-2022 and Wheat and Atta w.e.f 25-Feb-2023 ,NR -&gt Not Reported  ,,,,,,,,,,,,,,,,,,,,
Developed by:-  National Informatics Centre(NIC),,,,,,,,,,,,,,,,,,,,,,

