 Department of Consumer Affairs&nbsp( Price Monitoring Division),,,,,,,,,,,,,,,,,,,,,,
Date  15/01/2024 ,Daily Retail Prices Of Essential Commodities,Unit: (₹/Kg.),,,,,,,,,,,,,,,,,,,,
States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
Average Price,42.99,31.06,36.33,83.14,149.62,122.03,116.29,93.81,44.73,59,190.27,135.77,124.99,122.71,123.65,98.57,52.99,279.01,22.5,22.27,38.33,32.04
Maximum Price,70,54,69,138,195,175,180,135,70,83,262,230,220,189,235,176,167,559,30,70,80,88
Minimum Price,23,21,27,58,87,85,87,70,37,40,122,109,88,97,101,77,36,157,9,9,15,11
Modal Price,40,28,35,80,155,120,120,100,44,60,190,130,120,110,122.5,100,50,300,28,20,40,20
Andaman and Nicobar,51.5, ,68,99,177,154.5,136,102.5,56.5,74,262,180.5,181, ,145,124,82.5,305,20.5,45,55,65
Andhra Pradesh,56,44.67,52.33,82.33,162.67,141.67,126.67,100.33,42.67,62.67,171.33,173,108.33,180,113.33,90.33,56.67,258.33,20.33,30,31,23
Arunachal pradesh,33.5,42,40,89.5,140,125,117.5,103.75,50,71,160,152.67,150,141.67,188.33, ,70,300,21.67,25,42.67,51
Assam,42.33,32.57,35.67,81.28,143.78,110.79,114.06,92.44,47.67,72.17,246.5,143.5,129.23,130.5,147.47,105.36,58.78,250.71,14.78,19.72,43.5,42.18
Bihar,37.38,27.44,33.74,76.82,145.85,118.47,112.35,79.53,44.24,55.56,182.44,131.76,120.62,126.59,160.53,103.64,47,281.74,22.97,16.21,36.56,30.38
Chandigarh,42,32,36,80,135,115,113,94,43,59,192,150,128,130,148,107,51,276,27,15,35,35
Chhattisgarh,41.13,36,38.13,87.88,159.38,112.13,111,92.38,42.75,57.25,204.88,148.88,127.75,126.88,140.63,112.25,49.13,298.25,23.5,23.88,42.5,21.38
Delhi,40,29,31,80,153,140,118,83,44,54,212,145,121,124,133,97,57,245,26,15,38,28
DNH and DD,47,40.33,46,88.67,158.67,141,126.67,97,43.33,64.33,191.33,145.33,134,133.33,125.33,100.33,69.67,350,27.33,19.67,26,22.67
Goa,52,45,43,94.5,170,147.5,131.5,96.5,44,57.5,225,160,141.5,150,117.5,95.5,59,325.5,24.5,35,37,36
Gujarat,42.86,35.71,39.86,84.43,151.14,121.43,113.86,97.29,43,62,188.57,140,131.14,128.14,121.29,102.43,52.57,253,14.29,24.29,39,26.57
