 Department of Consumer Affairs&nbsp( Price Monitoring Division),,,,,,,,,,,,,,,,,,,,,,
Date  12/01/2024 ,Daily Retail Prices Of Essential Commodities,Unit: (₹/Kg.),,,,,,,,,,,,,,,,,,,,
States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
Jammu and Kashmir,44.17,36.4,39.83,90.83,139.5,121.17,122.33,100.67,50.33,51.17,240,143,133.5,131.17,145.4,113.33,49.67,311.17,26.83,24,40.67,38.83
Jharkhand,38.32,31.5,35.11,79.63,149.63,118.79,110.95,82.79,45.94,58.59,183.69,136.74,121.74,127.06,149,103.22,47.56,291.35,24.83,19.39,38.89,31.17
Karnataka,58.25,43.75,47.25,93,160.66,137.69,124.19,106.28,42.56,50.5,180.47,165.56,119.88,136.16,120.94,95.59,51.47,289.31,19.66,33.13,41.88,27.75
Kerala,50.93,45.36,46.23,102.07,179.38,151,135.08,110.23,43.43,53.93,231.71,173.63,144.36, ,116.57,96.92,63.14,232.07,15.29,39.5,35.57,36.07
Madhya Pradesh,39.41,28.87,34.37,80.78,150.67,113.3,111.5,89.72,43.07,57.33,191.24,134.54,117.44,109.7,135.8,107.61,46.91,254,19.09,18.8,33.11,21.96
Maharashtra,49.74,40.53,43.68,81.37,162,128,122.53,96.05,42.79,58.95,184.37,156.22,125.42,107.26,121.11,98.31,53.21,296.26,23.58,28.68,31.42,30.79
Meghalaya,38.89,38.5,37.22,90.4,151.33,129.2,120.33,89.44,50.11,73,137,132.22,138,131.56,182.33,142.75,80.6,350.22,21.78,25,51.22,40.22
Mizoram,48.18,41.89,45.55,104.22,142.43,123.83,127.63,101.36,50.45,77.9,157.5,188.8,170.8,129.18,175.5,131.2,120,481.4,29.18,40.18,63.27,74.89
Nagaland,41.64,41.83,48.07,96.82,128.8,123.57,122.31,97,49.36,71.83,200,135.36,172,143.43,200,137.5,78.75,310.38,17.21,27.5,64.64,57.5
Odisha,37.96,37.37,40.42,78.38,150.27,118.42,112.04,79.88,44.67,52.35,168.71,136.54,115,131.8,116.85,92.65,50.21,273.47,25.83,19.12,34.38,28.65
Punjab,38.27,25.07,30.93,82,154.13,123.8,115.13,97.87,44.4,59.2,201.69,122.87,116.2,114.87,132.62,99.36,49.87,269.47,26.47,15.6,32.47,31.13
Rajasthan,39.07,29.56,32.63,73.37,118.11,106.41,100.96,89.96,42.11,51.8,185.15,153.3,125.08,138.33,157.96,127.4,43.3,301.44,20.07,21.33,40.89,34.96
Sikkim,53.8,35.6,41.6,85,132.4,128.6,120,100,48.6,63.4, ,176.5,130.8,148,178.4, ,59.2,446,19,33.4,48,42
Tamil Nadu,59.83,44.74,52.81,86.08,167.11,143.86,122.89,94.94,43.31,46.19,206.64,179.48,124.22, ,113.31,88.69,55.78,306.27,24.19,36.06,35.81,30.64
Telangana,51.7,41.7,45.3,75.3,159.4,123,113.5,90.2,41.2,63.22,167.11,168.67,121,145.2,116.88,98,55.4,304.44,19.44,27.5,35.3,28
Tripura,38.33, ,40.33,86,138.5,133.5,109,105,48,69.33, ,132,137.5,115.5,145,99.33,73.33,238.33,10.67,21.67,40,36.67
Uttar Pradesh,37.64,26.73,33.16,78.97,146.76,115.83,111.39,94.23,43.69,62.49,191.25,140.2,129.12,131.55,157.54,110.8,47.56,243.87,26.91,15.36,35.2,26.33
Uttarakhand,36.25,28,34.75,88.25,142,109.75,108.75,98,43,61.25,156,136.75,134,132.75,146,115.5,51.75,264.25,28.75,15.5,32.75,27
West Bengal,42.56,29.11,37.44,79.06,147.75,116.8,122.5,105.75,45.25,54.44,195.56,128.25,109.94,112.5,126.13,99.75,49.88,264.44,20.75,19.13,41.63,36.06
Source:-  State civil supplies Dept.,Note:- All India Consumption Weighted Average Prices of Oils w.e.f 23-Feb-2022 and Wheat and Atta w.e.f 25-Feb-2023 ,NR -&gt Not Reported  ,,,,,,,,,,,,,,,,,,,,
Developed by:-  National Informatics Centre(NIC),,,,,,,,,,,,,,,,,,,,,,

