 Department of Consumer Affairs&nbsp( Price Monitoring Division),,,,,,,,,,,,,,,,,,,,,,
Date  10/01/2024 ,Daily Retail Prices Of Essential Commodities,Unit: (₹/Kg.),,,,,,,,,,,,,,,,,,,,
States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
Nagaland,41.53,43,48.2,97.08,130.73,124.38,125,97.2,49.73,71.85,200,137.33,172,145.87,200,137.5,78.75,311.07,17.4,27.67,65,58.33
Odisha,37.77,37.4,40.46,78.12,149.85,118.04,112.19,79.77,44.58,52.17,169.71,137.24,114.46,135.4,116.64,92.92,50.83,272.95,26,19.16,36.04,29.88
Puducherry,57,40,37,96,175,127,115,82,41,48,198,165,130, ,110,92,50,400,20,39,40,25
Punjab,38.13,25.13,31,82.13,154.73,123.73,115.4,98,44.13,59.2,200.92,122.67,116.07,114.27,131.77,99.27,49.87,268.8,26.47,16,32.87,32.6
Rajasthan,40.17,29.33,32.73,74.2,120.37,107,100.7,89.93,42.17,51.65,187,154.2,126.39,138.93,157.08,133.5,43.5,298.9,20.45,21.62,43.03,35.28
Sikkim,53.8,35.6,41.6,85,134.4,131,120,100,48.6,63.4, ,180.8,133.25,155.33,183.25, ,58.2,446,19,33.4,49.6,42.6
Tamil Nadu,60.11,45.12,53.11,86.03,168.64,143.83,122.97,94.71,43.22,46.39,207.53,177.73,124.19, ,113,88.36,55.64,306.28,23.97,35.42,35.81,30.33
Telangana,51.2,41.5,44.9,74.9,159,122.5,113.4,90,41.2,64.2,168.2,168,118.6,144.83,116.7,97.2,55.1,299.7,19.6,27,36.8,28.2
Tripura,38.75, ,39.25,85.67,140.67,128.33,110,103.75,48.5,70.25, ,130,127.67,114.25,144.5,98.5,68.75,221.5,10.5,23,40,43.75
Uttar Pradesh,37.59,26.57,33.05,78.95,148.16,115.88,111.53,93.79,43.76,62.54,191.8,140.39,129.18,131.33,157.46,111.04,47.54,243.11,26.85,15.68,35.92,26.64
Uttarakhand,36.5,27.75,34.5,88,140.5,109.5,108.75,97.75,43.5,61.25,156,137.25,135.25,133.5,146.25,115.5,51.75,264.25,28.75,15.5,32.75,27
West Bengal,43.74,29.8,38.13,80.83,150.13,119.14,127.35,106.87,45.83,54.61,195.45,129.22,111.91,113.43,126.26,97.86,50.87,272.78,21.74,19.48,40.74,36.04
Source:-  State civil supplies Dept.,Note:- All India Consumption Weighted Average Prices of Oils w.e.f 23-Feb-2022 and Wheat and Atta w.e.f 25-Feb-2023 ,NR -&gt Not Reported  ,,,,,,,,,,,,,,,,,,,,
Developed by:-  National Informatics Centre(NIC),,,,,,,,,,,,,,,,,,,,,,

