 Department of Consumer Affairs&nbsp( Price Monitoring Division),,,,,,,,,,,,,,,,,,,,,,
Date  10/01/2024 ,Daily Retail Prices Of Essential Commodities,Unit: (₹/Kg.),,,,,,,,,,,,,,,,,,,,
States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
Average Price,43.65,31.06,36.24,82.85,150.31,122.25,115.96,93.46,44.6,58.37,191.72,136.9,125.65,123.72,123.15,98.25,52.78,281.08,22.34,23.2,39.51,32.98
Maximum Price,70,62,69,138,210,168,180,153,60,83,262,235,220,189,239,176,167,560,31,70,80,88
Minimum Price,23,21,27,58,87,80,80,70,37,40,118,109,88,98,101,77,35,157,9,9,15,11
Modal Price,40,28,35,80,160,110,120,100,44,60,185,130,120,120,117.5,100,50,250,28,20,40,30
Andaman and Nicobar,48.67, ,67.67,94.33,171.33,150,133.67,100.33,55.33,73,232.5,180,181, ,137,121,78.33,308.33,19.67,43.33,56.67,66.67
Andhra Pradesh,58.6,44.8,49.2,84.2,166.6,140,126.2,102.4,42.8,60,169.4,171,109.2,143,112.8,89.2,58.6,348.2,21.8,30.2,35,22.6
Arunachal pradesh,33.5,42,40,89.5,140,125,117.5,103.75,50,71,160,152.67,150,139.33,188.33, ,70,300,21.67,24.33,48.33,49.33
Assam,43.63,31.25,36.37,82.04,142.81,112.17,113.52,91.81,47.19,70.15,207.86,148.07,137.62,137.59,150.59,115.65,56.22,258.42,13.3,20.3,45.63,42.4
Bihar,37.49,27.59,33.84,76.7,144.27,116.54,111.54,80.05,44.35,55.38,181.13,132.17,119.57,125.46,157.77,103.1,47.51,278.11,22.78,17,38.73,32.84
Chandigarh,42,32,36,80,135,115,113,94,43,59,192,150,128,130,148,107,51,276,27,15,35,35
Chhattisgarh,42.86,36.71,39.14,87.43,160.29,112.57,112.14,90.71,42.86,59.57,207.57,144.43,122.86,121.43,136.57,107.14,50.29,303.71,25.14,25.14,41.43,22.86
Delhi,39,29,31,82,157,143,118,85,44,54,212,145,121,124,133,97,57,243,26,15,40,30
DNH and DD,49,40.67,46,90.33,160.67,142,126.33,97,43.33,64.33,192,146,133.67,133.67,125.33,100.33,69.67,350,27.33,19.67,25,23.33
Goa,52,45,43,94.5,177,147.5,133.5,96,44,57.5,225,160,141.5,150,117,95.5,59,325.5,24.5,35,37.5,40.5
Gujarat,40.43,35,38.86,82.57,149.14,117.43,109.71,94.29,43.33,60.67,194.43,144.5,134.29,132.43,124.14,102.86,53.5,250.83,14.5,24.86,42.43,28
Haryana,42.5,28.75,34.25,75.75,127.75,106.25,107,95.5,43.75,59.5,177.5,137.5,123.75,125.5,153.25,106.75,46,231.75,25.25,17.25,41.75,30
Himachal Pradesh,38.58,21,33.33,81.33,156.17,128.58,114.42,89.92,47.08,53.5,219.5,160.17,131.92,126.1,141.8,118.5,46.5,260.08,27.67,21.25,37.92,40.5
Jammu and Kashmir,44.14,34.83,39.57,89,136.43,121.29,120.57,100.57,50,53,235,148.43,136.29,135.71,148.83,123.25,49.14,310.43,25.86,22.57,40.29,38.43
Jharkhand,38.42,31.39,35.11,79.32,149.47,118.58,110.84,82.74,45.89,58.53,183.77,136.63,121.42,126.56,149.35,103.22,47.28,290.71,24.83,19.79,38.47,31.84
Karnataka,58.25,43.75,47.25,93.03,160.75,137.72,124.19,106.47,42.59,50.56,180.5,165.44,119.84,136.13,120.91,95.5,51.5,289.34,19.75,32.91,41.91,28.09
Kerala,50.62,45.62,47.54,101.54,181.38,150.25,136.67,111.23,43.42,53.92,233.5,180.33,144.77, ,116,95.58,62.92,230.42,14.92,40.75,35.83,39.17
Madhya Pradesh,39.24,28.98,34.41,81.02,150.07,113.48,111.28,89.3,43.04,57.35,191.44,134.07,117.07,109.78,134.89,107.08,46.74,252.07,19.26,18.7,32.63,21.8
Maharashtra,49.68,40.32,43.53,81.26,161.89,127.42,122.68,96.05,43,58.89,184.37,156.39,125.37,107.42,120.89,98.06,53.42,296.11,23.63,28.95,31.95,31.21
Meghalaya,38.89,38.5,37.22,90.4,151,128.6,119.89,89.44,50.11,73,137,132.22,139.25,131.56,182.33,142.75,80.6,350.22,21.78,24.78,51,40.11
Mizoram,48,41.5,45.7,102.25,144.5,123.83,128.71,101.5,50.5,78.78,157.5,186,178.5,126.2,175.5,129.5,120,474.89,29.1,40.7,63.9,74.89
