 Department of Consumer Affairs&nbsp( Price Monitoring Division),,,,,,,,,,,,,,,,,,,,,,
Date  26/01/2024 ,Daily Retail Prices Of Essential Commodities,Unit: (₹/Kg.),,,,,,,,,,,,,,,,,,,,
States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
Madhya Pradesh,39.2,28.9,34.52,79.33,151.28,113.33,112.65,89.4,43.08,57.23,192.31,133.59,117.03,110.21,136.53,108.55,46.74,249.03,19.54,17.64,29.85,23.79
Maharashtra,50.37,40.53,43.63,82.05,160.68,128.21,122.11,95.37,42.84,58.63,183.89,155.44,125.58,107.37,121.74,98,53.32,295.74,23.37,27.74,27.53,30.58
Meghalaya,39.2,39,38.2,90,141.67,133.33,117.6,89,50.6,72.8, ,130,146,126,197.5,147.5,86.67,340.8,24,26.2,50.2,40
Mizoram,50,37.5,52.5,98, , ,120,104,50,77.5, ,185,220,140, , ,133.5,520,27.5,50,65,61.5
Nagaland,36, ,40,90,110, ,90,95,50,80, ,130, ,145, , ,75,330,18,30,70,60
Odisha,38,36.57,40,79,150.22,124.56,114.67,82.78,45.67,52.67,175,134.89,110.75,144,116.22,91.89,52.11,295.43,26.33,18,30.44,25.89
Puducherry,56,40,35,90,162,120,114,86,41,48,192,183,113, ,108,94,51,400,22,35,33,26
Punjab,37.46,24.77,30.77,82.23,154.38,123.15,115.46,96.54,44.31,58.62,200.64,124.15,116.92,115.38,129.91,97.33,50.46,271.92,26.46,13.54,30.38,39
Rajasthan,36.13,28.75,31.25,71.25,111.88,103.38,100.38,90,42.13,51.75,175.38,155.38,127.57,143.25,149,115.5,44.75,289.5,19.13,20.75,42.63,35.25
Sikkim,56,35.75,40.75,83.75,123,125.75,120.25,101.25,48.25,63, ,182.75,133.5,150.67,178, ,59,447.5,18.75,32.5,48.75,42.5
Tamil Nadu,61.7,45,54,85.7,166.95,143.1,124.6,94.18,43.35,47,204.15,179.67,126, ,113.75,88.85,57.2,321.33,24,36.4,33.3,29.7
Telangana,54,42,49,82.5,149,127.5,113,91.5,40,60,153.5,145,96,104,107,90,56,289,22,27,26.5,24.5
Tripura,40.5, ,40,83,133,129,106.5,102.5,47,69, ,138.5,148,116,146,102,72.5,232.5,11,20,37.5,40
Uttar Pradesh,38.23,26.84,33.07,79.21,145.79,115.29,110.79,92.39,43.88,62.51,190.09,137.48,128.21,129.86,157.27,110.27,47.48,244.39,26.84,14.77,33.05,28.11
Uttarakhand,36,27,34,86.5,159,115,111,96,43,66,162.5,138.5,131,127,133.5,88,54.5,258,28.5,10.5,27,27
West Bengal,42.71,29.38,37.71,78.71,144.43,117.31,125.21,106.79,45.07,53.93,196.2,128.29,109.93,113.07,125.29,98.5,50.93,272.5,21.93,19.21,38.93,34
Source:-  State civil supplies Dept.,Note:- All India Consumption Weighted Average Prices of Oils w.e.f 23-Feb-2022 and Wheat and Atta w.e.f 25-Feb-2023 ,NR -&gt Not Reported  ,,,,,,,,,,,,,,,,,,,,
Developed by:-  National Informatics Centre(NIC),,,,,,,,,,,,,,,,,,,,,,

