 Department of Consumer Affairs&nbsp( Price Monitoring Division),,,,,,,,,,,,,,,,,,,,,,
Date  27/01/2024 ,Daily Retail Prices Of Essential Commodities,Unit: (₹/Kg.),,,,,,,,,,,,,,,,,,,,
States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
Jharkhand,38.39,30.94,34.83,79.61,149.33,117.83,109.61,83.11,45.65,58.44,186.17,135.06,120.94,125.88,149.25,102.47,47.35,291.31,24.94,17.28,33.06,26
Karnataka,58.53,43.9,46.87,92.4,158.47,137.23,123.87,106.37,42.53,50.07,178.13,165.33,119.03,136.48,121.43,94.63,51.33,289.53,19.17,32.43,36.43,26.7
Kerala,50.64,45.36,47.14,101.14,177.93,150.85,136.46,110.86,43.29,54,228.29,175.9,143.43,130,117.29,96.77,62.93,233.5,15.14,37.36,31.29,36.07
Madhya Pradesh,39.19,29.05,34.65,79.47,150.74,114.56,113.12,89.65,42.88,57.4,188.56,132.51,115.88,109,134.4,107.18,46.49,248.51,18.91,17.65,28.7,24.49
Maharashtra,50.37,40.47,43.53,82.11,160.63,128.32,122.11,95.47,42.95,58.74,183.79,155.33,125.53,107.53,121.74,97.81,53.53,295.79,23.26,27.84,27.32,31.37
Meghalaya,40.17,38.83,38,90,137,130.75,116.83,90.83,50.17,73, ,129.17,140.67,123.67,207.5,147.5,82.5,334,25,25.5,49.67,39.5
Mizoram,50,37.5,52.5,98, , ,120,104,50,77.5, ,185,220,140, , ,133.5,520,27.5,50,65,61.5
Nagaland,42,42.63,48.63,96.67,133.58,125,122,97.38,50.38,73.29,200,138.75,166,146.75,200,137.5,78.89,319.67,17.56,26.25,60.63,53.13
Odisha,36.67,37.11,39.73,78.17,148.75,123.25,113.42,82.42,45.25,52.75,168.33,133.83,106.45,133,114.92,92.42,50.42,280.38,26.42,18.92,32.58,26
Puducherry,56,40,35,90,162,120,114,86,41,48,192,183,113, ,108,94,51,400,22,35,33,26
Punjab,37.5,24.93,30.93,82.71,155.14,124.07,115.57,96.93,44.21,58.71,202.33,123.64,116.71,114.86,130.5,97.2,50.79,272.36,26.43,13.43,30,40.93
Rajasthan,38.5,28.9,31.4,67.8,115.5,106.8,103,89.3,41.5,51.89,181.9,147.5,126.33,136.6,156.78,111,43.5,301,20.9,20.7,41.4,38.5
Sikkim,56,35.75,43.25,83.75,140.5,133.25,120.25,101.25,48.25,63, ,176.5,133.25,155.33,183.25, ,59,437.5,18.75,31.25,48.75,42.5
Tamil Nadu,60.42,44.64,54.31,84.88,166.12,142.31,123.08,95.82,43.27,47.15,206.88,181.25,126.65, ,113.65,88.88,56.65,307.33,23.77,35.15,32.77,30.15
Telangana,52.9,41.9,44.9,77.1,157.6,123.2,113.7,90.1,40.8,64.9,165.56,166.2,117.6,148.83,113.5,96.4,55.7,301.4,20.1,27.89,32.9,27.9
Tripura,38.75, ,38.75,85.67,143.33,126.67,111.25,103.5,48,70.25, ,130,127.67,114.5,144.5,99.75,69.25,221.5,10.5,20,35.75,42
Uttar Pradesh,37.88,26.9,33.1,78.92,145.9,115.59,111.4,93.88,43.7,62.69,191.33,139.71,129.34,131.68,157.27,111.35,47.66,243.62,26.88,15.27,33,28.32
Uttarakhand,36.5,27.75,34.5,88,142,109.5,108.75,97.75,43,61.5,154.25,137.25,134,133,146.25,115.5,52,264.25,28.75,14.75,33.25,30.25
West Bengal,43,29.38,37.31,80.06,144.31,118.93,123.13,105.63,44.94,53.56,190.1,127,110.56,111.5,122.56,98.19,49.94,267.69,22.56,18.56,37.56,32.06
Source:-  State civil supplies Dept.,Note:- All India Consumption Weighted Average Prices of Oils w.e.f 23-Feb-2022 and Wheat and Atta w.e.f 25-Feb-2023 ,NR -&gt Not Reported  ,,,,,,,,,,,,,,,,,,,,
Developed by:-  National Informatics Centre(NIC),,,,,,,,,,,,,,,,,,,,,,

